Nom du cours,Classification,Terme,Explication
Comment fonctionne l'électricité dans notre corps ?,Concept,glutamate,"Principal neurotransmetteur excitateur du système nerveux central, jouant un rôle crucial dans la plasticité neuronale et la mémoire."
Comment fonctionne l'électricité dans notre corps ?,Concept,potentiel de repos,État stable de la tension électrique de la membrane d'un neurone lorsqu'il ne transmet pas de signal (environ -70 millivolts).
Pourquoi certains sons nous donnent-ils des frissons ?,Personnage,Matthew Sachs,"Chercheur en neurosciences, auteur d'études pionnières (2016-2017) sur les différences structurelles du cerveau chez les personnes ressentant des frissons musicaux."
Pourquoi certains sons nous donnent-ils des frissons ?,Concept,Sous-cortical,"Désigne les régions profondes du cerveau (comme le striatum ou l'amygdale) situées sous le cortex, responsables des fonctions instinctives et émotionnelles."
Pourquoi certains sons nous donnent-ils des frissons ?,Concept,Résolution harmonique,Le passage d'un accord instable (tension) vers un accord stable (repos) dans la théorie musicale classique.
Pourquoi les saisons existent sur d'autres planètes ?,Concept,Obliquité,"Angle d'inclinaison de l'axe de rotation d'une planète, responsable de la majorité des variations saisonnières."
Pourquoi les saisons existent sur d'autres planètes ?,Concept,<périhélie>,Point de l'orbite d'un corps céleste où la distance de ce corps au Soleil est minimale.
Pourquoi les saisons existent sur d'autres planètes ?,Lieu,<anneaux de Saturne>,"Système d'anneaux planétaires composé de glace et de poussière encerclant Saturne, dont l'aspect varie selon les saisons de la planète."
Pourquoi les saisons existent sur d'autres planètes ?,Lieu,<exoplanètes>,"Planètes situées en dehors du système solaire, orbitant autour d'une autre étoile que le Soleil."
Pourquoi les saisons existent sur d'autres planètes ?,Concept,Rotation rétrograde,"Sens de rotation d'une planète qui tourne d'Est en Ouest, à l'inverse de la majorité des planètes du système solaire."
"L'Odyssée, Homère",Autre,aèdes,Poètes chanteurs de la Grèce antique qui improvisaient ou récitaient des épopées en s'accompagnant traditionnellement d'une lyre (la phorminx).
"L'Odyssée, Homère",Mouvement,homérides,Confrérie ou corporation de chanteurs et poètes qui se prétendaient descendants d'Homère et assuraient la transmission de ses œuvres.
"L'Odyssée, Homère",Personnage,Milman Parry,"Philologue américain qui a prouvé, par l'étude des bardes balkaniques, que les œuvres d'Homère reposaient sur une technique de composition orale improvisée."
"L'Odyssée, Homère",Concept,tradition orale,"Mode de transmission de la culture par la parole, sans support écrit, s'appuyant sur des techniques de mémorisation spécifiques."
"L'Odyssée, Homère",Autre,grec homérique,"Langue littéraire archaïque et artificielle utilisée par Homère, mêlant différents dialectes grecs pour des raisons de métrique et de rythme."
"L'Odyssée, Homère",Concept,dactyle,"Unité de mesure du vers grec (l'hexamètre dactylique) composé d'une syllabe longue suivie de deux brèves, imitant le rythme du galop."
"L'Odyssée, Homère",Concept,in media res,"Locution latine signifiant 'au milieu des choses', désignant un procédé narratif où le récit commence au cœur de l'intrigue."
"L'Odyssée, Homère",Concept,analepse,Terme technique désignant un retour en arrière dans un récit (flashback).
"L'Odyssée, Homère",Concept,nékya,Épisode rituel au cours duquel le héros invoque les morts pour interroger leur ombre sur l'avenir.
"L'Odyssée, Homère",Personnage,James Joyce,"Écrivain irlandais majeur du XXe siècle, auteur du roman expérimental 'Ulysse' (1922)."
"L'Iliade, Homère",Concept,timè,"Dans la Grèce antique, l'honneur ou la reconnaissance publique accordée à un héros en fonction de ses exploits. C'est le manque de timè infligé par Agamemnon qui provoque le retrait d'Achille."
"L'Iliade, Homère",Évènement,cheval de Troie,Stratagème célèbre d'Ulysse consistant à introduire des soldats grecs dans Troie via un immense cheval de bois. Cet épisode n'est pas raconté dans l'Iliade mais dans l'Odyssée et l'Énéide.
"Œdipe Roi, Sophocle",Œuvre,Poétique,"Traité d'Aristote analysant les règles de la tragédie et de l'épopée, faisant d'Œdipe Roi le modèle du genre."
"Œdipe Roi, Sophocle",Œuvre,Antigone,"Tragédie de Sophocle racontant le destin de la fille d'Œdipe, confrontée au conflit entre lois divines et lois humaines."
"Œdipe Roi, Sophocle",Œuvre,Œdipe à Colone,"Dernière pièce de Sophocle décrivant la mort d'Œdipe exilé, devenu une figure sacrée après ses souffrances."
"Œdipe Roi, Sophocle",Concept,tritagoniste,"Troisième acteur introduit par Sophocle, permettant d'enrichir le jeu dramatique au-delà du simple face-à-face."
"Œdipe Roi, Sophocle",Autre,loimos,Terme grec désignant la peste ou une souillure religieuse frappant une cité en punition d'une faute.
"Œdipe Roi, Sophocle",Personnage,Tirésias,Devin aveugle de Thèbes qui possède la double connaissance (passé et futur) et révèle sa faute à Œdipe.
"Œdipe Roi, Sophocle",Concept,anagnorisis,Le moment de « reconnaissance » où le héros passe de l'ignorance à la connaissance de la vérité.
"Œdipe Roi, Sophocle",Concept,peripeteia,Le « renversement » de situation où le destin du héros bascule soudainement du bonheur au malheur.
"Œdipe Roi, Sophocle",Concept,pharmakos,"Bouc émissaire dans la Grèce antique, purgeant la cité de son mal par son expulsion ou son sacrifice."
"Œdipe Roi, Sophocle",Autre,ainigma,"Mot grec signifiant énigme, désignant le jeu de l'esprit mais aussi la parole obscure des oracles."
"Antigone, Sophocle",Évènement,Sept contre Thèbes,Expédition militaire menée par Polynice et six autres chefs contre leur propre cité de Thèbes pour en reprendre le trône à Étéocle.
"Antigone, Sophocle",Lieu,Hadès,"Le séjour des morts dans la mythologie grecque, où les âmes résident après avoir reçu les rites funéraires."
"Antigone, Sophocle",Concept,péripétie,Changement soudain de situation dans une pièce de théâtre qui amène l'action vers son dénouement.
"Le Banquet, Platon",Concept,androgynes,"Êtres mythiques possédant à la fois les caractères masculins et féminins. Dans le récit d'Aristophane, ils représentent l'une des trois formes originelles de l'humanité avant d'être scindés par les dieux."
"Le Banquet, Platon",Concept,daimôn,"Dans la mythologie grecque et chez Platon, être intermédiaire entre les dieux et les mortels, servant de messager ou de médiateur. Éros est décrit comme un daimôn car il relie le désir humain à la perfection divine."
"Le Banquet, Platon",Concept,Éros,"Divinité grecque de l'Amour et du désir. Chez Platon, il symbolise la force d'attraction qui pousse l'âme vers le beau et le savoir."
"Le Banquet, Platon",Personnage,Alcibiade,"Homme politique et général athénien célèbre pour son charisme, sa beauté et son instabilité. Son entrée fracassante à la fin du Banquet offre un portrait vivant de Socrate."
"La République, Platon",Concept,Epithumia,"Dans la psychologie de Platon, la partie désirante de l'âme liée aux besoins biologiques et aux appétits matériels."
"La République, Platon",Concept,Thumos,"La partie 'irascible' ou 'spiritive' de l'âme, siège du courage, de la colère noble et de la force de caractère."
"La République, Platon",Concept,Logos,"La partie rationnelle de l'âme, capable d'accéder à la vérité et de diriger les autres parties vers l'harmonie."
"La République, Platon",Lieu,Kallipolis,"Nom signifiant 'belle cité', désignant la cité idéale construite par Socrate et ses interlocuteurs dans La République."
"La République, Platon",Personnage,Karl Popper,"Philosophe du XXe siècle auteur de 'La Société ouverte et ses ennemis', critique radical du modèle platonicien qu'il juge précurseur des totalitarismes."
"La République, Platon",Personnage,Alfred North Whitehead,Philosophe et mathématicien britannique célèbre pour sa formule soulignant l'influence hégémonique de Platon sur l'histoire de la pensée.
"L'Apologie de Socrate, Platon",Concept,apologia,"Terme grec signifiant « défense ». Dans le contexte antique, il s'agit d'un discours destiné à justifier ses actes lors d'un procès, et non d'exprimer des regrets."
"L'Apologie de Socrate, Platon",Mouvement,sophistes,"Maîtres de rhétorique et d'éloquence dans la Grèce antique qui enseignaient l'art de persuader contre rémunération, souvent critiqués par Socrate pour leur manque de souci de la vérité absolue."
"Les Travaux et les Jours, Hésiode",Lieu,Béotie,"Région de Grèce centrale, au nord de l'Attique, dont la capitale était Thèbes. Perçue par les Athéniens comme une terre de paysans lourdauds, elle est la patrie d'Hésiode."
"Les Travaux et les Jours, Hésiode",Concept,Hybris,"Notion grecque désignant la démesure, l'orgueil insensé qui pousse l'homme à se croire l'égal des dieux. C'est le crime suprême qui entraîne le châtiment divin (Némésis)."
"Les Travaux et les Jours, Hésiode",Personnage,Érasme,"Humaniste de la Renaissance qui, en traduisant Hésiode en latin, remplaça le terme grec 'pithos' (jarre) par 'pyxis' (boîte), créant ainsi l'expression erronée mais célèbre de 'boîte de Pandore'."
"Les Travaux et les Jours, Hésiode",Œuvre,Géorgiques,"Poème didactique latin de Virgile traitant de l'agriculture, directement inspiré par l'œuvre d'Hésiode."
"Médée, Euripide",Personnage,Eschyle,"Le plus ancien des trois grands auteurs de tragédies grecques, connu pour la dimension religieuse et collective de ses pièces."
"Médée, Euripide",Personnage,Sophocle,"Tragédien grec, auteur d'Odipe Roi, qui a introduit le troisième acteur et s'est concentré sur la solitude héroïque."
"Médée, Euripide",Concept,Barbare,"Pour les Grecs, désigne toute personne ne parlant pas grec et étrangère à leur culture. Le terme n'est pas initialement insultant mais marque une altérité radicale."
"Médée, Euripide",Institution,Argonautes,"Groupe de héros qui, selon la mythologie, accompagnèrent Jason sur le navire Argo pour chercher la Toison d'or."
"Médée, Euripide",Concept,Thumos,"Concept grec désignant l'âme irascible, siège de la colère, du courage et du sentiment de l'honneur."
"Médée, Euripide",Concept,Deus ex machina,Procédé théâtral consistant à faire intervenir un dieu ou une force divine à la fin d'une pièce pour dénouer une situation inextricable.
"Les Misérables, Victor Hugo",Concept,Digressions,"Interruption du récit principal par l'auteur pour traiter d'un sujet historique, philosophique ou sociologique (ex: Waterloo dans Les Misérables)."
"Les Misérables, Victor Hugo",Lieu,Égouts de Paris,Sous-sol de la capitale utilisé par Hugo comme métaphore de l'inconscient social et lieu de la fuite héroïque de Jean Valjean.
"Les Misérables, Victor Hugo",Mouvement,ABC,"Nom de la société secrète fictive d'étudiants républicains menée par Enjolras, dont le nom est un jeu de mots sur 'les abaissés' (le peuple)."
"Les Misérables, Victor Hugo",Concept,Littérature engagée,"Type d'œuvre où l'auteur met son art au service d'une cause politique, sociale ou éthique pour transformer la société."
"Madame Bovary, Flaubert",Mouvement,réalisme,"Mouvement littéraire du XIXe siècle visant à représenter la réalité sociale et humaine de la manière la plus fidèle possible, sans l'idéaliser."
"Madame Bovary, Flaubert",Personnage,Homais,"Pharmacien d'Yonville, figure de la bourgeoisie triomphante, pédante et médiocre, qui s'oppose à la détresse d'Emma par son succès social."
"Le Rouge et le Noir, Stendhal",Référence historique,Vulgate,"Traduction latine de la Bible, utilisée par l'Église catholique. Maîtriser ce texte par cœur était un signe d'érudition biblique immense, utilisé par Julien Sorel pour impressionner le clergé et les nobles."
"Le Rouge et le Noir, Stendhal",Autre,Chronique de 1830,Titre alternatif et sous-titre du roman soulignant la volonté de Stendhal d'ancrer son récit dans l'actualité politique et sociale brûlante de son temps.
"Le Rouge et le Noir, Stendhal",Concept,Beylisme,"Philosophie de vie et d'écriture de Stendhal alliant l'analyse lucide du monde, la quête du bonheur individuel et le rejet de l'emphase romantique."
"Candide, Voltaire",Évènement,Guerre de Sept Ans,Conflit majeur (1756-1763) opposant principalement la France à la Grande-Bretagne. Voltaire s'en sert pour dénoncer la « boucherie héroïque » des batailles.
"Candide, Voltaire",Institution,Inquisition,"Tribunal ecclésiastique chargé de pourchasser l'hérésie. Dans Candide, elle illustre le fanatisme religieux que Voltaire combat."
"Candide, Voltaire",Concept,Autodafé,Cérémonie de pénitence publique où l'on brûle parfois des hérétiques. Voltaire en fait une démonstration d'absurdité superstitieuse.
"Candide, Voltaire",Personnage,Leibniz,"Gottfried Wilhelm Leibniz (1646-1716), philosophe allemand dont la Théodicée défend l'idée que Dieu a créé le 'meilleur des mondes possibles'."
"Les Confessions, Rousseau",Concept,pacte autobiographique,"Concept théorisé par Philippe Lejeune désignant l'engagement de l'auteur à dire la vérité sur lui-même, créant une identité entre l'auteur, le narrateur et le personnage."
"Les Confessions, Rousseau",Mouvement,romantisme,"Mouvement culturel européen privilégiant l'expression des sentiments, l'imagination et l'exaltation de la nature, dont Rousseau est considéré comme l'un des pères spirituels."
"L'Étranger, Camus",Institution,Gallimard,Prestigieuse maison d'édition française qui publia L'Étranger en 1942 et dont Camus deviendra plus tard l'un des lecteurs influents.
"L'Étranger, Camus",Mouvement,Nouveau Roman,"Mouvement littéraire des années 1950 qui a rejeté les conventions du roman traditionnel (intrigue, psychologie des personnages), trouvant dans le style neutre de Camus un précurseur."
"L'Étranger, Camus",Personnage,Kamel Daoud,"Écrivain algérien contemporain, auteur de 'Meursault, contre-enquête', qui donne une identité et une voix au frère de l'Arabe tué par Meursault."
"L'Étranger, Camus",Concept,postcoloniales,"Études critiques analysant les conséquences culturelles, politiques et sociales de la colonisation, s'intéressant notamment à la représentation de l'Autre dans l'art."
"Le Mythe de Sisyphe, Camus",Mouvement,Théâtre de l'absurde,"Courant théâtral des années 1950 (Beckett, Ionesco) qui rompt avec le naturalisme pour mettre en scène le non-sens de la condition humaine et l'échec du langage."
"À la recherche du temps perdu, Proust",Autre,Salons mondains,"Lieux de sociabilité de la haute société où l'on se réunit pour discuter de politique, d'art et de littérature, décisifs dans l'apprentissage social du narrateur."
"À la recherche du temps perdu, Proust",Personnage,André Gide,Écrivain français et figure majeure de la NRF qui refusa initialement le manuscrit de Proust avant de devenir l'un de ses plus grands admirateurs.
"À la recherche du temps perdu, Proust",Personnage,Monsieur de Charlus,"Personnage central et complexe de la Recherche, aristocrate cultivé dont Proust utilise le destin pour explorer l'homosexualité et le déclin social."
"1984, George Orwell",Institution,POUM,Parti Ouvrier d'Unification Marxiste. Organisation révolutionnaire antistalinienne en Espagne dans laquelle Orwell a combattu.
"1984, George Orwell",Concept,Censure,"Action de limiter ou d'interdire la diffusion d'idées, d'informations ou d'œuvres par une autorité publique ou religieuse."
"1984, George Orwell",Concept,Doublepensée,Mécanisme consistant à accepter deux idées contradictoires comme vraies afin de s'aligner sur la doctrine imposée par le Parti.
"La Ferme des animaux, George Orwell",Date,Seconde Guerre mondiale,Conflit mondial (1939-1945) durant lequel l'URSS fut l'alliée de la Grande-Bretagne et des États-Unis contre l'Allemagne nazie.
"La Ferme des animaux, George Orwell",Concept,prolétariat,Classe sociale composée des travailleurs qui ne possèdent pas de moyens de production et vendent leur force de travail pour subsister.
"La Ferme des animaux, George Orwell",Personnage,Tsar Nicolas II,"Dernier empereur de Russie, renversé lors de la Révolution de 1917, représenté par le fermier Jones dans le roman."
"La Ferme des animaux, George Orwell",Concept,novlangue,Concept d'Orwell désignant un langage simplifié et manipulé afin d'empêcher toute pensée critique ou oppositionnelle.
"La Ferme des animaux, George Orwell",Évènement,Révolution russe,Événements de 1917 ayant conduit au renversement du régime tsariste et à la prise de pouvoir des bolcheviks menés par Lénine.
"Roméo et Juliette, Shakespeare",Œuvre,Roméo et Juliette,"Tragédie de William Shakespeare écrite vers 1595, relatant la passion de deux amants dont les familles ennemies empêchent l'union."
"Roméo et Juliette, Shakespeare",Personnage,Matteo Bandello,Écrivain italien du XVIe siècle dont la nouvelle a servi de source principale à Shakespeare pour son intrigue.
"Roméo et Juliette, Shakespeare",Concept,Vendetta,"Haine ou vengeance héréditaire entre deux familles ou clans, moteur de la tragédie dans la pièce."
"Roméo et Juliette, Shakespeare",Concept,Cynique,"Ici, attitude qui consiste à se moquer des valeurs idéales et des sentiments par esprit critique ou désabusement, comme le fait Mercutio."
"Roméo et Juliette, Shakespeare",Concept,Péripatétisme,"Au sens large dans le théâtre, l'art de développer une pensée à travers l'action et le mouvement des personnages."
"Roméo et Juliette, Shakespeare",Œuvre,West Side Story,Célèbre comédie musicale de 1957 qui adapte l'intrigue de Shakespeare au conflit entre deux gangs de New York.
"Le Meilleur des Mondes, Aldous Huxley",Œuvre,1984,"Roman de George Orwell publié en 1949 décrivant une dystopie totalitaire basée sur la surveillance constante, la répression et la manipulation du langage (la Neolangue)."
"Le Meilleur des Mondes, Aldous Huxley",Concept,procédé Bokanovsky,"Dans le roman, technique consistant à provoquer par chocs thermiques ou chimiques de multiples bourgeonnements à partir d'un seul œuf, permettant de créer jusqu'à 96 jumeaux identiques."
"Le Meilleur des Mondes, Aldous Huxley",Œuvre,Retour au meilleur des mondes,"Essai publié par Aldous Huxley en 1958 où il analyse, 27 ans plus tard, l'évolution de la société par rapport à ses propres prédictions romanesques."
"Frankenstein, Mary Shelley",Concept,Galvanisme,"Théorie physique de Luigi Galvani au XVIIIe siècle suggérant que les muscles des animaux sont activés par un fluide électrique, ouvrant l'imaginaire sur la réanimation des morts."
"Frankenstein, Mary Shelley",Mouvement,Romantisme,"Mouvement littéraire et artistique du XIXe siècle privilégiant l'expression des sentiments, l'imaginaire, la nature sauvage et les tourments de l'âme."
"Frankenstein, Mary Shelley",Concept,Hubris,"Terme grec désignant l'orgueil démesuré d'un humain qui cherche à égaler les dieux, menant inévitablement à sa chute."
"Frankenstein, Mary Shelley",Concept,Tabula rasa,"Concept philosophique selon lequel l'esprit humain naît vierge de toute connaissance ou inclination morale, et ne se construit que par l'expérience et l'éducation."
"Frankenstein, Mary Shelley",Concept,Posthumanisme,Courant de pensée explorant l'idée d'une humanité transformée ou dépassée par les progrès technologiques et biologiques.
"Frankenstein, Mary Shelley",Concept,Déterminisme social,Principe selon lequel les conditions sociales et l'environnement d'un individu déterminent son comportement et son destin.
"Frankenstein, Mary Shelley",Œuvre,Le Paradis perdu,"Poème épique de John Milton traitant de la chute de l'homme et de la révolte de Satan contre Dieu, livre clé que la créature lit pour comprendre sa propre condition."
"Crime et Châtiment, Dostoïevski",Œuvre,Crime et Châtiment,"Roman de Fiodor Dostoïevski publié en 1866, pilier de la littérature russe explorant les thèmes de la culpabilité, de la morale et de la rédemption."
"Crime et Châtiment, Dostoïevski",Mouvement,Cercle de Petrachevski,"Groupe de discussion intellectuelle russe d'inspiration socialiste auquel appartenait Dostoïevski, ce qui lui valut une condamnation à mort."
"Crime et Châtiment, Dostoïevski",Lieu,Bagne d'Omsk,"Lieu de détention en Sibérie où Dostoïevski passa quatre ans de travaux forcés, expérience qui forgea sa vision de la souffrance humaine."
"Crime et Châtiment, Dostoïevski",Concept,Psychologie judiciaire,Méthode du juge Porfiri consistant à analyser l'état mental du suspect plutôt que de chercher des preuves physiques.
"Crime et Châtiment, Dostoïevski",Autre,Résurrection de Lazare,"Épisode de l'Évangile selon Jean où Jésus ramène Lazare à la vie, symbole central du renouveau spirituel de Raskolnikov dans le roman."
"Le Procès, Kafka",Lieu,Empire austro-hongrois,Entité politique multiculturelle d'Europe centrale dirigée par les Habsbourg de 1867 jusqu'à sa dissolution en 1918 après la Première Guerre mondiale.
"Le Procès, Kafka",Œuvre,Parabole de la Loi,"Épisode clé situé à la fin du Procès, raconté par un prêtre à Josef K., illustrant l'impénétrabilité de la Loi et l'impuissance humaine."
"Don Quichotte, Cervantès",Personnage,James Joyce,"Écrivain irlandais majeur du XXe siècle, auteur d'Ulysse, dont la structure narrative complexe et l'exploration de la psychologie humaine sont les héritières directes des innovations structurelles instaurées par Cervantès."
"Les Raisins de la colère, Steinbeck",Lieu,Hoovervilles,"Nom donné aux bidonvilles construits par les sans-abris aux États-Unis durant la Grande Dépression, en référence ironique au président Herbert Hoover, jugé responsable de la crise."
"To Kill a Mockingbird, Harper Lee",Concept,sauveur blanc,"Trope narratif où un personnage blanc vient au secours d'individus non blancs dans une situation désespérée, souvent utilisé pour critiquer le point de vue centré sur les Blancs dans les récits de lutte raciale."
"To Kill a Mockingbird, Harper Lee",Œuvre,Va et poste une sentinelle,"Second roman de Harper Lee publié en 2015. Écrit avant 'To Kill a Mockingbird', il présente une version plus âgée et plus ambiguë d'Atticus Finch."
"To Kill a Mockingbird, Harper Lee",Personnage,Gregory Peck,Acteur américain qui a remporté l'Oscar du meilleur acteur en 1963 pour son interprétation emblématique d'Atticus Finch au cinéma.
"Le Grand Gatsby, Fitzgerald",Concept,Dieu absent,"Thème récurrent dans le roman lié au panneau publicitaire de T.J. Eckleburg, suggérant un monde moderne où la spiritualité a été remplacée par le commerce et où la morale ne subsiste que sous forme de simulacres."
"Le Seigneur des Anneaux, Tolkien",Mouvement,High Fantasy,"Sous-genre de la fantasy se déroulant dans un monde totalement imaginaire, impliquant des enjeux épiques de lutte entre le bien et le mal et une forte cohérence mythologique."
"Le Seigneur des Anneaux, Tolkien",Autre,vieil anglais,"Également appelé anglo-saxon, il s'agit de la forme ancienne de la langue anglaise parlée entre le Ve et le XIe siècle, dont Tolkien était un expert mondial."
"Le Seigneur des Anneaux, Tolkien",Concept,Maia,"Dans la mythologie de Tolkien, esprits divins de rang inférieur aux Valar (les dieux). Sauron et Gandalf sont des Maiar."
"Le Seigneur des Anneaux, Tolkien",Lieu,Gondor,"Le principal royaume des Hommes au sud de la Terre du Milieu, bastion de la résistance contre Sauron."
"Le Seigneur des Anneaux, Tolkien",Institution,Inklings,"Cercle littéraire informel réuni à Oxford autour de Tolkien et C.S. Lewis, où les membres lisaient leurs œuvres en cours de rédaction."
"Fahrenheit 451, Bradbury",Œuvre,1984,Roman de George Orwell (1949) décrivant une dictature totalitaire basée sur la surveillance et la répression directe de la pensée par l'État.
"Fahrenheit 451, Bradbury",Concept,consommation de masse,Modèle économique et social apparu au XXe siècle caractérisé par une standardisation des produits et une stimulation permanente du désir d'achat chez les citoyens.
"Cent ans de solitude, García Márquez",Œuvre,Cent ans de solitude,"Roman de Gabriel García Márquez publié en 1967, considéré comme l'un des sommets de la littérature mondiale du XXe siècle."
"Cent ans de solitude, García Márquez",Autre,Sanskrit,Langue classique de l'Inde ancienne utilisée par Melquíades dans le roman pour coder les prophéties sur la famille Buendía.
"Cent ans de solitude, García Márquez",Personnage,Mario Vargas Llosa,"Écrivain péruvien, figure majeure du Boom de la littérature latino-américaine et ami (puis rival) de García Márquez."
"La Métamorphose, Kafka",Œuvre,La Métamorphose,Nouvelle majeure de la littérature mondiale (1915) relatant la transformation soudaine de Gregor Samsa en insecte.
"La Métamorphose, Kafka",Personnage,Max Brod,"Ami proche et exécuteur testamentaire de Kafka qui, contrairement à ses vœux, publia ses manuscrits à titre posthume."
"La Métamorphose, Kafka",Concept,kafkaïenne,"Adjectif désignant une situation absurde, oppressante et illogique, typique de l'univers bureaucratique et angoissant décrit par l'auteur."
"La Métamorphose, Kafka",Autre,pensionnaires,Individus qui louent une chambre et prennent leurs repas dans une maison privée ; leur présence chez les Samsa accélère l'exclusion de Gregor.
"Moby Dick, Melville",Mouvement,Littérature américaine,"Ensemble des œuvres littéraires produites aux États-Unis, marquée au XIXe siècle par l'émergence d'une voix nationale distincte de l'Europe."
"Moby Dick, Melville",Lieu,Marquises,"Archipel de Polynésie française où Melville séjourna en 1842 après avoir déserté son baleinier, expérience qui inspira ses premiers romans."
"Moby Dick, Melville",Œuvre,Typee,"Premier roman de Melville (1846), récit semi-autobiographique de ses aventures parmi une tribu cannibale, qui fut son plus grand succès de son vivant."
"Moby Dick, Melville",Concept,Canon littéraire,"Ensemble des œuvres considérées comme fondamentales, exemplaires et dignes d'être enseignées dans une culture donnée."
"Moby Dick, Melville",Lieu,New Bedford,Ville côtière du Massachusetts qui fut la capitale mondiale de l'industrie baleinière au milieu du XIXe siècle.
"Moby Dick, Melville",Personnage,Queequeg,"Harponneur polynésien tatoué du Pequod, ami fidèle d'Ismaël, représentant la noblesse sauvage et la sagesse pré-chrétienne."
"Moby Dick, Melville",Personnage,Starbuck,"Premier lieutenant du Pequod, quaker pragmatique et courageux qui s'oppose à la folie vengeresse d'Achab au nom du bon sens."
"Moby Dick, Melville",Personnage,Stubb,"Second lieutenant du Pequod, caractérisé par son flegme jovial et sa pipe, affrontant les dangers de la mer avec indifférence."
"Moby Dick, Melville",Personnage,Flask,"Troisième lieutenant du Pequod, surnommé 'King-Post', voyant dans la baleine une simple proie à abattre sans aucun sentiment."
"Moby Dick, Melville",Autre,Cétologie,"Branche de la zoologie qui étudie les cétacés (baleines, cachalots, dauphins)."
"Moby Dick, Melville",Autre,Cachalot,"Grand mammifère marin à dents, chassé au XIXe siècle pour son huile et le spermaceti logé dans sa tête."
"Moby Dick, Melville",Autre,Blanc de baleine,"Ou spermaceti, substance cireuse logée dans la tête du cachalot, utilisée pour fabriquer des bougies de haute qualité."
"Moby Dick, Melville",Concept,Léviathan,"Monstre marin de la mythologie biblique, souvent utilisé pour désigner une créature ou une structure d'une puissance colossale et terrifiante."
"Moby Dick, Melville",Concept,Malignité,"Propension à faire le mal, méchanceté délibérée. Dans le roman, Achab projette cette intention sur l'animal."
"Le Petit Prince, Saint-Exupéry",Lieu,New York,"Ville d'exil de Saint-Exupéry entre 1940 et 1943, où il écrivit Le Petit Prince."
"Le Petit Prince, Saint-Exupéry",Lieu,Long Island,Île proche de New York où Saint-Exupéry résidait durant la rédaction du conte.
"Le Petit Prince, Saint-Exupéry",Institution,Reynal & Hitchcock,Maison d'édition américaine qui publia la toute première édition du Petit Prince en 1943.
"Le Petit Prince, Saint-Exupéry",Autre,Lockheed P-38 Lightning,Modèle d'avion de reconnaissance bimoteur piloté par Saint-Exupéry lors de sa dernière mission.
"Le Petit Prince, Saint-Exupéry",Autre,baobabs,"Arbres géants qui, dans le conte, symbolisent les dangers ou les mauvaises pensées qu'il faut extirper dès leur apparition."
"Le Petit Prince, Saint-Exupéry",Lieu,Bésixdouze,Nom donné à un astéroïde réel en hommage à l'astéroïde B-612 du Petit Prince.
"Le Petit Prince, Saint-Exupéry",Institution,Aéropostale,Compagnie aérienne française de transport de courrier où travailla Saint-Exupéry.
"L'Alchimiste, Paulo Coelho",Œuvre,L'Alchimiste,"Roman de Paulo Coelho publié en 1988, racontant la quête initiatique d'un berger nommé Santiago."
"L'Alchimiste, Paulo Coelho",Personnage,Raul Seixas,Célèbre rockeur brésilien des années 1970 avec qui Paulo Coelho a collaboré en tant que parolier.
"L'Alchimiste, Paulo Coelho",Lieu,Saint-Jacques-de-Compostelle,"Célèbre pèlerinage catholique que Coelho a parcouru, inspirant son renouveau spirituel et son écriture."
"L'Alchimiste, Paulo Coelho",Institution,Rocco,Importante maison d'édition brésilienne qui a repris la publication de L'Alchimiste et en a fait un succès.
"L'Alchimiste, Paulo Coelho",Concept,culture mainstream,Courant culturel dominant qui s'adresse au plus grand nombre et bénéficie d'une diffusion massive.
"L'Alchimiste, Paulo Coelho",Lieu,Tanger,Ville portuaire du Maroc où Santiago débarque au début de son périple africain.
"L'Alchimiste, Paulo Coelho",Lieu,Sahara,"Le plus vaste désert chaud du monde, que Santiago doit traverser pour rejoindre l'Égypte."
"L'Alchimiste, Paulo Coelho",Concept,Maktub,"Expression arabe signifiant 'c'était écrit', soulignant la conviction que certains événements sont prédestinés."
"L'Alchimiste, Paulo Coelho",Mouvement,développement personnel,Courant de pensée et de littérature visant à l'amélioration de la qualité de vie et à la réalisation de son potentiel.
"La Poétique, Aristote",Personnage,Abū Bis̲hr Mattā,Philosophe chrétien traducteur du Xe siècle qui a permis la transmission de la Poétique dans le monde arabe.
"La Poétique, Aristote",Personnage,Averroès,Philosophe et théologien andalou du XIIe siècle dont les commentaires sur Aristote ont fortement influencé l'Europe médiévale.
"La Poétique, Aristote",Lieu,théâtre d’Épidaure,"L'un des théâtres les mieux conservés de la Grèce antique, réputé pour son acoustique exceptionnelle."
"Le Père Goriot, Balzac",Concept,Monde,"Terme balzacien désignant la haute société, l'élite parisienne (aristocratie et grande bourgeoisie) avec ses codes impitoyables, ses salons et son souci permanent des apparences."
"Le Maître et Marguerite, Boulgakov",Institution,NKVD,"Police politique de l'URSS sous Staline, ancêtre du KGB, responsable de la répression et de la surveillance des citoyens."
"Le Maître et Marguerite, Boulgakov",Mouvement,Samizdat,"Système de diffusion clandestine d'écrits interdits par le pouvoir soviétique, reproduits à la main ou à la machine à écrire."
"Le Maître et Marguerite, Boulgakov",Mouvement,Réalisme socialiste,Doctrine artistique officielle de l'URSS exigeant que l'art soit au service du parti et représente la réalité sous un jour héroïque et pro-communiste.
