# History
14,Understanding the modern world,Economy & society,The crisis of the Welfare State,Which 1942 British document inspired the creation of the modern post-war Providence State?,The Beveridge Report,The Marshall Plan,The Atlantic Charter,The French CNR program,"The 1942 Beveridge Report theorized the universality of social protection against the 'five giant Giants' (poverty, disease, etc.) in Great Britain.",Which active worker/retiree ratio is weakening the funding of pensions in France today?,Fewer than 2 active workers for 1 retiree,Fewer than 1 active worker for 1 retiree,About 3 active workers for 1 retiree,About 1.5 active workers for 1 retiree,The shift from 4 active workers for 1 retiree in the 1960s to fewer than 2 today mechanically reduces the resources for funding pay-as-you-go pensions.,What legal retirement age does the contested 2023 French reform establish?,64 years old,65 years old,67 years old,63 years old,The 2023 reform raised the legal retirement age from 62 to 64 in an attempt to restore the system's financial balance.,What is the main difference between the universal model and the targeted model?,The universal model benefits all citizens; the targeted one is reserved for precarious audiences,The universal model is private; the targeted one is public,The universal model is mandatory; the targeted one is optional,The universal model only covers health; the targeted one covers all risks,"Universality aims to cover the entire population regardless of resources, whereas targeting restricts aid to the most modest in order to limit costs.",Why is globalization perceived as a challenge for the Welfare State?,It creates competition on social costs and downward pressure on taxes,It technically prevents the State from paying out direct aid,It limits access to imported medicines for healthcare systems,It prohibits by treaty the maintenance of a public pension system,"The mobility of capital and companies can encourage States to lower taxes and contributions to remain attractive, thereby reducing the funds available for solidarity."
15,Understanding the modern world,Economy & society,North-South inequalities,What proportion of global income do the richest 10% capture according to current data?,More than 52% of global income,More than 70%,About 30%,About 40%,"The course specifies that the richest 10% capture 52% of global income, illustrating an extreme concentration unlike the poorest 50% who only capture 8%.",What is the “elephant curve” of the economist Branko Milanović?,A graph showing that the winners of globalization are the Asian middle classes and the super-rich,A graph showing that global inequalities follow a biological cycle,A metaphor for the administrative slowness of development,A model showing that growth initially only benefits Northern elites,"This graph shows that globalization shared as favored the emergence of middle classes in Asia and the enrichment of the top 1%, while Western middle classes stagnated.",What primary factor allowed absolute poverty to drop from 36% in 1990 to less than 10% in 2019?,The economic growth of China and India,The massive increase in international charitable donations,The widespread reduction of sovereign debt,The standardization of global healthcare systems,The economic emergence of demographic giants like China and India has mechanically lifted hundreds of millions of people out of extreme poverty.,Why do unequal terms of trade penalize Southern countries?,Because the prices of exported raw materials fluctuate against the rising prices of imported products,Because countries of the South refuse to import modern technologies,Because trade is prohibited between countries of the same continent,Because countries of the North alone set the production volumes for coffee and cocoa,"Poor countries sell raw materials at unstable prices and buy increasingly expensive manufactured goods, creating a permanent trade imbalance.",Which indicator highlights the persistent biological fragility between the North and the South?,"Life expectancy, which can vary by more than 25 years between Japan and the Central African Republic",The number of mobile phones per inhabitant,Internet access in rural areas,The usage rate of renewable energies,The massive gap in life expectancy (83 years in Japan versus 55 years in the Central African Republic) reflects the inequality of access to vital health infrastructure.
16,Understanding the modern world,Economy & society,Global debt,Which symbolic indicator has the total Global debt crossed in relation to the wealth produced?,It represents more than 300% of global GDP,It represents about 50% of global GDP,It has increased tenfold in just two years,It has exceeded the total value of global gold reserves,The course specifies in the introduction and conclusion that the overall Global debt now amounts to more than three times the annual production of global wealth (300% of GDP).,Why does Japan's record debt level (260% of GDP) not cause a crisis?,Its debt is mostly held by domestic creditors,The Japanese state has no military spending,Japan uses gold to guarantee its entire currency,The country signed a secret agreement with the US Federal Reserve,"The course explains that 90% of Japanese debt is held by the Japanese themselves, which prevents massive capital flight and dependence on foreign markets.",What is the main threat identified by Modern Monetary Theory (MMT) regarding money creation?,Inflation,The state's technical bankruptcy,The decline in GDP,The disappearance of private savings,"According to the MMT, a sovereign state cannot go bankrupt in its own currency, but excess monetary creation through debt can cause an uncontrolled rise in prices (inflation).",What is the specific fragility of developing countries regarding debt?,They often borrow in foreign currencies (dollars),They always pack back their debt too quickly,They cannot borrow from the IMF,They have interest rates set by the UN,"By borrowing in dollars, these countries expose themselves to exchange rate risk: if their currency drops, the cost of repayment increases without them being able to do anything about it.","According to Keynesian Theory, what is the ideal moment to go into debt?",In a recession Period to provide a stimulus to activity,In a period of strong growth to accelerate inflation,Only to finance wars,"Never, the State must always have a balanced budget","Keynes advocates using debt as an economic stabilizer: borrow when the economy is doing poorly to support demand, then repay when it is doing well."
17,Understanding the modern world,Economy & society,"The platform economy [Uber, Airbnb...]",What is the distinctive characteristic of the business model of platforms like Uber and Airbnb?,They create value without owning the physical assets necessary for the service,They function without any decision-making algorithms,They employ all their service providers under a classic employment contract,They refuse to use the personal data of their users,"Unlike traditional companies, these platforms are intermediaries that own neither the cars (Uber) nor the rooms (Airbnb), delegating asset maintenance to the service providers.",Why is the status of independent worker central to the business model of platforms?,It allows for the outsourcing of economic risk and the avoidance of social security contributions,It guarantees workers social protection identical to that of employees,It forces platforms to pay a guaranteed minimum wage and holidays,It prohibits platforms from imposing rates or schedules,"By classifying workers as independent, the platforms do not pay employer contributions, transforming their fixed costs into variable costs proportional to activity.",What is the major impact of Airbnb on large tourist metropolises?,Upward pressure on rents and a reduction in permanent housing,A widespread decline in the land value of city centers,A total disappearance of the traditional hotel industry,A decrease in tourist taxes collected by municipalities,"The higher profitability of seasonal rentals encourages owners to withdraw their properties from the traditional rental market, creating a scarcity that drives up prices for residents.",How does the network effect favor the emergence of monopolies?,The value of the service for each user grows with the total number of users,It technically prevents competitors from creating similar applications,It reduces the quality of service as the platform grows,It forces the state to subsidize the dominant platform,"The network effect makes the service more efficient (less waiting time, more choice) as it dominates the market, creating an insurmountable barrier to entry for small competitors.",On what criteria do courts rely to reclassify delivery drivers as employees?,The existence of a legal and technological subordination link,The simple fact that the delivery driver uses a bicycle,The total amount of remuneration paid by the platform,The absence of a specific diploma to carry out the activity,"Judges consider that if the platform controls rates, monitors trips, and can sanction the worker, they are not an independent partner but a subordinate."
18,Understanding the modern world,Economy & society,"The role of data (the ""oil of the 21st century"")","How is the metaphor ""data is the oil of the 21st century"" scientifically and economically misleading?","Unlike oil, data is inexhaustible, infinitely duplicable, and gains value through use","Unlike oil, data costs nothing to store or transport",Oil is an intangible resource while data is physical,Data is only used for advertising while oil is used for industry,"Oil is a resource whose stock diminishes with use, whereas data is non-rival: its use by one company does not prevent its use by another, and it does not wear out.",What economic mechanism favors the appearance of monopolies in the data sector?,Increasing returns linked to the constant improvement of services through the mass of data,Massive state subsidies to national companies,The total absence of regulation in Western countries,The very high manufacturing cost of physical data centers,"The more data a platform possesses, the better its algorithms perform, which attracts more users and locks the market, creating a cumulative competitive advantage.",What is the maximum penalty provided by the GDPR for a serious breach by a company?,Up to 4% of the company's annual global turnover,The immediate suspension of services on European territory,A fixed fine of 1 billion euros for each committed infraction,The forced dismantling of the company's European subsidiary,"The GDPR is particularly deterrent because its fines are proportional to global turnover, which massively impacts even the largest multinationals.","What is ""surveillance capitalism"" according to Shoshana Zuboff?",An economic model using human experience as a raw material to predict behaviors,The use of cameras in stores to prevent merchandise theft,The illegal sale of credit card databases on the dark web,The control exerted by states over social networks during political crises,This Concept describes how companies transform our private and free actions into predictive data resold on markets for future behaviors.,Why does artificial intelligence strengthen the dominance of technology Giants?,It requires massive volumes of data that only these actors already possess,It allows for the replacement of all human engineers by robots,It is protected by patents that no one Other can use,"It operates without electricity, reducing production costs","AI, and particularly machine learning, depends on the quantity of training data. By controlling access to data, the Giants control the performance of future AIs."
19,Understanding the modern world,Economy & society,The global digital divide,How many people still do not have access to the Internet in the world in 2024?,"Approximately 2.7 billion people, mostly in Africa and South Asia","Approximately 500 million, mostly in rural areas of wealthy countries","Approximately 5 billion, or the vast majority of the world's population","Approximately 1 billion, a figure that has stabilized for ten years","According to course data, approximately one-third of humanity (2.7 billion out of 8 billion) remains disconnected, particularly in sub-Saharan Africa (37% access).",Which project by Elon Musk offers an alternative to land cables for Internet access?,Starlink,Hyperloop,Neuralink,TeslaWifi,Starlink is a constellation of satellites in low orbit capable of providing high speed in white zones where terrestrial infrastructures are absent.,What is the technological 'leapfrogging' mentioned in the course?,Adopting an advanced technology (mobile) without going through the previous stage (fixed lines),Using artificial intelligence to automate agricultural tasks in Africa,Deploying fiber optics only in major capitals,Abandoning digital technologies in favor of analog solutions,Kenya illustrates this Concept by having generalized mobile payment via SMS without ever having had a dense banking or fixed telephone network.,What is one of the main 'intangible' obstacles to Internet use?,The dominance of English which represents 70% of web content,Religious bans on accessing social networks,The lack of satellites over the southern hemisphere,The excessive speed of new processors,"In addition to costs, the language barrier constitutes a major brake for non-English speaking populations who do not find suitable content.",Why does artificial intelligence risk widening the digital divide?,Because it requires computing power and data concentrated in rich countries,Because it will eliminate all jobs in developing countries,Because algorithms systematically refuse connections coming from Africa,Because artificial intelligence works only on fiber optic networks,"Artificial intelligence requires immense resources (computing, data) that disconnected countries do not possess, creating a risk of dependency and loss of sovereignty."
20,Understanding the modern world,Economy & society,Disinformation and fake news,"What fundamental distinction exists between ""disinformation"" and ""misinformation""?","Disinformation is deliberate, with the intention to deceive",Disinformation concerns only visual content,Disinformation only comes from politics actors,Disinformation is always shorter than reality,"The distinction lies in intent: disinformation is a voluntary manipulation, while misinformation is the dissemination of an error without the intent to cause harm.","Which Russian ""troll farm"" influenced the 2016 US elections according to official investigations?",The Internet Research Agency (IRA),The Wagner Group,Roskomnadzor,The TASS agency,"The Internet Research Agency, based in Saint Petersburg, was identified as the primary instrument of Russian digital interference in 2016.","In the context of disinformation, what is a «filter bubble»?",A cognitive isolation created by recommendation algorithms,Virus protection software,A Censorship Technique applied by States,A private space reserved for paid subscribers,"filter bubbles limit the information received to what confirms our current beliefs, preventing exposure to opposing viewpoints.",What risk does the emergence of Deepfakes pose to digital society?,They make the distinction between real and imaginary extremely difficult,They slow down the global Internet connection,They automatically delete verified accounts,They replace journalists with robots,"The power of AI allows for the creation of visual and audio evidence undetectable to the naked eye, threatening the credibility of all information.",Which MIT study (2018) demonstrated the asymmetry between true and false information on social networks?,False information spreads 6 times faster than true information,fake news are written 2 times faster,False information costs 10 times more to produce,Social networks are responsible for 90% of inflation,The study proved that the virality of false news on Twitter far exceeds that of real news because of its novelty and emotional weight.
21,Understanding the modern world,Environment & the future,The ozone layer hole (and its recovery),Which family of industrial molecules was primarily responsible for destroying the ozone layer?,"chlorofluorocarbons, or CFCs",Carbon dioxide,Methane,Oxides of nitrogen,"CFCs release chlorine into the Stratosphere, which breaks down ozone (O₃) molecules during a chemical reaction triggered by UV rays.","In which year and by whom was the ""hole"" in the ozone layer physically discovered?",In 1985 by the British Antarctic Survey,In 1974 by Molina and Rowland,In 1987 by the UN,In 1995 by the NASA,"Although the Theory was formulated in 1974, it was the British expedition in 1985 that confirmed through observation the existence of a hole over Antarctica.",What is the diplomatic particularity of the Montreal Protocol?,It is the first treaty to have achieved universal ratification,It is the first treaty in History to ban CO2,It was signed only by industrialized countries,It was rejected by chemical companies,"With 197 signatory countries, the Montreal Protocol is the only environmental treaty ratified by all UN member states.",Why is the success against CFCs difficult to replicate for the climate?,CO2 is linked to almost all human economic activity,There are no technological alternatives to carbon,Scientists do not agree on the origin of CO2,CO2 does not destroy the ozone layer,"Unlike CFCs, which were specific industrial products, CO2 is the engine of our energy, making its reduction much more structurally complex.","According to scientific estimates, when will the ozone layer be restored?",Around 2065-2070,By 2030,It will never recover,Around 2150,"Due to the persistence of harmful molecules already present in the air, the total healing process takes several decades after emissions cease."
22,Understanding the modern world,Environment & the future,The biodiversity crisis,By how much have wild vertebrate populations declined on average between 1970 and 2018 according to the WWF?,69%,35%,50%,94%,The 2022 Living Planet Report indicates an average decline of 69% for all monitored global vertebrate populations.,Which of these factors is considered the primary driver of biodiversity loss?,Changes in land and sea use,Climate change,Invasive alien species,Plastic pollution,"Habitat destruction and fragmentation (land use change) is the primary cause of decline, ahead of climate and pollution.",Which region of the World suffered the most dramatic decline in its wild populations (94%)?,Latin America and the Caribbean,Western Europe,Southeast Asia,Sub-Saharan Africa,Tropical regions of Latin America have lost an average of 94% of their vertebrate population abundance since 1970.,What is an 'ecological tipping point'?,A critical threshold beyond which an ecosystem changes state irreversibly,The moment a species becomes officially protected,The meeting point between two oceans of different salinity,The perfect balance between human consumption and natural regeneration,A tipping point refers to a sudden systemic rupture where returning to the initial state becomes impossible (such as the desertification of the Amazon).,"According to the IPBES in 2019, how many species are threatened with extinction today?",About 1 million,"Nearly 100,000",More than 100 million,"About 500,000",The IPBES global assessment report warned that one million animal and plant species are at risk of imminent extinction.
23,Understanding the modern world,Environment & the future,The circular economy,What is the fundamental difference between the linear economic model and the circular model?,The linear follow the take-make-dispose cycle while the circular keeps resources in a loop.,The linear model prohibits the recycling of metals.,The circular model is based solely on services being free of charge.,The linear model depends only on renewable energy.,"The linear model is a unidirectional flow that systematically ends in waste, whereas the circular model seeks to reinject materials and Object into the economic circuit.",Why is repair considered more effective than recycling in the circular hierarchy?,Because it preserves the energy and added value already invested in the finished Object.,Because recycling is prohibited by European regulations.,Because repairing an Object consumes absolutely no resources.,Because recycled Object are always of lower quality.,"Recycling requires crushing and melting down the material, which consumes a lot of energy. Repair maintains the Object in its useful form, thus preserving all the initial manufacturing work.",What is eco-design within the framework of The circular economy?,Anticipating the end-of-life and the impact of a product right from its design phase.,Adding green labels to polluting products.,Manufacturing products solely from wood and cotton.,Limiting advertising for electronic products.,"Eco-design intervenes upstream to ensure that the product will be durable, easily dismantled, and composed of recyclable materials.",What major obstacle slows down the widespread recycling of raw materials?,The cost of extracting virgin materials is often lower than that of sorting and recycling.,It is physically impossible to recycle metals like aluminum.,Recycling consumes more raw material than it produces.,Consumers are opposed to the principle of selective sorting.,"The linear model remains economically dominant because raw material prices often do not integrate the environmental cost of their extraction, making recycling less competitive.","What is the main function of the ""right to repair"" promoted by the EU?",Compelling manufacturers to provide spare parts and manuals to extend the life of goods.,Allowing customers to get a refund for any product after 5 years.,Banning the sale of new products as soon as a second-hand market exists.,Making repairs free for all citizens without any conditions.,"The right to repair fights against Planned obsolescence by guaranteeing access to necessary resources (parts, blueprints) to repair devices rather than throwing them away."
24,Understanding the modern world,Environment & the future,Why are bees vital?,Which class of pesticides is particularly harmful to bees and was banned in open fields by the EU in 2018?,Neonicotinoids,Organophosphates,Synthetic pyrethrins,Triazole fungicides,"Neonicotinoids are systemic pesticides that contaminate the entire plant, disorienting bees and weakening their immune system, which led to their restriction.","What annual loss rate of bee colonies do beekeepers often report, compared to a natural rate of 10%?",30 to 50% per year,5 to 10% per year,70 to 90% per year,15 to 20% per year,"The course mentions that winter losses reach 30 to 50% in certain regions, which is three to five times the natural mortality rate.","Beyond the honeybee, approximately how many species of wild bees are there in the World?","20,000 species",500 species,"5,000 species","100,000 species","There are approximately 20,000 species of wild bees (bumblebees, mason bees, etc.), many of which are solitary and play a crucial role because the honeybee cannot pollinate everything alone.",Which mite parasite is one of the major biological causes of hive weakening?,Varroa destructor,The Asian hornet,American foulbrood,The small hive beetle,The Varroa destructor is a mite that parasites bees by sucking their hemolymph and spreading viruses within the colony.,What percentage of global food crops depends in part on the action of pollinators?,75%,25%,50%,95%,"According to the course, about 75% of global crops rely on animal **pollination** to ensure efficient and varied production."
25,Understanding the modern world,Environment & the future,Rising sea levels,What are the two main physical causes of sea level rise?,**Thermal expansion** of the oceans and the melting of continental ice (glaciers and **Ice sheets**),Increased global precipitation and the melting of the Arctic sea ice,Air warming and the modification of deep ocean currents,The melting of floating sea ice and the accumulation of sediment at the bottom of the oceans,The rise results from the expansion of the volume of water (**expansion**) and the contribution of fresh water coming only from ice located on land (**Ice sheets** and glaciers).,What is the current rate of mean sea level rise?,About 3.6 mm per year,About 1.4 mm per year,More than 1 cm per year,Less than 0.5 mm per year,"The pace has accelerated, from an average of 1.4 mm/year in the 20th century to 3.6 mm/year currently according to satellite measurements.",Why does the melting of sea ice not raise the water level?,Because it is already floating and displaces a volume of water equivalent to its weight (Archimedes' principle),Because seawater is too salty for the melting to have an impact,Because sea ice reforms instantly during the polar winter,Because the volume of sea ice is negligible compared to the oceans,Floating ice has already displaced its volume of water; only terrestrial ice (which is added to the basin) makes the level rise when it melts.,Which country is planning to officially move its capital because of submersion and land subsidence?,Indonesia (from Jakarta to Nusantara),Bangladesh (from Dhaka to the northern plateaus),The Maldives (from Malé to artificial islands),The Netherlands (from Amsterdam to Germany),"Faced with the sinking of the city and sea level rise, Indonesia is building its new capital, Nusantara, on the island of Borneo.",Which phenomenon increases the danger of sea level rise during storms?,Storm surges,The albedo effect,Subsidence,Thermal Inertia,Storm surges are temporary and sudden rises in sea level caused by low atmospheric pressure and winds during storms.
26,Understanding the modern world,Environment & the future,AI and employment,"Who were the Luddites, and why is their Movement cited in the debate on AI?",English weavers from the 19th century who destroyed textile machines,German philosophers who theorized the end of work in the 18th century,French artisans fighting against the industrial manufacture of clogs,A British automotive union opposed to robotization in 1970,The Luddites (1811-1816) are the historical symbol of worker resistance against mechanization that threatened their wages and skills.,How does the impact of Generative AI differ from historical automations?,It automates cognitive and creative tasks once reserved for humans,It only concerns physical and repetitive jobs in industry,It requires no energy resources to operate,It is the first technology to create only precarious jobs,"Unlike industrial robots, Generative AI can write, code, and create, directly impacting intellectual professions (white-collar workers).",Which Event of 2023 illustrates the tension between AI and creative professions?,The simultaneous strike of Hollywood writers and actors,The takeover of Twitter by Elon Musk to turn it into an AI,The massive closure of advertising agencies in Paris,The global boycott of tablet drawing software,"In 2023, American writers and actors went on strike notably to obtain guarantees against the replacement of their work by Generative AI.",Which trend does the World Economic Forum highlight for the future of work?,The displacement of millions of jobs offset by the creation of new roles,The total disappearance of human work in favor of machines by 2030,A massive return to manual agricultural trades without technology,Absolute stability of the labor market without any job creation,"The Forum anticipates a major transition (85M jobs displaced versus 97M created), highlighting the importance of professional retraining.",Which economic solution is often proposed to counter the risk of technological unemployment?,Universal basic income,The total ban of computers in companies,The reduction of working time to 10 hours per week,The return to the Gold standard to limit investments in AI,Universal basic income is proposed as a safety net to decouple income from automated human productivity.
27,Understanding the modern world,Environment & the future,Populism: why is it rising everywhere?,"According to the political scientist's definition, what is the central characteristic of populist discourse?","The ""pure people"" opposed to a ""corrupt elite""",The systematic refusal of any nuance in politics,The intensive use of social media,Broad promises of simple solutions to all problems,Populism is defined by this binary vision of society separating so-called 'authentic' citizens from an elite accused of corruption or betrayal.,"According to Jan-Werner Müller, what makes populism fundamentally ""anti-pluralist""?","The populist claims to be the only legitimate representative of the ""true people""",The populist refuses democratic debate organized by institutions,The populist rejects any political compromise on principle,The populist openly despises all representative institutions,"By claiming to be the sole spokesperson for the people, the populist de facto denies the legitimacy of any opposition, a principle that is nevertheless central to democratic pluralism.",What does Milanović's “elephant curve” show regarding Western economic anxiety?,Western middle classes have seen their incomes stagnate while emerging countries and the wealthiest progressed,Emerging countries have caught up with the West in terms of overall GDP,Globalization has impoverished 99% of the population in developed countries,Growth only benefits the richest 10% on the planet,"This curve illustrates that the relative big losers of globalization are the working and middle classes of Western democracies, which creates fertile ground for populism.","What common theme is found among right-wing populists such as Trump, Orbán, or Le Pen?","Anti-immigration, cultural nationalism, and hostility toward perceived elites","A military past, as all are former career officers",A desire to systematically exit all international organizations,The exclusive use of paper newspapers for their communication,"These leaders share a rhetoric focused on protecting national identity against external influences (migration, globalization) and the rejection of elite structures.",How can populism weaken the rule of law once in power?,By eroding checks and balances such as an independent judiciary and a free press,By increasing the number of referendums on all societal issues,By completely abolishing the voting rights of opponents,By nationalizing the country's entire economy,"Populism in power tends to weaken the institutions that limit the executive branch, as it views them as illegitimate obstacles to the will of the people as defined by the leader."
28,Understanding the modern world,Environment & the future,Mental health as a societal issue,What percentage of the global burden of disease do mental disorders represent according to the WHO?,About 20% of global morbidity,About 5% of global morbidity,About 30% of global morbidity,About 10% of global morbidity,"According to the WHO, mental disorders represent one-fifth (20%) of the global burden of disease, although they are largely underfunded.",What factor does Jean Twenge identify as the trigger for the mental health crisis among young people in 2012?,The widespread adoption of smartphones and social media,The European economic euro crisis,The tightening of international school systems,The increase in urban air pollution,The course specifies that 2012 marks the tipping point where the massive adoption of smartphones transformed teenage sociability towards the digital realm.,What is the estimated economic consequence of burnout for American companies?,An annual cost of $300 billion,An annual cost of $50 billion,An annual cost of $1 trillion,An annual cost of $100 billion,"Burnout impacts the economy through absenteeism and reduced productivity, representing a massive cost of $300 billion per year in the USA.",Which institutional body officially recognized burnout as a work-related phenomenon in 2019?,The World Health Organization (WHO),The International Labour Organization (ILO),The United Nations (UN),The European Court of Human Rights,"The WHO included burnout in its international classification in 2019, allowing for better recognition of suffering at work.",What is the term for the mechanism where an individual feels diminished when faced with filtered images on social media?,Upward social comparison,Dopaminergic reinforcement,Systemic eco-anxiety,Digital depersonalization,"Upward social comparison refers to comparing oneself to models perceived as superior, which harms self-esteem among young people."
29,Understanding the modern world,Environment & the future,The EU: how does it really work?,Which internal EU Institution holds the monopoly on legislative initiative?,The European Commission,The European Parliament,The European Council,The Court of Justice of the EU,"According to the treaties, only the Commission can formally propose a piece of Law, although the Parliament or the Council may invite it to do so.","What is the main difference between a European ""regulation"" and a ""directive""?","The regulation applies directly, whereas the directive must be transposed by each State","The regulation is optional, the directive is mandatory","The regulation only concerns the economy, the directive concerns social issues",The directive applies faster than the regulation,The regulation is of immediate and uniform application. The directive sets an objective but leaves member States the freedom regarding the legal method to achieve it.,"What does the principle of ""subsidiarity"" stipulate in European Union law?",The EU only acts if its action is more effective than that carried out at the national level,The EU is superior to States in all sovereign domains,States must fully fund European projects,Only the European Parliament can cancel a national law,"Subsidiarity ensures that decisions are taken as close as possible to the citizens, with the EU only intervening for matters requiring a continental scale.",Approximately how many civil servants does the EU employ to administer its 450 million citizens?,"About 60,000 civil servants","More than 500,000 civil servants",About 1 million civil servants,"Fewer than 5,000 civil servants","Despite the image of a bloated bureaucracy, the European administration is proportionally one of the smallest in the world per inhabitant.","Which body sets the major political priorities without, however, voting on laws?",The European Council,The European Commission,The Council of the EU,The European Central Bank,"The European Council, which brings together Heads of State or Government, provides the political impetus but does not technically participate in the legislative process."
30,Understanding the modern world,Environment & the future,Press freedom around the world,"According to RSF (Reporters Without Borders), what proportion of the global population lives in a country where the press is truly free?",Less than 10% of the world population,About 30%,About 50%,About 25%,The 2024 report confirms that the vast majority of the world's population lives in countries where information is controlled or partially hindered.,"Which Saudi journalist and Washington Post columnist was assassinated in 2018, revealing the risks of investigative journalism?",Jamal Khashoggi,Raif Badawi,Daphne Caruana Galizia,Arkady Babchenko,"Jamal Khashoggi was assassinated at the consulate of Saudi Arabia in Istanbul, illustrating the physical violence faced by journalists critical of authoritarian regimes.",Which method was primarily used in Hungary to weaken the independent press?,The buyout of media outlets by oligarchs close to the power,The forced nationalization of all internet servers,The constitutional ban on criticizing the government,The replacement of journalists by army officers,The government of Viktor Orbán encouraged the buyout of media outlets by economic allies to achieve indirect editorial control without frontal Censorship.,Which major economic factor has destabilized the funding of traditional journalism?,The massive transfer of advertising revenue toward Google and Facebook,The sudden increase in the price of paper,The abolition of state subsidies in Europe,The ban on advertising for petroleum products,"The shift to digital technology has allowed technology Giants (GAFAM) to capture the bulk of the advertising market, draining the revenue of traditional newsrooms.",What new funding model allows media outlets like Mediapart or ProPublica to survive?,Digital subscriptions and non-profit foundations,The sale of readers' personal data,Exclusive funding by opposition political parties,The massive use of advertisements generated by artificial intelligence,"These models rely on financial independence from advertisers, being funded directly by their readers or through philanthropic patronage."
31,Understanding the modern world,Environment & the future,Climate migration,What major statistical observation was made in 2022 regarding forced displacement?,Climate-related displacements have surpassed those related to wars,International migrations have been halted by the climate,The number of war refugees remained ten times higher,No migration is linked to the economy anymore,"With 60 million internal displacements linked to disasters, climate became a more significant factor of Movement than armed conflicts in 2022.",What is the 'wet-bulb temperature' mechanism mentioned in the course?,A threshold of temperature and humidity making human survival impossible outdoors,An agricultural Technique for farming in tropical zones,A weather phenomenon that promotes forest growth,An increase in ocean temperature only,"Wet-bulb temperature prevents the body from regulating its temperature through sweating; above 35°C (wet-bulb temperature), it becomes fatal within a few hours.",What is the main loophole of the 1951 Geneva Convention regarding climate?,"It only protects people persecuted for personal reasons (politics, religion...)",It was canceled by the UN in 2020,It formally forbids crossing oceans,It only applies to the European continent,"Designed after the Second World War, it targets individual persecutions and does not foresee the case of global environmental disasters.",What paradoxical strategy did a State like Kiribati have to adopt?,Buying land in an Other country to anticipate its own disappearance,Building a giant wall around all its islands,Moving its entire population to the North Pole,Forbidding its citizens from leaving the territory,"Faced with Sea level rise, Kiribati bought land in Fiji to secure the future of its population, illustrating the notion of a State without territory.","According to the World Bank, what is the time horizon for the 216 million internal migrants?",By 2050,By next year,By 2100,Starting from 2200,The World Bank report sets the deadline for this massive demographic crisis at the 2050 horizon if current trends persist.
32,Understanding the modern world,Environment & the future,Blockchain and cryptocurrencies,What is the fundamental characteristic of a blockchain that distinguishes it from a traditional database?,It is a decentralized and distributed ledger,It is systematically owned by a bank,It allows data to be deleted easily,It operates without any electricity,"The blockchain relies on a network of peers who all hold a copy of the ledger, unlike traditional databases which are centralized and managed by a single authority.",What is the maximum limit of Bitcoin units that will ever be created?,21 million bitcoins,100 million bitcoins,There is no limit,1 billion bitcoins,The Bitcoin protocol was designed with a finite supply of 21 million units to create digital scarcity and combat monetary inflation.,What major innovation did Ethereum bring compared to Bitcoin?,The introduction of smart contracts,The total removal of mining as early as 2009,The ability to pay anonymously,Increasing the number of units to 1 billion,"Ethereum made the blockchain programmable through smart contracts, which execute automatically without intermediaries.",What is the main environmental argument criticizing Bitcoin?,Its electricity consumption is comparable to that of some countries,The network releases plastic into the oceans,Bitcoin can only function with coal,Digital transactions use too much paper,"Bitcoin's security mechanism (proof of work) requires immense computing power, generating energy consumption equivalent to that of entire nations.","What is a ""stablecoin"" in the crypto ecosystem?",A digital currency whose value is pegged to a stable asset like the dollar,An asset whose price changes by 50% every day,A cryptocurrency that cannot be exchanged,A ledger that is not distributed,"Stablecoins are designed to offer the benefits of blockchain without the volatility, by backing their value to a real currency or a reserve asset."
33,Understanding the modern world,Environment & the future,The right to asylum explained,What is the precise legal definition of a refugee according to the 1951 Geneva Convention?,"Anyone fearing persecution for reasons of race, religion, nationality, social group or political opinion","Anyone fleeing a country at war or an armed conflict zone, regardless of the cause",Anyone whose life is in danger in their country of origin due to natural disasters,Anyone without resources seeking a better life in a country capable of welcoming them with dignity,"The 1951 Convention defines a refugee by a well-founded fear of targeted persecution related to identity or convictions, and not by simply fleeing war or poverty.",What legal distinction separates a refugee from an economic migrant?,The refugee no longer benefits from the protection of their country of origin because of persecution,The refugee comes from a country officially at war,The refugee systematically possesses a work visa,The refugee is protected by the Geneva Convention while the migrant possesses no rights,"The key difference lies in compulsion: the refugee flees because their State no longer protects them or persecutes them, while the migrant leaves voluntarily and theoretically remains under the protection of their country.",Which protocol made the Geneva Convention universal by removing geographical and temporal limits?,The 1967 Protocol,The 1948 Universal Declaration,The 1955 Warsaw Pact,The 1990 Dublin Regulation,"Initially limited to Europe and to pre-1951 events, protection was extended to the entire World without time limits by the 1967 Protocol.",Why does the status of 'climate refugee' pose a problem today?,Because the 1951 Convention does not include natural disasters as a ground for persecution,Because there have not yet been climate-related migrations,Because the courts refuse to recognize pollution as a political opinion,Because the UNHCR only deals with world wars,"Current law is restrictive: since a climate disaster is not a persecution carried out by an agent (State or group), it does not fall under the criteria of the Geneva Convention.",What is the main objective of the European Pact on Migration adopted in 2024?,Establish mandatory solidarity between member States for sharing asylum management,Completely abolish the right of asylum within the European Union,Allow refugees to freely choose their host country,Merge the Ministries of the Interior of all member countries,The 2024 Pact aims to balance the burden between entry countries (such as Greece) and the Other members via relocation or financial contribution mechanisms.
