Nom du cours,Classification,Terme,Explication
Press freedom around the world,Concept,media concentration,"Process by which a small number of owners or large industrial groups acquire the majority of press, television, and radio outlets."
Press freedom around the world,Figure,Viktor Orbán,Hungarian Prime Minister whose governance is marked by a strategy of indirect media control via economic allies.
Press freedom around the world,Concept,SLAPP,Strategic Lawsuit Against Public Participation; abusive legal proceedings launched by companies or politicians to financially exhaust a journalist.
Press freedom around the world,Concept,disinformation,Intentional diffusion of false information with the aim of deceiving public opinion or destabilizing an opponent.
Climate migration,Concept,forced settlement,Process by which nomadic populations (such as in the Sahel) are forced to settle permanently because their transhumance routes are destroyed by drought.
Climate migration,Location,Low-lying island states,"Archipelagic nations (Kiribati, Tuvalu, Maldives) whose average altitude is so low that they risk total submersion by the rising waters."
Climate migration,Concept,climate debt,"Politics principle asserting that industrialized countries, historically responsible for global warming, owe compensation and assistance to poor countries that suffer its first effects."
Climate migration,Concept,non-refoulement,Cardinal principle of refugee law prohibiting the expulsion of a person to a country where they face the risk of death or inhuman treatment.
Blockchain and cryptocurrencies,Concept,peers,"Users or computers connected in a network without a central hierarchy, where each has the same rights and responsibilities."
Blockchain and cryptocurrencies,Concept,hashing,Mathematical algorithm that transforms data of any size into a unique and irreversible fixed-size digital fingerprint.
Blockchain and cryptocurrencies,Concept,fiat money,Currency issued by a central bank (such as the Euro or the Dollar) whose value is based on public trust in the issuing Institution.
Blockchain and cryptocurrencies,Institution,CBDC,"Central Bank Digital Currency, a digital form of fiat money issued by a State to compete with private cryptocurrencies."
The right to asylum explained,Date,Geneva Convention,International treaty adopted in 1951 defining refugee status and the obligations of states towards them.
The right to asylum explained,Institution,UNHCR,"United Nations High Commissioner for Refugees, the UN agency responsible for protecting the rights of refugees and displaced persons."
The right to asylum explained,Institution,Dublin Regulation,"European Union text determining the Member State responsible for examining an asylum application, usually the first country of entry."
Global food security,Concept,micronutrient deficiencies,"Lack of vitamins (A, B12...) and minerals (iron, iodine, zinc) essential for the body's functioning, even if total caloric intake is sufficient."
Global food security,Institution,futures market,"Financial market where prices of raw materials (such as wheat) are traded for future delivery, influencing world prices."
Global food security,Concept,food power,Geopolitical strategy consisting of using the export or embargo of foodstuffs as a means of politics pressure.
Global food security,Location,arable areas,Land whose climate and soil quality allow for types of annual crops or artificial meadows.
Global food security,Location,groundwater tables,"Underground water reserves located at shallow depth, feeding wells and springs, and widely used for agricultural irrigation."
Global food security,Concept,agroecology,Agricultural practices that respect the environment and aim to maintain ecosystem balance while ensuring food production.
Water: the next source of conflict?,Concept,brine,"Aqueous solution with a very high salt concentration, discharged by desalination plants. Its massive discharge can suffocate local marine fauna and flora."
Water: the next source of conflict?,Location,Singapore,"Island city-state in Southeast Asia, which has become a world reference in water management (NEWater) to compensate for its lack of natural freshwater sources."
Water: the next source of conflict?,Concept,virtual water,Volume of water required to manufacture a product (agricultural or industrial) throughout its production chain. This concept helps to understand indirect water exchanges between countries.
American soft power,Acronym,GAFAM,"Acronym designating the Giants of the American web: Google, Apple, Facebook (Meta), Amazon and Microsoft."
American soft power,Institution,UN,"United Nations Organisation, created in 1945 to maintain international peace and security."
American soft power,Movement,Hallyu,"Term referring to the 'Korean wave', representing the massive export of South Korean Popular culture (K-pop, dramas, cinema) internationally."
American soft power,Other,Ivy League,"Group of eight private universities among the oldest and most prestigious in the Northeastern United States [Harvard, Yale, Princeton...]."
GAFAM: power and abuses,Concept,fake news,False information created and disseminated with the aim of deceiving the public or manipulating politics opinion.
GAFAM: power and abuses,Location,Silicon Valley,"Region of California south of San Francisco, which has become the global hub for high technology and the headquarters of most GAFAM."
GAFAM: power and abuses,Concept,attention span,Limited resource of users that platforms seek to capture and monetize through advertising using retention algorithms.
The energy transition,Concept,rare earth elements,"Group of 17 metals with unique electromagnetic properties, essential for manufacturing permanent magnets for wind turbines and electric car motors."
The energy transition,Concept,carbon neutrality,State of balance between emissions of greenhouse gases and absorption by natural or artificial sinks.
The energy transition,Concept,intermittency,"Irregular nature of energy production [solaire, éolien] which varies according to weather conditions and the day/night cycle."
The future of work,Figure,Henry Ford,"American industrialist of the early 20th century, pioneer of assembly-line work and standardization (Fordism), who normalized the 5-day week to create a middle class of consumers."
The future of work,Figure,Joseph Schumpeter,"20th-century Austrian economist, famous for his Theory of 'creative destruction' which explains how technological innovations replace old economic structures."
China and its economic model,Figure,Deng Xiaoping,"Leader of the People's Republic of China from 1978 to 1992, he was the architect of the economic reforms that opened the country to the global market."
China and its economic model,Figure,Xi Jinping,"General Secretary of the Chinese Communist Party since 2012, he has strengthened Party control over society and launched the Belt and Road Initiative."
China and its economic model,Location,Silicon Valley,"Major technological hub located in California, serving as the global benchmark for digital innovation that China seeks to compete with."
China and its economic model,Institution,Evergrande,Former Chinese real estate giant whose 2021 debt crisis revealed the systemic fragilities of the Chinese financial model.
China and its economic model,Location,Taiwan,"Island claimed by Beijing, a major friction point between China and the United States on both politics and technological levels."
China and its economic model,Concept,semiconductors,"Essential electronic components for modern industry, at the heart of the technological war between China and the West."
The crisis of the Welfare State,Institution,National Council of the Resistance,The body that led the various movements of the French Resistance during the Second World War and developed the social reform program of 1944.
The crisis of the Welfare State,Concept,gig economy,"Small job or digital platform economy (like Uber), characterized by short-term contracts and independent contractor status rather than employment."
The crisis of the Welfare State,Concept,flexicurity,"Social model combining ease of dismissal for companies (flexibility) and strong protections for workers in transition (security), typical of the Danish model."
The crisis of the Welfare State,Concept,CSG,Contribution Sociale Généralisée. French tax intended to diversify the financing of social protection beyond salary contributions alone.
The crisis of the Welfare State,Concept,uberization,"The phenomenon of challenging the traditional economic model through digital platforms that connect providers and clients directly, often to the detriment of classic employment."
How do earthquakes form?,Concept,Andromeda (Seismology),Name of an extensive European project and sensor network aiming to use existing undersea fiber optics to detect seismic vibrations on the ocean floor.
The Italian Renaissance,Concept,Chiaroscuro,Painting Technique consisting of producing violent contrasts between areas of light and areas of shadow to create volume and drama.
The Italian Renaissance,Movement,Mannerism,Artistic Movement from the end of the Renaissance (c. 1520-1580) characterized by the rejection of classical harmony in favor of elongated forms and complex compositions.
The birth of Impressionism,Institution,Academy of Fine Arts,"State Institution that managed artistic education and the Salon in Paris during the 19th century, imposing rigorous classical standards."
The birth of Impressionism,Figure,Napoleon III,"Emperor of the French who, faced with the artistic crisis of 1863, authorized the creation of the Salon des Refusés."
The birth of Impressionism,Event,Salon des Refusés,"Exhibition organized in 1863 to present the Works rejected by the official Salon jury, marking the beginning of the divide between modern and academic art."
The birth of Impressionism,Figure,Édouard Manet,"Painter and precursor of modernity, whose painting [Le Déjeuner sur l'herbe] caused a major scandal in 1863."
The birth of Impressionism,Figure,Claude Monet,"Leader of the impressionism movement, famous for his series exploring light such as [Les Nymphéas] or [La Cathédrale de Rouen]."
The birth of Impressionism,Concept,binocular vision,"Ability of the visual system to merge two images to perceive depth and, in the case of impressionism, to merge juxtaposed brushstrokes of color."
The birth of Impressionism,Concept,complementary colors,"Colors opposite each other on the chromatic circle (e.g., red/green). Their juxtaposition reinforces the vibrancy of each."
The birth of Impressionism,Figure,Berthe Morisot,"One of the major figures of impressionism, known for her scenes of bourgeois life and her clear touch."
The birth of Impressionism,Location,Musée d'Orsay,National museum in Paris housing the largest collection of impressionist and post-impressionist Works in the World.
Rembrandt and the Flemish school,Figure,Hals,"Frans Hals, great Dutch portraitist of the Golden Age, famous for his quick touch and for capturing the laughing psychology of his models."
Rembrandt and the Flemish school,Figure,Caravaggio,"Italian painter from the late 16th century, inventor of the tenebrist style which uses violent light contrasts to dramatize the scene."
Rembrandt and the Flemish school,Figure,Francis Bacon,"20th-century British painter, whose work on the deformation of flesh and the expression of pain is directly inspired by Rembrandt's technical freedom."
"Romanticism in painting [Delacroix, Géricault]",Figure,Géricault,"Théodore Géricault (1791-1824), French painter whose brief career laid the foundations of romanticism with dramatic Works rooted in reality."
"Romanticism in painting [Delacroix, Géricault]",Figure,Delacroix,"Eugène Delacroix (1798-1863), leader of the French Romantic school, famous for his bold use of color and his politics and exotic subjects."
"Romanticism in painting [Delacroix, Géricault]",Figure,Jean-Auguste-Dominique Ingres,"French painter (1780-1867), champion of Neoclassicism and great rival of Delacroix, favoring the perfection of line over colorful emotion."
Cubism: Picasso and Braque,Concept,collage,"Innovation consisting of integrating fragments of reality (newspapers, fabrics) into the Work, blurring the boundary between representation and reality."
Surrealism: Dalí and Magritte,Movement,Dadaism,"Artistic and literary Movement (1916-1923) born in reaction to the horror of the Great War, characterized by a radical questioning of conventions, meaning, and Institution."
Surrealism: Dalí and Magritte,Location,Port Lligat,"Small fishing village in Catalonia where Salvador Dalí established his primary residence and studio, whose rocky landscapes appear in many of his canvases."
Expressionism: Munch and The Scream,Concept,positivism,"19th-century philosophical doctrine which considers that only the knowledge of scientific facts and Law is real, rejecting metaphysics."
Expressionism: Munch and The Scream,Concept,mimesis,Aesthetic Concept from Antiquity designating the imitation or faithful representation of reality in Art.
Abstract Art: Kandinsky and Mondrian,Movement,Abstract Expressionism,"Post-war artistic Movement, primarily American, favoring the artist's instinctive gesture (action painting) and the raw expression of emotions."
Abstract Art: Kandinsky and Mondrian,Movement,Minimal Art,"Artistic current of the 1960s advocating extreme simplicity, often using simple geometric shapes and industrial materials."
Abstract Art: Kandinsky and Mondrian,Movement,Conceptual Art,Movement where the definition or the idea of the Work takes precedence over its aesthetics or material realization.
Pop Art: Warhol and Lichtenstein,Movement,Abstract Expressionism,"Dominant artistic Movement after the Second World War (Pollock, Rothko), prioritizing subjective expression, spontaneous gesture, and the rejection of figuration, which Pop Art would oppose through its return to mundane reality."
The birth of electronic music,Movement,Chicago house,"Musical genre born in the mid-1980s in Chicago clubs (such as the Warehouse), characterized by a repetitive 4/4 rhythm and soul and disco influences."
Mozart: child prodigy and tragic life,Work,The Magic Flute,"Mozart's last opera (1791), blending folk tale and Masonic symbolism, written in German for a popular theater."
Beethoven: genius and deafness,Figure,Napoleon Bonaparte,"General then Emperor of the French whose initial republican ideals fascinated Beethoven, before his imperial coronation provoked the composer's anger."
Beethoven: genius and deafness,Concept,heroic period,"Creative Period of Beethoven marked by grandiose works evoking struggle, victory, and resilience in the face of fate."
Beethoven: genius and deafness,Location,Bonn,"City in North Germany, capital of the Electorate of Cologne, where Beethoven was born and spent his youth."
Beethoven: genius and deafness,Location,Vienna,Capital of the Austrian Empire and world center of classical music where Beethoven spent most of his career.
Beethoven: genius and deafness,Movement,Romanticism,"19th-century artistic Movement emphasizing the expression of feelings, imagination, and subjectivity over classical rigor."
The birth of rock 'n' roll,Institution,Sun Records,"Independent record label founded in Memphis by Sam Phillips, specialized in blues and country, driving force behind the birth of rockabilly."
The birth of rock 'n' roll,Figure,Alan Freed,"Influential American disc jockey credited with popularizing the term ""rock'n'roll"" on the radio to describe this new hybrid style."
Bach and Baroque music,Institution,Thomasschule,"School attached to St. Thomas Church in Leipzig, where Bach taught music and Latin to the boys of the choir."
Bach and Baroque music,Concept,cantata,"Vocal musical genre composed of several movements (arias, recitatives, choruses) with instrumental accompaniment, central to the Lutheran liturgy."
The birth of American jazz,Movement,bebop,"Style of jazz that emerged in the 1940s, characterized by fast tempos, complex harmonies, and an orientation toward intellectual listening rather than dancing."
The birth of American jazz,Movement,Harlem Renaissance,"Renewal movement of African-American culture in the 1920s in New York, spanning literature, arts, and jazz music."
The birth of American jazz,Event,Great Migration,"Massive Movement of six million African Americans from the rural Southern United States to the industrial North and West between 1916 and 1970, encouraging the spread of jazz."
Charlie Chaplin and silent cinema,Location,Vevey,Swiss commune on the shores of Lake Geneva where Charlie Chaplin lived in exile from 1953 until his death in 1977.
Charlie Chaplin and silent cinema,Event,McCarthyism,Period of American History (early 1950s) characterized by an intense hunt for suspected communist sympathizers within the administration and the World of the arts.
Kubrick: 2001: A Space Odyssey,Work,“The Sentinel”,"Science fiction short story published by Arthur C. Clarke in 1948, whose idea of a cubic artifact left by extraterrestrials served as the basis for the screenplay of 2001."
Hitchcock and suspense,Figure,Bernard Herrmann,"Iconic composer whose Music defined the atmosphere of Hitchcock's films, notably through the tense use of strings in Psycho."
Hitchcock and suspense,Figure,François Truffaut,French filmmaker whose interviews with Hitchcock helped theorize the master's work and have him recognized as an auteur.
Hitchcock and suspense,Technique,editing,The assembly of a film's shots. Hitchcock used it to manipulate time and suggest actions without showing them explicitly.
Hitchcock and suspense,Concept,psychoanalysis,"A discipline exploring the unconscious, integrated by Hitchcock into his thrillers to deepen the psychological motivation of his characters."
Gothic architecture: cathedrals,Location,Basilica of Saint-Denis,Necropolis of the kings of France where Abbot Suger had the first Gothic choir built around 1140.
The Mona Lisa,Figure,Vincenzo Peruggia,"Italian employee of the Louvre who stole the Mona Lisa in 1911, claiming he wanted to return the Work to its country of origin."
"Guernica, Picasso",Concept,saturation bombing,"A military tactic aimed at destroying an entire area with a continuous carpet of bombs, without distinction between civilian and military targets."
"Guernica, Picasso",Location,MoMA,"Museum of Modern Art in New York, which housed Guernica for over forty years to protect it from the Francoist dictatorship."
"Liberty Leading the People, Delacroix",Figure,Louis-Philippe I,"The last King of the French (1830-1848), who came to power after the July Revolution; he purchased the painting by Delacroix before hiding it because he judged it too subversive."
"Liberty Leading the People, Delacroix",Institution,Salons,"Official exhibitions organized by the Academy of Fine Arts in Paris, where artists presented their works to the public and critics."
"Impression, Sunrise, Monet",Figure,Paul Durand-Ruel,"The primary art dealer for the Impressionists who financially supported the Movement and organized exhibitions abroad, saving the artists from poverty."
"The Persistence of Memory, Dalí",Place / institution,MoMA,"The Museum of Modern Art in New York, one of the most influential modern Art museums in the World, which has held the painting since 1934."
"The Persistence of Memory, Dalí",Figure,Salvador Dalí,"Spanish painter (1904-1989), one of the main representatives of surrealism, famous for his dreamlike imagery and provocative personality."
"The Persistence of Memory, Dalí",Figure,Gala,"Born Elena Ivanovna Diakonova, she was Salvador Dalí's wife, muse, and agent, playing a crucial role in his career and artistic production."
The theater of Shakespeare,Institution,Lord Chamberlain's Men,"theater company in which Shakespeare was a shareholder, actor, and lead playwright, protected by the English court."
Freedom of the press and photojournalism,Figure,Gerda Taro,"German photographer and partner of Robert Capa, she was the first woman photojournalist to die on the front lines, during the Spanish Civil War in 1937."
Freedom of the press and photojournalism,Figure,Nick Ut,"Vietnamese-American photographer, author of the famous photo 'The Terror of War' (1972) which earned him the Pulitzer Prize."
The birth of Islam (622),Historical reference,Byzantine and Sassanid Empires,"The two powers surrounding the Arabian Peninsula in the 7th century. Byzantium (Eastern Roman Empire) and the Sassanids (Zoroastrian Persian Empire) were exhausting themselves in an endless war, clearing the way for Arab conquests."
Urban II's call and the 1st Crusade (1095),Concept,Plenary indulgence,"Total remission of temporal punishment due to sins, granted by the Pope. Urban II promised one to all crusade participants — a powerful driver for mobilization in a deeply religious society."
The coronation of Charlemagne (800),Institution,Count,"High local dignitary appointed by the sovereign to administer a province (the county) in his name, holding military and judicial powers."
The Magna Carta (1215),Concept,Habeas corpus,"Legal principle protecting against arbitrary arrest: any person arrested must be brought before a judge. A direct legacy of clause 39 of the Magna Carta, it became a pillar of Anglo-Saxon law."
The Discovery of America (1492),Concept,Antisepsis (Semmelweis and Lister),"Even before anesthesia, post-operative infections were killing patients. Semmelweis (1847) then Lister (1867) imposed hygiene: hand washing and sterilized instruments. These two revolutions — anesthesia and antisepsis — transformed surgery."
The Storming of the Bastille (1789),Concept,Ancien Régime and the three estates,"French society divided into three estates: Clergy (1st), Nobility (2nd), and Third Estate (97% of the population, 3rd). At the Estates General, each order had only one out of three votes, despite the overwhelming demographic representativeness of the Third Estate."
The Paris Commune (1871),Place / institution,International Workingmen's Association (First International),"Organization founded in London in 1864, bringing together trade unions and workers' parties from several countries. Although the Commune was not its direct work, Marx celebrated it as the first experience of workers' power."
The Belle Époque (1871-1914),Related event,Dreyfus Affair (1894-1906),"A Jewish officer, Alfred Dreyfus, was wrongly convicted of espionage by an anti-Semitic general staff. The affair tore France apart between Dreyfusards and anti-Dreyfusards, revealing the deep tensions in French society."
The Battle of Verdun (1916),Concept,Heavy artillery of the Great War,"Artillery accounted for 60-70% of casualties in the First World War. Technical progress since 1870 had made offensive weapons far more powerful than defenses, creating the stalemate of the trenches."
The Great Depression (1929),Concept,Gold Standard,"Monetary system where currencies were convertible into gold at a fixed rate, limiting the ability of states to create money. It mechanically spread the American crisis to the entire World: when the United States reduced its money supply, all countries linked to gold suffered."
The Great Depression (1929),Concept,Buying stocks on margin,"Practice of borrowing from one's bank to buy shares betting on their rise. Very widespread in the 1920s, it amplified the bubble and, during the crash, forced millions of Americans to sell urgently to repay their loans."
The Battle of Stalingrad (1942-1943),Related event,"Operation Barbarossa (June 22, 1941)","The invasion of the USSR by Germany: 3 million soldiers on a 3,000 km front - the largest military operation in History. The failure to take Moscow in 1941 forced Hitler to refocus his effort towards the south and the Caucasus oil in 1942."
The Battle of Stalingrad (1942-1943),Concept,Operation Uranus,"Soviet counter-offensive (November 19 operations, 1942) which encircled the 300,000 soldiers of the 6th Army in a giant pincer movement. Planned by Zhukov and Vasilevsky, it transformed the fierce defense of Stalingrad into a decisive strategic victory."
Hiroshima and Nagasaki (1945),Related event,"Soviet invasion of Manchuria (August 9, 1945)","Stalin declared war on Japan exactly on the day of the Nagasaki bombing, invading Manchuria. Some historians believe that this Soviet threat was as decisive as the bombs in the Japanese decision to surrender."
The Algerian War (1954-1962),Concept,French department,"Unlike the protectorates (Morocco, Tunisia), Algeria had been divided since 1848 into three French departments attached to the Ministry of the Interior. Any independence was therefore legally considered a secession from the national territory."
The Rwandan genocide (1994),Place / institution,UNAMIR and General Dallaire,
The fall of the Berlin Wall (1989),Concept,Glasnost and Perestroika,"Gorbachev's reforms starting from 1986: glasnost (transparency) allowed criticism of the Soviet regime, while perestroika (restructuring) attempted to reform the economy. They unintentionally destabilized the entire Soviet bloc."
The Blitzkrieg (1940),Related event,Operation Dynamo (Dunkirk),"Maritime evacuation of 338,000 French and British soldiers surrounded at Dunkirk by an improvised flotilla of military and civilian vessels. This ""miracle"" allowed Great Britain to continue the war, but left France without an army."
The Vietnam War (1955-1975),Related event,Tet Offensive (January 1968),"Simultaneous Viet Cong attack on more than 100 American-held cities during the Vietnamese New Year. Militarily a failure for Hanoi, it destroyed the credibility of the Johnson administration in the United States."
Athenian democracy,Concept,Ostracism,"Athenian procedure by which citizens could vote to exile for 10 years a man judged dangerous for democracy. Names were inscribed on pottery shards (ostrakon). Its objective was preventive, not punitive."
Why does ice float?,Concept,Anomalous expansion of water,"Unlike almost all substances, water is denser at 4°C than at 0°C. As it cools from 4°C to 0°C, it expands. This density anomaly of water is essential for aquatic life: ice floats and insulates the liquid water beneath it."
Why is seawater salty?,Concept,Hydrological cycle and salt accumulation,"Water evaporates from the oceans, leaving salts behind. It falls back as rain, dissolves minerals from rocks, and carries them to the oceans via rivers. This accumulation process has been ongoing for 4 billion years."
Why are there seasons?,Concept,Earth's axial tilt (23.5°),"The 23.5° tilt of Earth's axis relative to its orbital plane - and not the distance from the Sun - causes the seasons. The same tilt always points toward the North Star, alternately creating solstices and equinoxes."
Why are there seasons?,Concept,Perihelion and aphelion,"The points in the orbit closest to (perihelion, in January) and farthest from (aphelion, in July) the Sun. The difference in distance is 5%, too small to explain the seasons. Paradoxically, the northern winter coincides with the perihelion."
Why do we yawn?,Concept,Mirror neurons and contagiousness,"Contagious yawning is linked to mirror neurons and contagiousness which mimic observed behaviors. Humans are more sensitive to the yawns of people they know, and autistic children are less sensitive to them - evidence of a link with empathy."
How does memory work?,Concept,hippocampus,"Seahorse-shaped brain structure in the temporal lobe, essential for forming new conscious memories. Its surgical removal (case H.M.) leads to a total inability to form new memories, without erasing old ones."
How does soap kill viruses?,Concept,Amphiphilic molecule,A molecule with one hydrophilic end (water-loving) and one hydrophobic end (fat-loving). This double nature allows it to insert itself into the lipid membranes of viruses and physically disintegrate them.
How does soap kill viruses?,Concept,Lipid envelope,"Some viruses (coronavirus, flu, HIV) are surrounded by a fatty membrane. This is their weak point: soap dissolves it, destroying the virus. Non-enveloped viruses (norovirus, poliovirus) are more resistant to soap."
"The discovery of penicillin (Fleming, 1928)",Concept,Radioactive decay,"A spontaneous phenomenon by which an unstable atomic nucleus transforms by emitting particles (alpha, beta) or radiation (gamma). Marie Curie understood that radioactivity was a property of the atom itself, not a chemical reaction."
"The discovery of X-rays (Röntgen, 1895)",Concept,Radioactivity and early risks,Röntgen and his first users were unaware of the dangers of X-rays. Doctors developed cancers after years of exposure. Marie Curie herself died of aplastic anemia caused by her years of contact with radioactive materials.
The discovery of radioactivity (Marie Curie),Concept,Antibiotic resistance,"An evolutionary phenomenon by which bacteria develop mechanisms to resist antibiotics. Predicted by Fleming as early as 1945, it now kills 1.27 million people per year - one of the main health threats of the 21st century."
The discovery of anesthesia,Event,Spanish Reconquista (1492),The triumph of the capture of Granada released resources and created a momentum of national ambition that explains Isabella of Castile's support for Columbus.
The discovery of anesthesia,Event,Treaty of Tordesillas (1494),An agreement arbitrated by the Pope dividing the world into two spheres of influence between Spain (west) and Portugal (east).
The discovery of anesthesia,Concept,Antisepsis (Semmelweis and Lister),"Even before anesthesia, post-operative infections killed patients. Semmelweis (1847) then Lister (1867) imposed hygiene: hand washing, sterilized instruments. These two revolutions - anesthesia and antisepsis - transformed surgery."
The discovery of anesthesia,Figure,Victoria (Queen),Sovereign of the United Kingdom whose use of chloroform during her childbirths in 1853 and 1857 helped to remove religious taboos regarding anesthesia.
Darwin's theory of evolution (1859),Other,Beagle (HMS),Royal Navy ship that served as a base for Charles Darwin for his scientific tour of the World between 1831 and 1836.
The Big Bang,Concept,accelerated expansion of the universe,"Discovered in 1998, the expansion of the universe is accelerating instead of slowing down. This acceleration is attributed to ""Dark energy"" (68% of the total content of the universe), which remains completely misunderstood by current physics."
How do earthquakes form?,Location,Asthenosphere,"Ductile part of the Earth's upper mantle located beneath the rigid lithosphere, allowing the movement of tectonic plates."
How do earthquakes form?,Concept,Earthquake engineering,Field of civil engineering studying the design and construction of buildings capable of resisting seismic shocks without collapsing.
Is there life elsewhere in the Universe?,Concept,Habitable zone,"Region around a star where the temperature allows water to exist in a liquid state on a planet's surface. Neither too close nor too far - ""like Goldilocks"". Our solar system has three potential planets: Venus, Earth, Mars."
Is there life elsewhere in the Universe?,Concept,Drake equation,"Probabilistic formula by Frank Drake (1961) to estimate the number of communicating civilizations in our galaxy. It multiplies factors (stars, habitable planets, duration of civilizations...) - all values being very uncertain, making the equation more philosophical than scientific."
What is a black hole?,Concept,Event horizon,"""Boundary"" of a black hole beyond which nothing can return, not even light. It is not a physical surface but a mathematical limit: the speed required to escape exceeds that of light."
How does lightning form?,Concept,ionization of the air,"For a lightning bolt to form, the electric field must be intense enough to strip electrons from air molecules, making it conductive. This channel forms in a few microseconds, heated to 30,000°C - five times the sun's surface."
How does a vaccine work?,Concept,B lymphocytes and antibodies,"White blood cells that produce antibodies - proteins capable of recognizing and neutralizing a specific pathogen. After vaccination, some become ""memory cells"" that sometimes persist for a lifetime."
How does a vaccine work?,Concept,Herd immunity,"When a sufficient proportion of the population is immunized, the pathogen can no longer spread, indirectly protecting non-immunized people. The threshold varies from 80% to 95% depending on the disease."
What is the greenhouse effect (really)?,Concept,Terrestrial albedo,"The ability of a surface to reflect solar radiation. Ice and snow have a high albedo (reflect a lot), oceans have a low albedo (absorb more). Melting ice reduces the global albedo, accelerating warming."
Why do we sleep?,Concept,Circadian rhythms and melatonin,"Internal clock set to 24 hours, regulated by the suprachiasmatic nucleus of the brain. Melatonin, produced at night, signals the need to sleep. Artificial nocturnal light disrupts this rhythm and degrades sleep quality."
Why are some species immortal?,Figure,Turritopsis dohrnii,A tiny jellyfish capable of returning to its juvenile polyp stage after the adult stage - and starting over indefinitely. This process of cellular transdifferentiation is unique and inspires research on cellular reprogramming.
What is dark matter?,Concept,Dark energy,"A mysterious force responsible for the acceleration of the universe's expansion, representing 68% of its total content. Distinct from dark matter (27%), it acts as a repulsive energy of the vacuum, still completely misunderstood."
What is dark matter?,Concept,Standard Model of physics,"Physics Theory that describes elementary particles (quarks, electrons, etc.) and three of the four fundamental forces, but fails to explain dark matter."
How does electricity work in our bodies?,Concept,Hippocampus,"Sea-horse-shaped brain structure in the temporal lobe, essential for the formation of new conscious memories. Its surgical removal (case H.M.) leads to a total inability to form new memories, without erasing old ones."
How does electricity work in our bodies?,Concept,Working memory,"Cognitive system that temporarily maintains a small amount of information (7±2 items) available for current processing. Managed by the prefrontal cortex, it is limited in capacity and duration (a few seconds without repetition)."
How does electricity work in our bodies?,Concept,Oil futures market,"Contracts by which buyers and sellers commit to a future transaction at a price fixed today. Speculators with no intention of physical delivery represent the vast majority of transactions, amplifying price fluctuations."
How does electricity work in our bodies?,Event,American shale oil revolution,"Massive boom in American production in the 21st century thanks to hydraulic fracturing, modifying the world's geopolitical energy balance."
Why do certain sounds give us chills?,Concept,Openness to experience (personality),"Personality trait associated with curiosity and the appreciation of beauty. People who are highly ""open"" have an auditory cortex more connected to emotional zones and are significantly more likely to feel musical chills."
Why do seasons exist on other planets?,Concept,Axial tilt of Uranus (97.8°),"Uranus's axis is almost lying flat on its orbital plane. Each pole receives about 42 years of continuous sunlight and then 42 years of total darkness - extreme seasons of very long duration, with no equivalent in our solar system."
Why do seasons exist on other planets?,Concept,Orbital eccentricity of Mars,"Mars's orbit is significantly more elliptical than Earth's: the Sun-Mars distance varies from 207 to 249 million km. The Martian southern hemisphere has short, hot summers and long, cold winters - much more marked than here."
"The Odyssey, Homer",Concept,Homeric formula,"The Homeric epics were composed orally before being written down. Repeated formulas (""Rosy-fingered Dawn"", ""Odysseus of many wiles"") facilitated memorization and improvised composition - a Technique studied by Milman Parry in the 20th century."
"The Iliad, Homer",Concept,Homeric Aristeia,Literary genre of the epic: a long sequence where a hero performs superhuman feats. Each great warrior of the Iliad has his aristeia. These passages allowed the hero's character to be developed and his lineage to be linked to the gods.
"Oedipus Rex, Sophocles",Concept,Fate and free will in Greek tragedy,Tragedy explores the tension between inevitable fate (predicted by oracles) and human choices. Oedipus fulfills his tragic destiny precisely while attempting to flee it - a paradox at the heart of the human condition according to the Greeks.
"Antigone, Sophocles",Concept,Natural law vs. positive law,"Tension at the heart of Antigone: divine and moral Law (burying the dead) against the human Law of Creon. This conflict runs through all political philosophy, from Plato to Rousseau and modern theorists of natural rights."
"Antigone, Sophocles",Concept,Hubris in Greek tragedy,"The hubris (excess, excessive pride) is the quintessential Greek tragic sin. Creon commits hubris by believing that his Law takes precedence over that of the gods - he will lose everything he loved as punishment for this presumption."
"The Symposium, Plato",Concept,Platonic Eros,"Plato distinguishes between physical love and spiritual love aspiring to absolute Beauty. Diotima's speech describes a ""ladder of love"": starting from a beautiful body, then loving the beauty of souls, then ideal Beauty-itself."
"The Republic, Plato",Figure,Graeae,"Three divine sisters born old, possessing only one eye and one tooth between them, guardians of the path to the Gorgon."
"The Republic, Plato",Figure,Nereids,"Sea nymphs, daughters of Nereus, offended by the vanity of Queen Cassiopeia."
"The Republic, Plato",Figure,Fates,"Divinities in charge of human destiny, represented as spinners (the Roman equivalent of the Moirai)."
"The Apology of Socrates, Plato",Location,Prytaneion,A public building in Athens where magistrates sat and where deserving citizens and victorious athletes were fed at the city's expense.
"Medea, Euripides",Concept,Revenge and honor in the Greek world,"Honor (timē) was a fundamental value in Greece. A betrayal demanded reparation. Medea cannot accept the dishonor of being repudiated: her revenge follows a logic of reciprocity which, pushed to the extreme, becomes monstrous."
"Les Misérables, Victor Hugo",Concept,Penal colony and the 19th-century penal system,"The penal colonies of Toulon, Brest, and Rochefort were hells of forced labor. Jean Valjean spent 19 years there for a stolen loaf of bread, illustrating the brutality of a system that did not distinguish between crime and poverty."
