# Geschichte
12,Die heutige Welt verstehen,Wirtschaft & Gesellschaft,Steueroasen erklärt,Welcher Anteil des weltweiten Reichtums ist schätzungsweise in Steueroasen verborgen?,8 bis 10 % des weltweiten Reichtums,1 bis 2 %,20 bis 30 %,4 bis 5 %,"Ökonomen schätzen, dass fast 10 Billionen Dollar, also 8 bis 10 % des weltweiten Vermögens, über diese Jurisdiktionen der Steuer entgehen.",Wie ermöglicht der Mechanismus der «Verrechnungspreise» die Steueroptimierung?,Durch die Abrechnung von Gebühren für geistiges Eigentum von einem Niedrigsteuerland an Hochsteuerländer,Durch den Verkauf von physischen Vermögenswerten zum Marktpreis zwischen Tochtergesellschaften,Durch die Gründung privater Zentralbanken auf den Kaimaninseln,Durch die vollständige Abschaffung von Zollgebühren zwischen den Kontinenten,"Multinationale Konzerne stellen ihren Tochtergesellschaften die Nutzung von Patenten oder Logos in Rechnung, wodurch die Gewinne in Steueroasen transferiert werden und die Besteuerung an anderer Stelle gesenkt wird.",Was ist die Kernmaßnahme des OECD/G20-Abkommens von 2021?,Die Einführung eines weltweiten Mindeststeuersatzes von 15 %,Die vollständige Abschaffung der Körperschaftsteuer,Das Verbot von Bankkonten in der Schweiz,Der Ersatz der Einkommensteuer durch eine Luxussteuer,"Dieser Mindestsatz von 15 % zielt darauf ab, den unfairen Steuerwettbewerb zwischen Ländern zu verhindern und sicherzustellen, dass multinationale Konzerne ihren gerechten Anteil zahlen.",Welche Rolle spielt eine «Briefkastengesellschaft»?,Den Wirtschaftlich Berechtigter der Gelder zu verschleiern,Die Herstellung von Hightech-Bildschirmen für den Export,Die ausschließliche Finanzierung von ökologischen und nachhaltigen Projekten,Die Verwaltung der Personalressourcen eines multinationalen Konzerns,"Eine Briefkastengesellschaft hat keine reale Tätigkeit; sie dient als juristische Fassade, um die Identität desjenigen zu verbergen, dem das Geld wirklich gehört.","Welcher bedeutende Fortschritt wurde erzielt, um das Bankgeheimnis zu lüften?",Die Einführung des automatischen Informationsaustauschs zwischen Ländern,Die Vereinheitlichung aller Weltwährungen,Die Abschaffung von Steueroasen durch eine internationale Militärtruppe,Das Verbot von Bargeldtransaktionen,"Der automatische Informationsaustausch verpflichtet Finanzinstitute nunmehr dazu, die Kontostände von Gebietsfremden an ihre ursprüngliche Finanzbehörde zu melden."
13,Die heutige Welt verstehen,Wirtschaft & Gesellschaft,Die Steuerhinterziehung multinationaler Konzerne,Warum macht die digitale Wirtschaft das traditionelle Steuersystem ungeeignet?,"Ein Unternehmen kann Millionen von Nutzern gewinnen, ohne eine steuerpflichtige physische Präsenz auf dem Staatsgebiet zu haben",Digitale Transaktionen sind per Definition für den Zoll unmöglich nachzuverfolgen,"Das Völkerrecht verbietet die Besteuerung von Dienstleistungen, die im Abonnement verkauft werden",IT-Server genießen diplomatische Immunität,"Das traditionelle System beruht auf dem Bestehen einer physischen Betriebsstätte. Die GAFAM können jedoch überall immaterielle Dienstleistungen verkaufen, ohne lokale Büros oder Fabriken zu besitzen.",Wie hoch schätzt die OECD die weltweiten Steuerausfälle durch Steueroptimierung?,Zwischen 100 und 240 Milliarden Dollar pro Jahr,Zwischen 10 und 50 Milliarden Dollar pro Jahr,Mehr als 1.000 Milliarden Dollar pro Jahr,Etwa 1 % der weltweiten Körperschaftsteuer,"Die OECD schätzt diesen Einnahmeausfall auf 100 bis 240 Milliarden Dollar, was 4 % bis 10 % der weltweiten Einnahmen aus der Körperschaftsteuer entspricht.",Worin besteht die 'Säule 2' des OECD-Abkommens von 2021?,Die Einführung eines weltweiten Mindeststeuersatzes von 15 %,Die vollständige Abschaffung der Mehrwertsteuer auf digitale Dienstleistungen,"Das Verbot für Unternehmen, mehr als zwei Tochtergesellschaften im Ausland zu haben",Die Schaffung einer einheitlichen Steuerpolizei unter der Ägide der UN,"Das Abkommen zielt darauf ab, den Steuerwettbewerb zu beenden, indem sichergestellt wird, dass die Gewinne multinationaler Konzerne mit mindestens 15 % besteuert werden.","Welcher Mechanismus ermöglicht es, den steuerpflichtigen Gewinn in einem Hochsteuerland zu reduzieren?",Die Transferpreise für immaterielle Dienstleistungen,Die direkte Zahlung von Steuern an die Zentralbanken,Der Wiederverkauf personenbezogener Daten zum freien Marktpreis,Die Verwendung unregulierter virtueller Währungen,"Durch die Abrechnung von Gebühren (Marken, Patente) von einer Tochtergesellschaft zur anderen schaffen Unternehmen Kosten, die ihren Gewinn dort mindern, wo die Steuern hoch sind.",Was ist das Besondere an der französischen 'GAFAM-Steuer'?,Sie besteuert den auf dem Staatsgebiet erzielten Umsatz anstatt des Gewinns,Sie besteuert nur Unternehmen mit mehr als 10.000 Servern,"Sie besteuert Nutzer, die mehr als 3 Stunden pro Tag in sozialen Netzwerken verbringen",Sie wird ausschließlich in Aktien des betreffenden Unternehmens gezahlt,"Da Gewinne umgeleitet werden, besteuert der Staat direkt den durch digitale Dienste generierten Umsatz, um ein Mindesteinkommen zu sichern."
14,Die heutige Welt verstehen,Wirtschaft & Gesellschaft,Die Krise des Sozialstaates,Welches britische Dokument von 1942 inspiriert die Schaffung des modernen Sozialstaats der Nachkriegszeit?,Der Beveridge-Bericht,Der Marshallplan,Die Atlantik-Charta,Das Programm des französischen CNR,"Der Beveridge-Bericht von 1942 theoretisierte die Universalität des sozialen Schutzes gegen die „fünf großen Riesen“ (Armut, Krankheit usw.) in Großbritannien.",Welches Verhältnis von Erwerbstätigen zu Rentnern schwächt heute die Rentenfinanzierung in Frankreich?,Weniger als 2 Erwerbstätige auf 1 Rentner,Weniger als 1 Erwerbstätiger auf 1 Rentner,Etwa 3 Erwerbstätige auf 1 Rentner,"Etwa 1,5 Erwerbstätige auf 1 Rentner",Der Übergang von 4 Erwerbstätigen pro Rentner in den 1960er Jahren auf weniger als 2 heute verringert mechanisch die Ressourcen zur Finanzierung der Umlagerenten.,Welches gesetzliche Renteneintrittsalter legt die umstrittene französische Reform von 2023 fest?,64 Jahre,65 Jahre,67 Jahre,63 Jahre,"Die Reform von 2023 hat das gesetzliche Renteneintrittsalter von 62 auf 64 Jahre angehoben, um zu versuchen, das finanzielle Gleichgewicht des Systems wiederherzustellen.",Was ist der Hauptunterschied zwischen dem universellen und dem gezielten Modell?,Das universelle Modell kommt allen Bürgern zugute; das gezielte ist prekären Zielgruppen vorbehalten,Das universelle Modell ist privat; das gezielte ist öffentlich,Das universelle Modell ist obligatorisch; das gezielte ist fakultativ,Das universelle Modell deckt nur die Gesundheit ab; das gezielte deckt alle Risiken ab,"Die Universalität zielt darauf ab, die gesamte Bevölkerung ohne Einkommensbedingungen abzudecken, während die gezielte Ausrichtung die Hilfe auf die Ärmsten beschränkt, um die Kosten zu begrenzen.",Warum wird die Globalisierung als Herausforderung für den Sozialstaat wahrgenommen?,Sie schafft einen Wettbewerb bei den Sozialkosten und einen Abwärtssdruck auf Abgaben.,"Sie hindert den Staat technisch daran, Direkthilfen auszuzahlen.",Sie begrenzt den Zugang zu importierten Medikamenten für die Gesundheitssysteme.,Sie verbietet vertraglich die Beibehaltung eines öffentlichen Rentensystems.,"Die Mobilität von Kapital und Unternehmen kann Staaten dazu veranlassen, Steuern und Beiträge zu senken, um attraktiv zu bleiben, wodurch die für Solidarität verfügbaren Mittel verringert werden."
15,Die heutige Welt verstehen,Wirtschaft & Gesellschaft,Die Nord-Süd-Ungleichheit,Welchen Anteil an den weltweiten Einkommen machen die reichsten 10 % nach aktuellen Daten aus?,Mehr als 52 % der weltweiten Einkommen,Mehr als 70 %,Etwa 30 %,Etwa 40 %,"Der Kurs gibt an, dass die reichsten 10 % 52 % der weltweiten Einkommen auf sich vereinen, was eine extreme Konzentration illustriert, im Gegensatz zu den ärmsten 50 %, die nur 8 % erhalten.",Was ist die „Elefantenkurve“ des Ökonomen Branko Milanović?,"Eine Grafik, die zeigt, dass die Gewinner der Globalisierung die asiatischen Mittelschichten und die Superreichen sind","Eine Grafik, die zeigt, dass die weltweiten Ungleichheiten einem biologischen Zyklus folgen",Eine Metapher für die administrative Langsamkeit der Entwicklung,"Ein Modell, das zeigt, dass das Wachstum zunächst nur den Eliten des Nordens zugutekommt","Diese Grafik zeigt, dass die Globalisierung den Aufstieg der Mittelschichten in Asien und die Bereicherung des reichsten 1 % begünstigt hat, während die westlichen Mittelschichten stagnierten.","Welcher Hauptfaktor hat dazu geführt, dass die absolute Armut von 36 % im Jahr 1990 auf weniger als 10 % im Jahr 2019 gesunken ist?",Das Wirtschaftswachstum in China und Indien,Die massive Zunahme internationaler karitativer Spenden,Die allgemeine Reduzierung der Staatsschulden,Die Vereinheitlichung der weltweiten Gesundheitssysteme,Der wirtschaftliche Aufstieg von demografischen Giganten wie China und Indien hat mechanisch Hunderte Millionen Menschen aus der extremen Armut befreit.,Warum benachteiligen ungleiche Terms of Trade die Länder des Südens?,Weil die Preise der exportierten Rohstoffe gegenüber den steigenden Preisen der importierten Produkte schwanken,"Weil die Länder des Südens sich weigern, moderne Technologien zu importieren",Weil der Handel zwischen Ländern desselben Kontinents verboten ist,Weil die Länder des Nordens allein die Produktionsmengen für Kaffee und Kakao festlegen,"Die armen Länder verkaufen Rohstoffe zu instabilen Preisen und kaufen zunehmend teure Industriegüter, was ein dauerhaftes Handelsungleichgewicht schafft.",Welcher Indikator unterstreicht die anhaltende biologische Zerbrechlichkeit zwischen dem Norden und dem Süden?,"Die Lebenserwartung, die zwischen Japan und der Zentralafrikanischen Republik um mehr als 25 Jahre variieren kann",Die Anzahl der Mobiltelefone pro Einwohner,Der Internetzugang in ländlichen Gebieten,Die Nutzungsrate erneuerbarer Energien,Der massive Unterschied in der Lebenserwartung (83 Jahre in Japan gegenüber 55 Jahren in der Zentralafrikanischen Republik) spiegelt den ungleichen Zugang zu lebenswichtigen Gesundheitsinfrastrukturen wider.
16,Die heutige Welt verstehen,Wirtschaft & Gesellschaft,Die weltweite Verschuldung,Welchen symbolischen Indikator hat Die weltweite Verschuldung im Verhältnis zum produzierten Wohlstand überschritten?,Sie macht mehr als 300 % des weltweiten BIP aus,Sie macht etwa 50 % des weltweiten BIP aus,Sie hat sich in nur zwei Jahren verzehnfacht,Sie hat den Gesamtwert der weltweiten Goldreserven überschritten,"Der Kurs stellt in der Einleitung und im Fazit klar, dass sich die weltweite Gesamtverschuldung mittlerweile auf mehr als das Dreifache der jährlichen weltweiten Wohlstandsproduktion beläuft (300 % des BIP).",Warum verursacht die Rekordverschuldung Japans (260 % des BIP) keine Krise?,Seine Schulden werden mehrheitlich von inländischen Gläubigern gehalten,Der japanische Staat hat keinerlei Militärausgaben,"Japan verwendet Gold, um seine gesamte Währung abzusichern",Das Land hat ein Geheimabkommen mit der US-Notenbank unterzeichnet,"Der Kurs erklärt, dass 90 % der japanischen Schulden von den Japanern selbst gehalten werden, was massive Kapitalabflüsse und die Abhängigkeit von ausländischen Märkten verhindert.","Was ist die Hauptgefahr, die von der Modern Monetary Theory (MMT) in Bezug auf die Geldschöpfung identifiziert wird?",Die Inflation,Der technische Bankrott des Staates,Der Rückgang des BIP,Das Verschwinden privater Ersparnisse,"Laut der MMT kann ein souveräner Staat in seiner eigenen Währung nicht bankrott gehen, aber eine übermäßige Geldschöpfung durch Schulden kann zu einem unkontrollierten Anstieg der Preise (Inflation) führen.",Welches ist die spezifische Anfälligkeit von Entwicklungsländern gegenüber Schulden?,Sie leihen oft in Fremdwährungen (Dollar),Sie zahlen ihre Schulden immer zu schnell zurück,Sie können keine Kredite beim IWF aufnehmen,Ihre Zinssätze werden von der UN festgelegt,"Durch die Aufnahme von Krediten in Dollar setzen sich diese Länder dem Wechselkursrisiko aus: Wenn ihre Währung fällt, steigen die Rückzahlungskosten, ohne dass sie etwas dagegen tun können.","Was ist nach der keynesianischen Theorie der ideale Zeitpunkt, um Schulden aufzunehmen?",In einer Periode der Rezession zur Ankurbelung der Aktivität,"In einer Zeit starken Wachstums, um die Inflation zu beschleunigen",Nur zur Finanzierung von Kriegen,"Niemals, der Staat muss immer einen ausgeglichenen Haushalt haben","Keynes empfiehlt, Schulden als wirtschaftlichen Stabilisator zu nutzen: Kredite aufnehmen, wenn die Wirtschaft schlecht läuft, um die Nachfrage zu stützen, und dann zurückzahlen, wenn sie gut läuft."
17,Die heutige Welt verstehen,Wirtschaft & Gesellschaft,"Die Plattformökonomie [Uber, Airbnb...]",Was ist das charakteristische Merkmal des Geschäftsmodells von Plattformen wie Uber und Airbnb?,"Sie schaffen Wert, ohne die für den Dienst erforderlichen physischen Vermögenswerte zu besitzen",Sie funktionieren ohne jeglichen Entscheidungsalgorithmus,Sie beschäftigen alle ihre Dienstleister unter klassischen Arbeitsverträgen,"Sie weigern sich, die persönlichen Daten ihrer Nutzer zu verwenden","Im Gegensatz zu traditionellen Unternehmen sind diese Plattformen Vermittler, die weder die Autos (Uber) noch die Zimmer (Airbnb) besitzen und die Instandhaltung der Vermögenswerte an die Dienstleister delegieren.",Warum ist der Status als Selbstständiger zentral für das Geschäftsmodell von Plattformen?,"Er ermöglicht es, das wirtschaftliche Risiko auszulagern und Sozialbeiträge zu vermeiden","Er garantiert den Arbeitnehmern einen sozialen Schutz, der mit dem von Angestellten identisch ist","Er verpflichtet die Plattformen, einen garantierten Mindestlohn und Urlaub zu zahlen","Er verbietet den Plattformen, Tarife oder Arbeitszeiten vorzuschreiben","Durch die Einstufung der Arbeiter als Selbstständige zahlen die Plattformen keine Arbeitgeberbeiträge und wandeln ihre Fixkosten in variable, aktivitätsproportionale Kosten um.",Was ist die Hauptwirkung von Airbnb auf große Touristenmetropolen?,Ein Aufwärtsdruck auf die Mieten und eine Verringerung des dauerhaften Wohnraums,Ein allgemeiner Rückgang der Grundstückswerte in den Innenstädten,Ein vollständiges Verschwinden des traditionellen Hotelgewerbes,Eine Verringerung der von den Kommunen erhobenen Kurtaxen,"Die höhere Rentabilität der Ferienvermietung führt dazu, dass Eigentümer ihre Immobilien vom klassischen Mietmarkt abziehen, was eine Knappheit erzeugt, die die Preise für die Bewohner in die Höhe treibt.",Wie begünstigt der Netzwerkeffekt die Entstehung von Monopolen?,Der Wert der Dienstleistung für jeden Nutzer wächst mit der Gesamtzahl der Nutzer,"Er verhindert technisch gesehen, dass Wettbewerber ähnliche Anwendungen erstellen","Er reduziert die Qualität der Dienstleistung, je mehr die Plattform wächst","Er zwingt den Staat, die dominierende Plattform zu subventionieren","Der Netzwerkeffekt macht den Dienst effizienter (weniger Wartezeit, mehr Auswahl), je mehr er den Markt dominiert, wodurch eine unüberwindbare Markteintrittsbarriere für kleine Wettbewerber entsteht.","Auf welches Kriterium stützen sich die Gerichte, um Lieferanten als Arbeitnehmer einzustufen?",Das Bestehen eines rechtlichen und technologischen Unterordnungsverhältnisses,"Die bloße Tatsache, dass der Lieferant ein Fahrrad benutzt",Der Gesamtbetrag der von der Plattform gezahlten Vergütung,Das Fehlen eines spezifischen Diploms für die Ausübung der Tätigkeit,"Die Richter sind der Ansicht, dass der Arbeiter kein unabhängiger Partner, sondern ein Untergebener ist, wenn die Plattform die Tarife kontrolliert, die Fahrten überwacht und den Arbeiter sanktionieren kann."
18,Die heutige Welt verstehen,Wirtschaft & Gesellschaft,Die Rolle der Daten (das „Erdöl des 21. Jahrhunderts“),Inwiefern ist die Metapher „Daten sind das Öl des 21. Jahrhunderts“ wissenschaftlich und wirtschaftlich irreführend?,"Im Gegensatz zu Öl sind Daten unerschöpflich, unendlich duplizierbar und gewinnen durch die Nutzung an Wert",Im Gegensatz zu Öl kosten Daten nichts für die Lagerung oder den Transport,"Öl ist eine immaterielle Ressource, während Daten physisch sind","Daten dienen nur der Werbung, während Öl der Industrie dient","Öl ist eine Ressource, deren Bestand durch den Gebrauch abnimmt, während Daten nicht-rivalisierend sind: Ihre Nutzung durch ein Unternehmen verhindert nicht deren Nutzung durch ein anderes, und sie nutzen sich nicht ab.",Welcher wirtschaftliche Mechanismus begünstigt die Entstehung von Monopolen im Datensektor?,Steigende Erträge durch die ständige Verbesserung der Dienste durch die Datenmenge,Massive staatliche Subventionen für nationale Unternehmen,Das völlige Fehlen von Regulierungen in westlichen Ländern,Die sehr hohen Herstellungskosten für physische Rechenzentren,"Je mehr Daten eine Plattform besitzt, desto leistungsfähiger sind ihre Algorithmen, was mehr Nutzer anzieht und den Markt abriegelt, wodurch ein kumulativer Wettbewerbsvorteil entsteht.",Welche Höchststrafe sieht die DSGVO bei einem schwerwiegenden Verstoß für ein Unternehmen vor?,Bis zu 4% des jährlichen weltweiten Umsatzes des Unternehmens,Die sofortige Einstellung der Dienste auf europäischem Territorium,Eine feste Geldstrafe von 1 Milliarde Euro für jede begangene Zuwiderhandlung,Die erzwungene Zerschlagung des europäischen Tochterunternehmens,"Die DSGVO ist besonders abschreckend, da ihre Bußgelder proportional zum weltweiten Umsatz sind, was selbst die größten multinationalen Konzerne massiv trifft.",Was ist der „Überwachungskapitalismus“ laut Shoshana Zuboff?,"Ein Wirtschaftsmodell, das die menschliche Erfahrung als Rohstoff nutzt, um menschliches Verhalten vorherzusagen","Der Einsatz von Kameras in Geschäften, um Warendiebstahl zu verhindern",Der illegale Verkauf von Kreditkartendatenbanken im Dark Web,Die von Staaten ausgeübte Kontrolle über soziale Netzwerke während politischer Krisen,"Dieses **Konzept** beschreibt, wie Unternehmen unsere privaten und kostenlosen Handlungen in prädiktive Daten umwandeln, die auf Märkten für künftiges Verhalten weiterverkauft werden.",Warum verstärkt die **Künstliche Intelligenz** die Dominanz der Technologie-**Giganten**?,"Sie erfordert massive Datenmengen, die nur diese Akteure bereits besitzen","Sie ermöglicht es, alle menschlichen Ingenieure durch Roboter zu ersetzen","Sie ist durch Patente geschützt, die niemand **Andere** verwenden kann",Sie funktioniert ohne Strom und senkt so die Produktionskosten,"Die **Künstliche Intelligenz**, und insbesondere das **Machine Learning**, hängt von der Menge der Trainingsdaten ab. Durch die Kontrolle des Zugangs zu den Daten kontrollieren die **Giganten** die Leistung zukünftiger **Künstliche Intelligenz**."
19,Die heutige Welt verstehen,Wirtschaft & Gesellschaft,Die globale digitale Kluft,Wie viele Menschen haben im Jahr 2024 weltweit immer noch keinen Zugang zum Internet?,"Etwa 2,7 Milliarden Menschen, hauptsächlich in Afrika und Südasien","Etwa 500 Millionen, hauptsächlich in ländlichen Gebieten reicher Länder","Etwa 5 Milliarden, also die große Mehrheit der Weltbevölkerung","Etwa 1 Milliarde, eine Zahl, die sich seit zehn Jahren stabilisiert hat","Nach den Daten des Kurses bleibt etwa ein Drittel der Menschheit (2,7 Milliarden von 8 Milliarden) unverbunden, insbesondere in Subsahara-Afrika (37% Zugang).",Welches Projekt von Elon Musk bietet eine Alternative zu Landkabeln für den Internetzugang?,**Starlink**,Hyperloop,Neuralink,TeslaWifi,"Starlink ist eine Konstellation von Satelliten in einer niedrigen Umlaufbahn, die in der Lage ist, Breitband in weißen Flecken bereitzustellen, in denen terrestrische Infrastrukturen fehlen.",Was ist der im Kurs erwähnte technologische 'saut-de-mouton'?,"Die Übernahme einer fortschrittlichen Technologie (Mobilfunk), ohne den vorherigen Schritt (Festnetz) zu durchlaufen",Der Einsatz von Künstliche Intelligenz zur Automatisierung landwirtschaftlicher Aufgaben in Afrika,Der Ausbau von Glasfaser nur in großen Hauptstädten,Der Verzicht auf digitale Technologien zugunsten analoger Lösungen,"Kenia veranschaulicht dieses Konzept, indem es das mobile Bezahlen per SMS verallgemeinert hat, ohne jemals über ein dichtes Banken- oder Festnetztelefonnetz verfügt zu haben.",Was ist eines der wichtigsten 'immateriellen' Hindernisse für die Nutzung des Internets?,"Die Dominanz von Englisch, das 70 % der Webinhalte ausmacht",Das religiöse Verbot des Zugangs zu sozialen Netzwerken,Der Mangel an Satelliten über der südlichen Hemisphäre,Die zu hohe Geschwindigkeit neuer Prozessoren,"Neben den Kosten stellt die Sprachbarriere ein großes Hindernis für nicht-englischsprachige Bevölkerungsgruppen dar, die keine angepassten Inhalte finden.","Warum birgt Künstliche Intelligenz das Risiko, die digitale Kluft zu vergrößern?","Weil sie Rechenleistung und Daten erfordert, die in reichen Ländern konzentriert sind",Weil sie alle Arbeitsplätze in Entwicklungsländern vernichten wird,Weil Algorithmen systematisch Verbindungen aus Afrika ablehnen,Weil Künstliche Intelligenz nur über Glasfasernetze funktioniert,"Künstliche Intelligenz benötigt immense Ressourcen (Rechenleistung, Daten), über die nicht vernetzte Länder nicht verfügen, was ein Risiko für Abhängigkeit und den Verlust von Souveränität schafft."
20,Die heutige Welt verstehen,Wirtschaft & Gesellschaft,Desinformation und Fake News,Welcher grundlegende Unterschied besteht zwischen „Desinformation“ und „Misinformation“?,"Desinformation ist absichtlich, mit der Absicht zu täuschen",Desinformation betrifft nur visuelle Inhalte,Desinformation kommt nur von Akteuren der Politik,Desinformation ist immer kürzer als die Realität,"Der Unterschied beruht auf der Absicht: **Desinformation** ist eine absichtliche Manipulation, während Fehlinformation die Verbreitung von Fehlern ohne Schadensabsicht ist.",Welche russische „Trollfabrik“ hat laut offiziellen Untersuchungen die US-Wahlen 2016 beeinflusst?,Die **Internet Research Agency**,Die Wagner-Gruppe,Roskomnadzor,Die Agentur TASS,Die **Internet Research Agency** mit Sitz in Sankt Petersburg wurde als das Hauptinstrument der russischen digitalen Einflussnahme im Jahr 2016 identifiziert.,Was ist im Kontext von **Desinformation** eine „**Filterblase**“?,"Eine kognitive Isolation, die durch Empfehlungsalgorithmen erzeugt wird",Eine Software zum Schutz vor Viren,"Eine **Technik** der **Zensur**, die von Staaten angewendet wird","Ein privater Bereich, der zahlenden Abonnenten vorbehalten ist","**Filterblasen** beschränken die erhaltenen Informationen auf das, was unsere aktuellen Überzeugungen bestätigt, und verhindern die Konfrontation mit gegensätzlichen Standpunkten.",Welches Risiko stellt das Aufkommen von **Deepfakes** für die digitale Gesellschaft dar?,Sie machen die Unterscheidung zwischen Realität und Einbildung extrem schwierig,Sie verlangsamen die weltweite Internetverbindung,Sie löschen automatisch verifizierte Konten,Sie ersetzen Journalisten durch **Bots**,"Die Leistungsfähigkeit der KI ermöglicht es, visuelle und akustische Beweise zu fabrizieren, die mit bloßem Auge nicht erkennbar sind, was die Glaubwürdigkeit jeglicher Information bedroht.",Welche Studie des **MIT** (2018) hat die Asymmetrie zwischen wahren und falschen Informationen in sozialen Netzwerken nachgewiesen?,Falsche Informationen verbreiten sich sechsmal schneller als wahre,**Fake News** werden doppelt so schnell geschrieben,Falsche Informationen kosten zehnmal mehr in der Produktion,Soziale Netzwerke sind für 90 % der Inflation verantwortlich,"Die Studie hat bewiesen, dass die Viralität von Falschmeldungen auf Twitter die der wahren Nachrichten aufgrund ihrer Neuheit und emotionalen Aufladung bei weitem übertrifft."
21,Die heutige Welt verstehen,Umwelt & Zukunft,Das Ozonloch (und seine Heilung),Welche Familie industrieller Moleküle hat hauptsächlich die Ozonschicht zerstört?,"Die **FCKW**, oder CFC-Gase",Kohlenstoffdioxid,Methan,Stickstoffoxide,"FCKW setzen Chlor in der Stratosphäre frei, was die Ozonmoleküle (O₃) bei einer durch UV-Strahlung ausgelösten chemischen Reaktion spaltet.",In welchem Jahr und von wem wurde das „Loch“ in der Ozonschicht physisch entdeckt?,1985 durch den British Antarctic Survey,1974 durch Molina und Rowland,1987 durch die UN,1995 durch die NASA,"Obwohl die Theorie bereits 1974 formuliert wurde, war es die britische Expedition im Jahr 1985, welche durch Beobachtung die Existenz eines Lochs über der Antarktis bestätigte.",Was ist das diplomatische Merkmal des Montreal-Protokoll?,"Es ist der erste Vertrag, der eine universelle Ratifizierung erreicht hat","Es ist der erste Vertrag der Geschichte, der CO2 verbietet",Er wurde nur von Industrieländern unterzeichnet,Er wurde von Chemieunternehmen abgelehnt,"Mit 197 Unterzeichnerstaaten ist das Montreal-Protokoll das einzige Umweltabkommen, das von allen Mitgliedstaaten der UN ratifiziert wurde.",Warum ist der Erfolg gegen FCKW für das Klima nur schwer zu wiederholen?,CO2 ist mit fast der gesamten menschlichen wirtschaftlichen Aktivität verbunden,Es gibt keine technologische Alternative zu Kohlenstoff,Wissenschaftler sind sich über den Ursprung von CO2 nicht einig,CO2 zerstört die Ozonschicht nicht,"Im Gegensatz zu FCKW, bei denen es sich um spezifische Industrieprodukte handelte, ist CO2 der Motor unserer Energie, was seine Reduzierung strukturell viel komplexer macht.",Wann wird sich die Ozonschicht wissenschaftlichen Schätzungen zufolge wieder erholt haben?,Gegen 2065-2070,Bis 2030,Sie wird sich nie wieder erholen,Gegen 2150,"Aufgrund der Beständigkeit schädlicher Moleküle, die sich bereits in der Luft befinden, dauert der vollständige Heilungsprozess nach dem Stopp der Emissionen mehrere Jahrzehnte."
22,Die heutige Welt verstehen,Umwelt & Zukunft,Die Biodiversitätskrise,Um wie viel Prozent sind die Bestände von wildlebenden Wirbeltieren laut dem WWF zwischen 1970 und 2018 im Durchschnitt zurückgegangen?,69 %,35 %,50 %,94 %,Der Living Planet Report 2022 zeigt einen durchschnittlichen Rückgang von 69 % für alle weltweit beobachteten Wirbeltierpopulationen auf.,Welcher dieser Faktoren gilt als Hauptursache für den Verlust der biologischen Vielfalt?,Änderung der Land- und Meeresnutzung,Der Klimawandel,Invasive gebietsfremde Arten,Plastikverschmutzung,"Die Zerstörung und Fragmentierung von Lebensräumen (Änderung der Landnutzung) ist die Hauptursache für den Rückgang, noch vor dem Klima und der Verschmutzung.",In welcher Region der Welt ist der dramatischste Rückgang der Wildtierpopulationen zu verzeichnen (94 %)?,Lateinamerika und die Karibik,Westeuropa,Südostasien,Afrika südlich der Sahara,In den tropischen Gebieten Lateinamerikas ist der Bestand an Wirbeltierpopulationen seit 1970 im Durchschnitt um 94 % zurückgegangen.,Was versteht man unter einem 'ökologischen Kipppunkt'?,"Eine kritische Schwelle, jenseits derer ein Ökosystem seinen Zustand irreversibel verändert","Der Moment, in dem eine Art offiziell unter Schutz gestellt wird",Der Treffpunkt zweier Ozeane mit unterschiedlichem Salzgehalt,Das perfekte Gleichgewicht zwischen menschlichem Verbrauch und natürlicher Regeneration,"Ein Kipppunkt bezeichnet einen abrupten systemischen Bruch, bei dem eine Rückkehr zum Ausgangszustand unmöglich wird (wie die Versteppung des Amazonasgebietes).",Wie viele Arten sind laut IPBES im Jahr 2019 heute vom Aussterben bedroht?,Etwa 1 Million,Fast 100 000,Mehr als 100 Millionen,Etwa 500 000,"Der globale Berichtsstatus der **IPBES** hat davor gewarnt, dass eine Million Tier- und Pflanzenarten von einem unmittelbaren Aussterben bedroht sind."
