courseId,aliasTerm,canonicalDisplayTerm,classification,explanation,source
course_128_l_expressionnisme_munch_et_le_cri,"deutsche Expressionismus (Die Brücke, Der Blaue Reiter)","Der deutsche Expressionismus (Die Brücke, Der Blaue Reiter)",concept,"Deutsche Kunstströmungen (1905-1920), die den Expressionismus auf die Spitze trieben: radikale Deformation der Formen, grelle Farben, beängstigende Themen. Kirchner, Kandinsky, Nolde reagierten auf die Modernisierung und kündigten das Trauma von 1914 an.",short_form
course_128_l_expressionnisme_munch_et_le_cri,1883,Der Ausbruch des Krakatau (1883) und der rote Himmel,evenementConnexe,"Der katastrophale Ausbruch des Krakatau schleuderte Asche in die Luft, die weltweit monatelang die Sonnenuntergänge blutrot färbte. Munch notierte in seinem Tagebuch, er habe einen roten Himmel „aus Blut und Feuer“ gesehen – vermutlich dieses Phänomen.",short_form
course_128_l_expressionnisme_munch_et_le_cri,Der Ausbruch des Krakatau  und der rote Himmel,Der Ausbruch des Krakatau (1883) und der rote Himmel,evenementConnexe,"Der katastrophale Ausbruch des Krakatau schleuderte Asche in die Luft, die weltweit monatelang die Sonnenuntergänge blutrot färbte. Munch notierte in seinem Tagebuch, er habe einen roten Himmel „aus Blut und Feuer“ gesehen – vermutlich dieses Phänomen.",short_form
course_128_l_expressionnisme_munch_et_le_cri,Deutscher Expressionismus,"Deutscher Expressionismus (Die Brücke, Der Blaue Reiter)",concept,"Deutsche Kunstströmungen (1905-1920), die den Expressionismus auf die Spitze trieben: radikale Deformation der Formen, grelle Farben, beängstigende Themen. Kirchner, Kandinsky, Nolde reagierten auf die Modernisierung und kündigten das Trauma von 1914 an.",short_form
course_128_l_expressionnisme_munch_et_le_cri,Ausbruch des Krakatau  und der rote Himmel,Ausbruch des Krakatau (1883) und der rote Himmel,evenementConnexe,"Der katastrophale Ausbruch des Krakatau schleuderte Asche in die Atmosphäre, die die Sonnenuntergänge in der ganzen Welt monatelang blutrot färbte. Munch notierte in seinem Tagebuch, einen Himmel „aus Blut und Feuer“ gesehen zu haben – wahrscheinlich dieses Phänomen.",short_form
course_128_l_expressionnisme_munch_et_le_cri,Der Blaue Reiter,"Die Brücke, Der Blaue Reiter",concept,"Deutsche Kunstströmungen (1905-1920), die den Expressionismus auf die Spitze trieben: radikale Deformation der Formen, grelle Farben, beängstigende Themen. Kirchner, Kandinsky, Nolde reagierten auf die Modernisierung und kündigten das Trauma von 1914 an.",content_link
course_129_l_art_abstrait_kandinsky_et_mondrian,Bauhaus und die Synthese von Kunst und Industrie,Das Bauhaus und die Synthese von Kunst und Industrie,concept,"1919 in Weimar gegründete Kunst- und Designschule, die versuchte, die bildende Kunst und das Kunsthandwerk miteinander zu versöhnen. Kandinsky und Klee lehrten dort. Ihre minimalistische und funktionale Ästhetik ist im zeitgenössischen Design allgegenwärtig.",short_form
course_129_l_art_abstrait_kandinsky_et_mondrian,De Stijl,Der Neoplastizismus von Mondrian (De Stijl),concept,"Niederländische Bewegung, gegründet 1917: Reduzierung der Kunst auf die reinsten Elemente - horizontale und vertikale Linien, Primärfarben, Weiß und Schwarz. Mondrian suchte nach einer universellen visuellen Sprache jenseits jeder spezifischen Kultur.",short_form
course_129_l_art_abstrait_kandinsky_et_mondrian,Der Neoplastizismus von Mondrian,Der Neoplastizismus von Mondrian (De Stijl),concept,"Niederländische Bewegung, gegründet 1917: Reduzierung der Kunst auf die reinsten Elemente - horizontale und vertikale Linien, Primärfarben, Weiß und Schwarz. Mondrian suchte nach einer universellen visuellen Sprache jenseits jeder spezifischen Kultur.",short_form
course_129_l_art_abstrait_kandinsky_et_mondrian,Neoplastizismus von Mondrian (De Stijl),Der Neoplastizismus von Mondrian (De Stijl),concept,"Niederländische Bewegung, gegründet 1917: Reduzierung der Kunst auf die reinsten Elemente - horizontale und vertikale Linien, Primärfarben, Weiß und Schwarz. Mondrian suchte nach einer universellen visuellen Sprache jenseits jeder spezifischen Kultur.",short_form
course_130_le_pop_art_warhol_et_lichtenstein,amerikanische Konsumgesellschaft der 1950er-60er Jahre,Die amerikanische Konsumgesellschaft der 1950er-60er Jahre,concept,"Nach dem Krieg produzierte die amerikanische Wirtschaft einen nie dagewesenen Überfluss. Werbung und Massenmedien schufen eine Kultur standardisierter Bilder, die die Pop Art als künstlerisches Material nutzte und so die Grenze zwischen Kunst und Produkt hinterfragte.",short_form
course_130_le_pop_art_warhol_et_lichtenstein,Walter Benjamin,Die Aura und die mechanisierte Reproduktion (Walter Benjamin),concept,"Benjamin (1935) analysierte, wie die technische Reproduktion die „Aura“ des einzigartigen Werks zerstört. Warhol radikalisierte diese Idee: Durch die mechanische Reproduktion populärer Bilder hinterfragte er den Begriff des Originals und des Autors selbst.",short_form
course_130_le_pop_art_warhol_et_lichtenstein,Die Aura und die mechanisierte Reproduktion,Die Aura und die mechanisierte Reproduktion (Walter Benjamin),concept,"Benjamin (1935) analysierte, wie die technische Reproduktion die „Aura“ des einzigartigen Werks zerstört. Warhol radikalisierte diese Idee: Durch die mechanische Reproduktion populärer Bilder hinterfragte er den Begriff des Originals und des Autors selbst.",short_form
course_130_le_pop_art_warhol_et_lichtenstein,Aura und die mechanisierte Reproduktion (Walter Benjamin),Die Aura und die mechanisierte Reproduktion (Walter Benjamin),concept,"Benjamin (1935) analysierte, wie die technische Reproduktion die „Aura“ des einzigartigen Werks zerstört. Warhol radikalisierte diese Idee: Durch die mechanische Reproduktion populärer Bilder hinterfragte er den Begriff des Originals und des Autors selbst.",short_form
course_130_le_pop_art_warhol_et_lichtenstein,Aura und die mechanische Reproduktion,Aura und die mechanische Reproduktion (Walter Benjamin),concept,"Benjamin (1935) analysierte, wie die technische Reproduktion die „Aura“ des einzigartigen Werks zerstört. Warhol radikalisierte diese Idee: Durch die mechanische Reproduktion populärer Bilder hinterfragte er den Begriff des Originals und des Autors selbst.",short_form
course_130_le_pop_art_warhol_et_lichtenstein,Amerikanische Konsumgesellschaft der 1950er-60er Jahre,amerikanische Konsumgesellschaft der 1950er-60er Jahre,concept,"Nach dem Krieg produzierte die amerikanische Wirtschaft einen nie dagewesenen Überfluss. Werbung und Massenmedien schufen eine Kultur standardisierter Bilder, die die Pop Art als künstlerisches Material nutzte und so die Grenze zwischen Kunst und Produkt hinterfragte.",content_link
course_131_la_naissance_de_la_musique_electronique,Theremin,Das Theremin,concept,"Erstes elektronisches Instrument (1920), das ohne physischen Kontakt gespielt wird: Zwei Antennen erfassen die Position der Hände und steuern Tonhöhe sowie Lautstärke. Sein ätherischer Klang wurde in Horrorfilmen der 1950er Jahre und von den Beach Boys verwendet.",short_form
course_131_la_naissance_de_la_musique_electronique,Detroit Techno,Chicago House und Detroit Techno,concept,"House (Chicago, 1984) verwendete Drumcomputer und tiefe Bässe. Der Techno (Detroit, 1986-1988) war kälter und mechanischer. Beide entstanden in marginalisierten schwarzen und Latino-Gemeinschaften und wurden zu weltweiten Phänomenen.",content_link
course_132_bob_dylan_et_la_folk_protest,Woody Guthrie,Das Americana Folk-Revival (Woody Guthrie),concept,Wiederentdeckung traditioneller amerikanischer Musik durch urbane Künstler in den 1950er-60er Jahren. Pete Seeger und Woody Guthrie machten den Folk zum Soundtrack der Arbeiter- und Bürgerrechtsbewegung. Dylan war deren Wundererbe.,short_form
course_132_bob_dylan_et_la_folk_protest,Das Americana Folk-Revival,Das Americana Folk-Revival (Woody Guthrie),concept,Wiederentdeckung traditioneller amerikanischer Musik durch urbane Künstler in den 1950er-60er Jahren. Pete Seeger und Woody Guthrie machten den Folk zum Soundtrack der Arbeiter- und Bürgerrechtsbewegung. Dylan war deren Wundererbe.,short_form
course_132_bob_dylan_et_la_folk_protest,Americana Folk-Revival (Woody Guthrie),Das Americana Folk-Revival (Woody Guthrie),concept,Wiederentdeckung traditioneller amerikanischer Musik durch urbane Künstler in den 1950er-60er Jahren. Pete Seeger und Woody Guthrie machten den Folk zum Soundtrack der Arbeiter- und Bürgerrechtsbewegung. Dylan war deren Wundererbe.,short_form
course_132_bob_dylan_et_la_folk_protest,Folk-Revival,Das Americana Folk-Revival,concept,Wiederentdeckung traditioneller amerikanischer Musik durch urbane Künstler in den 1950er-60er Jahren. Pete Seeger und Woody Guthrie machten den Folk zum Soundtrack der Arbeiter- und Bürgerrechtsbewegung. Dylan war deren Wundererbe.,content_link
course_133_le_hip_hop_naissance_d_une_culture,Autobahnpolitik von Robert Moses,Die Autobahnpolitik von Robert Moses,concept,"New Yorker Stadtplaner, der Stadtautobahnen baute, die in den 1950er und 60er Jahren die Arbeiterviertel der Bronx verwüsteten. Die Cross-Bronx Expressway zerstörte 60.000 Wohnungen und schuf die Bedingungen der Verahrlosung, in denen der Hip-Hop entstand.",short_form
course_134_l_opera_de_verdi,italienische Risorgimento,Das italienische Risorgimento,concept,"Bewegung der nationalen Wiedervereinigung Italiens (ca. 1815-1871). Verdis Opern – insbesondere „Va, pensiero“ aus Nabucco – wurden zu nationalistischen Hymnen. Verdi selbst war ein Symbol: Sein Name wurde als Akronym für Vittorio Emanuele Re D'Italia verwendet.",short_form
course_135_mozart_enfant_prodige_et_vie_tragique,Situation des Musikers im 18. Jahrhundert,Die Situation des Musikers im 18. Jahrhundert,concept,"Sozialer Status, bei dem der Musiker als Bediensteter eines Adligen oder Prälaten betrachtet wird und nach den Wünschen seines Patrons komponieren und spielen muss.",short_form
course_135_mozart_enfant_prodige_et_vie_tragique,Freimaurerei und Die Zauberflöte,Die Freimaurerei und Die Zauberflöte,referenceHistorique,"Die Zauberflöte (1791) ist eine freimaurerische Allegorie: Taminos Einweihungsprüfungen und der Kampf zwischen Licht und Dunkelheit spiegeln die freimaurerischen Rituale und Ideale der Aufklärung wider, denen Mozart seit 1784 angehörte.",short_form
course_135_mozart_enfant_prodige_et_vie_tragique,Freimaurerei,die Freimaurerei,lieuInstitution,"Brüderliche Organisation mit Initiationsritalen, deren Ideale von Freiheit und Gleichheit die Philosophie und die letzten Werke von Mozart stark geprägt haben.",short_form
course_135_mozart_enfant_prodige_et_vie_tragique,Zauberflöte,Die Zauberflöte,referenceHistorique,"Mozarts letzte Oper (1791), die Volksmärchen mit freimaurerischem Symbolismus verbindet und auf Deutsch für ein populäres Theater geschrieben wurde.",short_form
course_136_beethoven_genie_et_surdite,Ode an die Freude und die Europahymne,Die Ode an die Freude und die Europahymne,concept,"Der letzte Bewegung der 9. Symphonie, basierend auf Schillers Gedicht, wurde 1985 zur offiziellen Hymne der Europäischen Union. Der Universalismus seiner Botschaft (Brüderlichkeit der Menschheit) macht sie zum Symbol des europäischen Ideals der Einheit.",short_form
course_136_beethoven_genie_et_surdite,„absolute“ Musik,absolute Musik,concept,"Ästhetisches Konzept für Musik, die nicht von einer äußeren narrativen oder visuellen Stütze abhängt, sondern durch ihre eigenen Klangstrukturen existiert.",content_link
course_137_la_naissance_du_rock_n_roll,Der Rhythm and Blues,Der Rhythm and Blues (R&B),concept,"Genre der 1940er Jahre, das elektrifizierten Blues, Jazz und **Gospel** kombiniert und von schwarzen Künstlern geschaffen wurde. Der **Rhythm and Blues** war die direkte Basis für den Rock 'n' Roll: Elvis und Chuck Berry ließen sich direkt davon inspirieren.",short_form
course_137_la_naissance_du_rock_n_roll,Rhythm and Blues (R&B),Der Rhythm and Blues (R&B),concept,"Genre der 1940er Jahre, das elektrifizierten Blues, Jazz und **Gospel** kombiniert und von schwarzen Künstlern geschaffen wurde. Der **Rhythm and Blues** war die direkte Basis für den Rock 'n' Roll: Elvis und Chuck Berry ließen sich direkt davon inspirieren.",short_form
course_137_la_naissance_du_rock_n_roll,Rhythm and Blues,Rhythm and Blues (R&B),concept,"Genre der 1940er Jahre, das elektrifizierten Blues, Jazz und **Gospel** kombiniert und von schwarzen Künstlern geschaffen wurde. Der **Rhythm and Blues** war die direkte Basis für den Rock 'n' Roll: Elvis und Chuck Berry ließen sich direkt davon inspirieren.",content_link
course_138_bach_et_la_musique_baroque,gleichstufige Stimmung,Die gleichstufige Stimmung,concept,"Bachs „Wohltemperiertes Klavier“ (48 Präludien und Fugen in allen Tonarten) bewies, dass eine gleichmäßige Stimmung es ermöglichte, in allen Tonarten ohne Verstimmung zu spielen. Dieses System ist dasjenige aller modernen Instrumente.",short_form
course_138_bach_et_la_musique_baroque,Kontrapunkt,Kontrapunkt und Fuge,concept,"Der Kontrapunkt ist die Kunst, mehrere unabhängige Melodien nach harmonischen Regeln zu kombinieren. Die Fuge ist seine am weitesten entwickelte Form: Ein Thema wird nacheinander von verschiedenen Stimmen exponiert und dann in immer komplexeren Kombinationen entwickelt.",content_link
course_139_la_naissance_du_jazz_americain,Congo Square,Congo Square in New Orleans,concept,"Platz, an dem das **Gesetz** von Louisiana es Sklaven erlaubte, sich sonntags zu versammeln, um zu spielen und zu tanzen. Dieser in Nordamerika einzigartige **Ort** ermöglichte die Bewahrung afrikanischer Musiktraditionen, die in Kombination mit europäischer Harmonie zur Geburtsstunde des Jazz führten.",content_link
course_139_la_naissance_du_jazz_americain,Modaler Jazz,Modal Jazz,concept,"Jazzstil, der auf der Verwendung von Modi (Tonleitern) anstatt auf schnellen Akkordwechseln basiert und eine freiere sowie melodischere Improvisation begünstigt.",content_link
course_140_le_blues_racines_de_toute_la_musique_mod,12-Takt-Schema,Das 12-Takt-Schema,concept,"Grundlegende harmonische Architektur des Blues: eine Sequenz von **12 Takte**n in drei Teilen (Tonika, Subdominante, Dominante), die sich wiederholt. Diese unendlich variable Struktur ist das Raster, auf dem der Blues improvisiert wird und das man im Rock, Jazz und Pop wiederfindet.",short_form
course_140_le_blues_racines_de_toute_la_musique_mod,Blue Notes,Die Blue Notes,concept,"„Gebogene“ Töne zwischen zwei Noten der Standard-Tonleiter, die leicht unter ihrer üblichen Tonhöhe gespielt werden. Diese mikrotonalen Beugungen stammen aus der afrikanischen Vokaltradition und verleihen dem Blues seinen besonderen expressiven und ergreifenden Charakter.",short_form
course_140_le_blues_racines_de_toute_la_musique_mod,Field Hollers,Field hollers,concept,"Improvisierte A-cappella-Rufe oder -Gesänge schwarzer Plantagenarbeiter, vokale Vorläufer des Blues, die dem Ausdruck von Emotionen oder der Kommunikation dienten.",content_link
course_140_le_blues_racines_de_toute_la_musique_mod,Work Songs,Work songs,concept,"Kollektive Arbeitslieder, die durch einen regelmäßigen Rhythmus strukturiert sind und helfen, repetitive Bewegungen (Baumwollernte, Gleisbau) zu koordinieren und die Mühsal zu ertragen.",content_link
course_141_la_naissance_de_la_photographie,Kalotypie von William Fox Talbot,Die Kalotypie von William Fox Talbot,concept,"Fotografisches Verfahren auf Papier (um 1840), das es ermöglichte, mehrere Abzüge von einem Negativ zu erstellen – im Gegensatz zur einzigartigen Daguerreotypie. Es ist der direkte Vorläufer der analogen Fotografie, die bis zum digitalen Zeitalter verwendet wurde.",short_form
course_141_la_naissance_de_la_photographie,Camera Obscura,Camera obscura,concept,"Optische Vorrichtung (camera obscura), die aus einem geschlossenen Kasten mit einem kleinen Loch besteht, das Licht hereinlässt, um ein umgekehrtes Bild der äußeren Welt auf eine Wand zu projizieren.",content_link
course_141_la_naissance_de_la_photographie,visuelle Kultur,Visuelle Kultur,concept,"Gesamtheit der Arten und Weisen, wie eine Gesellschaft Bilder wahrnimmt, interpretiert und konsumiert, die mit dem Aufkommen der Fotografie vorherrschend geworden sind.",content_link
course_142_charlie_chaplin_et_le_cinema_muet,Brüder Lumière und das frühe Kino,Die Brüder Lumière und das frühe Kino,referenceHistorique,"Das Kino wurde in Frankreich geboren (Lumière, 1895), wurde aber in den Vereinigten Staaten industrialisiert. Hollywood setzte sich in den 1910er-1920er Jahren dank der kalifornischen Sonne, der Vielfalt der Landschaften und der massiven Einwanderung europäischer Talente durch.",short_form
course_142_charlie_chaplin_et_le_cinema_muet,Slapstick,Der Slapstick,concept,"Komisches Genre des Stummfilms, das auf physischen Gags, Stürzen, Verfolgungsjagden und grotesker Gewalt basiert. Der Begriff stammt von einer Requisite aus dem Theater. Charlot [Der Tramp] führte dieses Genre zur Perfektion, indem er ihm emotionale Tiefe und Sozialkritik hinzufügte.",short_form
course_142_charlie_chaplin_et_le_cinema_muet,das FBI,FBI,lieuInstitution,"Amerikanische Bundesermittlungsbehörde, die unter der Leitung von J. Edgar Hoover Chaplin wegen seiner als zu links geltenden politischen Ansichten verfolgte.",content_link
course_143_orson_welles_et_citizen_kane,Deep Focus,Die Schärfentiefe (Deep Focus),concept,"Filmtechnik, bei der alle Ebenen des Bildes (Vorder-, Mittel- und Hintergrund) gleichzeitig scharf sind, was komplexe Handlungen in einer einzigen Einstellung ermöglicht.",short_form
course_143_orson_welles_et_citizen_kane,Die Schärfentiefe,Die Schärfentiefe (Deep Focus),concept,"Filmtechnik, bei der alle Ebenen des Bildes (Vorder-, Mittel- und Hintergrund) gleichzeitig scharf sind, was komplexe Handlungen in einer einzigen Einstellung ermöglicht.",short_form
course_143_orson_welles_et_citizen_kane,Schärfentiefe (Deep Focus),Die Schärfentiefe (Deep Focus),concept,"Filmtechnik, bei der alle Ebenen des Bildes (Vorder-, Mittel- und Hintergrund) gleichzeitig scharf sind, was komplexe Handlungen in einer einzigen Einstellung ermöglicht.",short_form
course_144_la_nouvelle_vague_francaise,Auteur-Theorie,Die Auteur-Theorie,concept,"Theorie von Truffaut in den Cahiers du Cinéma (1954): Der wahre Autor eines Films ist der Regisseur, der seine persönliche Vision zum Ausdruck bringt. Sie wertete Hollywood-Filmemacher wie Hitchcock oder Hawks auf, die von der akademischen französischen Kritik verachtet wurden.",short_form
course_145_kubrick_2001_l_odyssee_de_l_espace,Slit-scan,Slit-Scan,concept,"Eine fotografische Spezialeffekt-Technik, die von Douglas Trumbull eingesetzt wurde, um die psychedelischen Lichtstreifen am Ende von 2001 zu erzeugen.",content_link
course_146_hitchcock_et_le_suspense,MacGuffin,Der MacGuffin,concept,"Hitchcocks Begriff für das Objekt, das alle Personen verfolgen (der Koffer, die Geheimpläne), dessen Inhalt aber für den Zuschauer völlig unwichtig ist. Entscheidend ist das Verlangen, das es weckt, und die erzählerische Dynamik, die es erzeugt.",short_form
course_146_hitchcock_et_le_suspense,Point-of-View-Shot,Die subjektive Kamera (Point-of-View-Shot),concept,"Technik, bei der die Kamera den Blickwinkel einer Person einnimmt und den Zuschauer genau das erleben lässt, was sie sieht. In Vertigo werden Scotties Schwindelgefühle durch eine speziell für den Film erfundene Zoom-Dolly-Technik übertragen.",short_form
course_146_hitchcock_et_le_suspense,Die subjektive Kamera,Die subjektive Kamera (Point-of-View-Shot),concept,"Technik, bei der die Kamera den Blickwinkel einer Person einnimmt und den Zuschauer genau das erleben lässt, was sie sieht. In Vertigo werden Scotties Schwindelgefühle durch eine speziell für den Film erfundene Zoom-Dolly-Technik übertragen.",short_form
course_146_hitchcock_et_le_suspense,subjektive Kamera (Point-of-View-Shot),Die subjektive Kamera (Point-of-View-Shot),concept,"Technik, bei der die Kamera den Blickwinkel einer Person einnimmt und den Zuschauer genau das erleben lässt, was sie sieht. In Vertigo werden Scotties Schwindelgefühle durch eine speziell für den Film erfundene Zoom-Dolly-Technik übertragen.",short_form
course_146_hitchcock_et_le_suspense,Subjektive Kamera,Die subjektive Kamera,concept,"Technik, bei der die Kamera den Blickwinkel einer Person einnimmt und den Zuschauer genau das erleben lässt, was sie sieht. In Vertigo werden Scotties Schwindelgefühle durch eine speziell für den Film erfundene Zoom-Dolly-Technik übertragen.",content_link
course_147_l_architecture_gothique_les_cathedrales,Strebepfeiler und das Kreuzrippengewölbe,Der Strebepfeiler und das Kreuzrippengewölbe,concept,"Strukturelle Innovationen der Gotik. Das Kreuzripengewölbe verteilt das Gewicht auf die Rippen statt auf die gesamten Mauern. Der Strebebogen leitet den Druck nach außen ab und ermöglicht es, die Wände für Fenster zu öffnen, ohne dass das Gebäude einstürzt.",short_form
course_147_l_architecture_gothique_les_cathedrales,Die Lichttheologie,Die Lichttheologie (Abt Suger),concept,"Suger theoretisierte, dass das göttliche Licht, das durch die farbigen Glasfenster geleitet wird, die Seele zu Gott erhebt. Diese „Metaphysik des Lichts“ inspirierte die gotische Architektur in ihrem Streben nach immer größeren Fenstern und immer höheren Bögen.",short_form
course_147_l_architecture_gothique_les_cathedrales,Lichttheologie (Abt Suger),Die Lichttheologie (Abt Suger),concept,"Suger theoretisierte, dass das göttliche Licht, das durch die farbigen Glasfenster geleitet wird, die Seele zu Gott erhebt. Diese „Metaphysik des Lichts“ inspirierte die gotische Architektur in ihrem Streben nach immer größeren Fenstern und immer höheren Bögen.",short_form
course_148_le_bauhaus,Funktionalismus im Design,Der Funktionalismus im Design,concept,"Prinzip des Bauhauses: Die Form muss der Funktion folgen (form follows function). Ein gut gestaltetes Objekt ist schön, weil es seinen Zweck perfekt erfüllt – ohne überflüssige Ornamente. Dieses Prinzip strukturiert das moderne Industriedesign.",short_form
course_148_le_bauhaus,1933,Die Schließung durch die Nationalsozialisten (1933),evenementConnexe,"Hitler schloss Das Bauhaus im Jahr 1933, da er dessen Ästhetik als „entartet“ betrachtete. Seine Professoren emigrierten in die USA (Gropius nach Harvard, Mies van der Rohe nach Chicago), wo sie die amerikanische Architektur und das Design tiefgreifend beeinflussten.",short_form
course_148_le_bauhaus,Die Schließung durch die Nationalsozialisten,Die Schließung durch die Nationalsozialisten (1933),evenementConnexe,"Hitler schloss Das Bauhaus im Jahr 1933, da er dessen Ästhetik als „entartet“ betrachtete. Seine Professoren emigrierten in die USA (Gropius nach Harvard, Mies van der Rohe nach Chicago), wo sie die amerikanische Architektur und das Design tiefgreifend beeinflussten.",short_form
course_148_le_bauhaus,Schließung durch die Nationalsozialisten (1933),Die Schließung durch die Nationalsozialisten (1933),evenementConnexe,"Hitler schloss Das Bauhaus im Jahr 1933, da er dessen Ästhetik als „entartet“ betrachtete. Seine Professoren emigrierten in die USA (Gropius nach Harvard, Mies van der Rohe nach Chicago), wo sie die amerikanische Architektur und das Design tiefgreifend beeinflussten.",short_form
course_149_la_joconde,leonardische Sfumato,Das leonardische Sfumato,concept,"Technik von Leonardo da Vinci: Hauchdünne, lichtdurchlässige Lasurschichten (manchmal 40 Schichten) erzeugen unmerkliche Übergänge zwischen Licht und Schatten. Es ist dieses Sfumato, das das Lächeln der Mona Lisa so mehrdeutig und schwer fassbar macht.",short_form
course_149_la_joconde,1911,Der Diebstahl der Mona Lisa (1911),evenementConnexe,"Vincenzo Peruggia, ein Angestellter des Louvre, stahl die Mona Lisa und bewahrte sie zwei Jahre lang in seiner Wohnung in Florenz auf. Dieser Diebstahl machte weltweit Schlagzeilen und verwandelte die Mona Lisa, die damals in der breiten Öffentlichkeit kaum bekannt war, in das berühmteste Gemälde der Welt.",short_form
course_149_la_joconde,Der Diebstahl der Mona Lisa,Der Diebstahl der Mona Lisa (1911),evenementConnexe,"Vincenzo Peruggia, ein Angestellter des Louvre, stahl die Mona Lisa und bewahrte sie zwei Jahre lang in seiner Wohnung in Florenz auf. Dieser Diebstahl machte weltweit Schlagzeilen und verwandelte die Mona Lisa, die damals in der breiten Öffentlichkeit kaum bekannt war, in das berühmteste Gemälde der Welt.",short_form
course_149_la_joconde,Diebstahl der Mona Lisa (1911),Der Diebstahl der Mona Lisa (1911),evenementConnexe,"Vincenzo Peruggia, ein Angestellter des Louvre, stahl die Mona Lisa und bewahrte sie zwei Jahre lang in seiner Wohnung in Florenz auf. Dieser Diebstahl machte weltweit Schlagzeilen und verwandelte die Mona Lisa, die damals in der breiten Öffentlichkeit kaum bekannt war, in das berühmteste Gemälde der Welt.",short_form
course_149_la_joconde,Leonardisches Sfumato,leonardische Sfumato,concept,"Technik von Leonardo da Vinci: Hauchdünne, lichtdurchlässige Lasurschichten (manchmal 40 Schichten) erzeugen unmerkliche Übergänge zwischen Licht und Schatten. Es ist dieses Sfumato, das das Lächeln der Mona Lisa so mehrdeutig und schwer fassbar macht.",content_link
course_150_la_nuit_etoilee_van_gogh,Drama von Arles mit Gauguin,Das Drama von Arles mit Gauguin,evenementConnexe,"Van Gogh lud Gauguin ein, sein gelbes Haus in Arles zu teilen. Nach zwei Monaten schwierigen Zusammenlebens löste ein heftiger Streit die Krise von Van Gogh aus, der sich das Ohr abschnitt und sich freiwillig in Saint-Rémy einweisen ließ.",short_form
course_150_la_nuit_etoilee_van_gogh,große Welle vor Kanagawa,Die große Welle vor Kanagawa,referenceHistorique,"Berühmter japanischer Holzschnitt von Hokusai, dessen krummlinige Dynamik die Struktur von Van Goghs Wirbeln zutiefst geprägt hat.",short_form
course_150_la_nuit_etoilee_van_gogh,Die Große Welle vor Kanagawa,Die große Welle vor Kanagawa,referenceHistorique,"Berühmter japanischer Holzschnitt von Hokusai, dessen krummlinige Dynamik die Struktur von Van Goghs Wirbeln zutiefst geprägt hat.",content_link
course_151_guernica_picasso,1936-1939,Der Spanische Bürgerkrieg (1936-1939),evenementConnexe,"Konflikt zwischen der Spanischen Republik und dem frankistischen Aufstand, der von Nazideutschland und dem faschistischen Italien unterstützt wurde. Spanien war das Experimentierfeld für die neuen Bombardierungstaktiken des kommenden Zweiten Weltkriegs.",short_form
course_151_guernica_picasso,Der Spanische Bürgerkrieg,Der Spanische Bürgerkrieg (1936-1939),evenementConnexe,"Konflikt zwischen der Spanischen Republik und dem frankistischen Aufstand, der von Nazideutschland und dem faschistischen Italien unterstützt wurde. Spanien war das Experimentierfeld für die neuen Bombardierungstaktiken des kommenden Zweiten Weltkriegs.",short_form
course_151_guernica_picasso,Spanische Bürgerkrieg (1936-1939),Der Spanische Bürgerkrieg (1936-1939),evenementConnexe,"Konflikt zwischen der Spanischen Republik und dem frankistischen Aufstand, der von Nazideutschland und dem faschistischen Italien unterstützt wurde. Spanien war das Experimentierfeld für die neuen Bombardierungstaktiken des kommenden Zweiten Weltkriegs.",short_form
course_151_guernica_picasso,Legion Condor,Die Legion Condor,concept,"Militärische Luftwaffeneinheit der Luftwaffe, die nach Spanien geschickt wurde, um Franco zu unterstützen und die neuen Taktiken der Sättigungsbombardierung zu testen. Die Bombardierung von Guernica war ihr erster massiver Einsatz gegen eine zivile Stadt.",short_form
course_151_guernica_picasso,Spanischer Bürgerkrieg,Der Spanische Bürgerkrieg,evenementConnexe,"Konflikt zwischen der Spanischen Republik und dem frankistischen Aufstand, der von Nazideutschland und dem faschistischen Italien unterstützt wurde. Spanien war das Experimentierfeld für die neuen Bombardierungstaktiken des kommenden Zweiten Weltkriegs.",content_link
course_152_la_liberte_guidant_le_peuple_delacroix,27.–29. Juli 1830,Die Trois Glorieuses (27.–29. Juli 1830),evenementConnexe,"Drei revolutionäre Tage, die König Karl X. stürzten, der die Pressefreiheit aufheben und das Wahlrecht einschränken wollte. Louis-Philippe I. bestieg an seiner Stelle den konstitutionellen Thron.",short_form
course_152_la_liberte_guidant_le_peuple_delacroix,Die Trois Glorieuses,Die Trois Glorieuses (27.–29. Juli 1830),evenementConnexe,"Drei revolutionäre Tage, die König Karl X. stürzten, der die Pressefreiheit aufheben und das Wahlrecht einschränken wollte. Louis-Philippe I. bestieg an seiner Stelle den konstitutionellen Thron.",short_form
course_152_la_liberte_guidant_le_peuple_delacroix,Trois Glorieuses (27.–29. Juli 1830),Die Trois Glorieuses (27.–29. Juli 1830),evenementConnexe,"Drei revolutionäre Tage, die König Karl X. stürzten, der die Pressefreiheit aufheben und das Wahlrecht einschränken wollte. Louis-Philippe I. bestieg an seiner Stelle den konstitutionellen Thron.",short_form
course_152_la_liberte_guidant_le_peuple_delacroix,"Marianne, Symbol der Republik","Die Marianne, Symbol der Republik",concept,"Weibliche allegorische Figur, die seit der Revolution die Französische Republik verkörpert. Ihre phrygische Mütze (Symbol der antiken Freiheit) ist ihr markantes Attribut. Die Freiheit von Delacroix ist ihr Gründungsbild, das in allen Rathäusern Frankreichs reproduziert wird.",short_form
