Nom du cours,Classification,Terme,Explication
Die italienische Renaissance,Personage,Pico della Mirandola,"Italienischer humanistischer Philosoph, Autor der 'Rede über die Würde des Menschen', ein Grundlagentext, der die menschliche Freiheit ins Zentrum der Schöpfung stellt."
Die italienische Renaissance,Andere,Tempera,"Mittelalterliche Maltechnik, bei der Eigelb zur Bindung der Pigmente verwendet wurde; sie wurde während der Renaissance durch die flexiblere und leuchtkräftigere Ölmalerei ersetzt."
Die Geburt des Impressionismus,Konzept,Avantgarde,"Künstlerische oder intellektuelle Bewegung, die mit den Konventionen der Vergangenheit bricht, um neue ästhetische Wege zu erkunden."
Die Geburt des Impressionismus,Personage,Michel-Eugène Chevreul,"Französischer Chemiker, dessen 'Gesetz des simultanen Farbkontrasts' (1839) theoretisch die Verwendung der Komplementärfarben durch die Impressionisten begründete."
Die Geburt des Impressionismus,Ort,Café Guerbois,"Berühmtes Pariser Etablissement, in dem sich die Avantgarde (Manet, Monet, Renoir, Zola) traf, um über die moderne Malerei zu debattieren."
Die Geburt des Impressionismus,Personage,Paul Durand-Ruel,"Mutiger Kunsthändler, der die Impressionisten finanziell unterstützte und ihren internationalen Erfolg, insbesondere in den Vereinigten Staaten, ermöglichte."
Die Geburt des Impressionismus,Bewegung,japanische Farbholzschnitte,"Holzschnitte (Ukiyo-e), die im 19. Jahrhundert nach Europa gelangten und deren asymmetrische Bildausschnitte und flächige Farben Degas und Monet faszinierten."
Die Geburt des Impressionismus,Bewegung,Neoimpressionismus,"Bewegung nach dem Impressionismus, angeführt von Georges Seurat, welche die Zerlegung der Farbe in Form von Punkten wissenschaftlich anwendete."
Caravaggio und das Chiaroscuro,Personage,Michelangelo Merisi,"Geburtsname von Caravaggio, den er zugunsten des Namens seines Herkunftsdorfes aufgab, um Verwechslungen mit Michelangelo (Buonarroti) zu vermeiden."
Caravaggio und das Chiaroscuro,Ort,Porto Ercole,"Küstenstadt in der Toskana, in der Caravaggio 1610 an Krankheit und Erschöpfung starb, während er versuchte, nach Rom zurückzukehren, um seine Begnadigung zu erhalten."
Caravaggio und das Chiaroscuro,Bewegung,Gegenreformation,"Bewegung der katholischen Kirche mit dem Ziel, den Glauben zu stärken und auf die protestantische Reformation zu reagieren, wobei insbesondere die Kunst als Werkzeug der Überzeugung und Emotion eingesetzt wurde."
Caravaggio und das Chiaroscuro,Bewegung,Manierismus,"Künstlerischer Stil der Spät-Renaissance, der sich durch gelängte Formen, komplexe Kompositionen und eine bewusste Abkehr vom Naturalismus zugunsten der Künstlichkeit auszeichnet."
Rembrandt und die flämische Schule,Konzept,Hell-Dunkel-Malerei,"Malerische Technik, die mit starken Kontrasten zwischen hellen Bereichen und Schattenzonen spielt, um Volumen und dramatische Tiefe zu erzeugen."
Rembrandt und die flämische Schule,Ereignis,Privatinsolvenz,"Im Jahr 1656 wird Rembrandt infolge massiver Schulden, die mit seinem Lebensstil und seinen Sammlungen zusammenhingen, für zahlungsunfähig erklärt und verliert seinen gesamten materiellen Besitz."
Rembrandt und die flämische Schule,Ort,Kloveniersdoelen,"Sitz der Amsterdamer Bogenschützen, wo die großen Gruppenporträts der Bürgerwehren ursprünglich ausgestellt waren."
Rembrandt und die flämische Schule,Personage,Vermeer,"Holländischer Maler und Zeitgenosse von Rembrandt, berühmt für seine ruhigen Innenszenen und seinen meisterhaften Umgang mit natürlichem Licht."
"Die Romantik in der Malerei (Delacroix, Géricault)",Bewegung,Klassizismus,"Dominanter Stil in Frankreich von der Revolution bis in die 1820er Jahre: Klarheit, edle Themen aus der Antike, Vorrang der Zeichnung vor der Farbe. Die Revolution und Napoleon machten ihn zu ihrem offiziellen Stil."
"Die Romantik in der Malerei (Delacroix, Géricault)",Personage,Shakespeare,"Englischer Dramatiker (1564-1616), dessen tragische und leidenschaftliche Werke eine bedeutende Inspirationsquelle für die Maler der Romantik waren."
"Die Romantik in der Malerei (Delacroix, Géricault)",Personage,Byron,"Lord Byron (1788-1824), ein britischer Dichter, der den gequälten und engagierten romantischen Helden verkörperte und während des griechischen Unabhängigkeitskrieges starb."
"Die Romantik in der Malerei (Delacroix, Géricault)",Konzept,Abolitionist,"Denkrichtung, die auf die Abschaffung der Sklaverei abzielt – eine Sache, die Géricault in seinen Porträts schwarzer Männer unterstützte."
"Die Romantik in der Malerei (Delacroix, Géricault)",Ereignis,Julirevolution,"Pariser Revolution vom 27., 28. und 29. Juli 1830, die König Karl X. zugunsten von Louis-Philippe I. stürzte."
"Die Romantik in der Malerei (Delacroix, Géricault)",Bewegung,Orientalismus,"Künstlerische Strömung des 19. Jahrhunderts, fasziniert von den Kulturen des Maghrebs und des Nahen Ostens, die oft fantasievoll verklärt oder während Expeditionen entdeckt wurden."
Der Kubismus: Picasso und Braque,Datum,Quattrocento,"Bezeichnet das italienische 15. Jahrhundert, eine Periode, die durch die Erfindung der Linearperspektive und die Erneuerung der Künste geprägt war."
Der Kubismus: Picasso und Braque,Konzept,Passagen,"Von Cézanne initiierte malerische Technik, bei der die Ebenen ineinandergeschoben werden, um die Kontinuität der Volumina aufzubrechen."
Der Kubismus: Picasso und Braque,Konzept,afrikanische und ozeanische Kunst,"Gesamtheit ritueller Werke (Masken, Skulpturen), deren geometrische und symbolische Struktur Picasso dazu inspirierte, den europäischen Realismus zu verlassen."
Der Kubismus: Picasso und Braque,Ort,Trocadéro,"Ehemaliges Pariser Museum für Ethnographie, in dem die Avantgarde-Künstler zu Beginn des 20. Jahrhunderts die nicht-westliche Kunst entdeckten."
Der Kubismus: Picasso und Braque,Personage,Apollinaire,"Französischer Dichter und Kunstkritiker (1880-1918), unermüdlicher Verfechter des Kubismus und Autor von „Les Peintres cubistes“."
Der Kubismus: Picasso und Braque,Bewegung,Groupe de Puteaux,"Kollektiv kubistischer Künstler (Duchamp, Léger, Delaunay), die einen theoretischeren und farbenfroheren Ansatz als den von Picasso bevorzugten."
Der Kubismus: Picasso und Braque,Konzept,Grafikdesign,"Disziplin, die Bild und Typografie zur Kommunikation nutzt; sie hat vom Kubismus die Dekonstruktion des Layouts geerbt."
Der Surrealismus: Dalí und Magritte,Konzept,Cadavre Exquis,"Von den Surrealisten erfundenes Gemeinschaftsspiel, bei dem ein Satz oder eine Zeichnung von mehreren Personen zusammengestellt wird, ohne dass eine von ihnen die vorherige Zusammenarbeit oder die vorangegangenen Beiträge berücksichtigen kann."
Der Surrealismus: Dalí und Magritte,Bewegung,Magischer Realismus,"Mal- oder Literaturstil, der wunderbare oder irrationale Elemente in einen realistischen Rahmen integriert und so ein Gefühl der Befremdung erzeugt, ohne in die reine Fantastik abzugleiten."
Der Expressionismus: Munch und Der Schrei,Konzept,Entzauberung,Prozess des Bruchs mit traditionellen Überzeugungen und das Gefühl des Sinnverlusts angesichts der Rationalisierung und Modernisierung der Gesellschaft.
Der Expressionismus: Munch und Der Schrei,Konzept,Subjektivität,"Eigenschaft dessen, was dem Subjekt im Gegensatz zum Objekt eigen ist. In der Kunst bedeutet es, die persönliche und emotionale Wahrnehmung vor die faktische Beobachtung zu stellen."
Der Expressionismus: Munch und Der Schrei,Konzept,Nichts,"Fehlen von Sinn oder Grundlage der Existenz, ein zentrales Thema der existentialistischen Philosophie, das in dem Werk von Munch ein visuelles Echo findet."
Der Expressionismus: Munch und Der Schrei,Ort,Ekeberg,"Hügel über Oslo, auf dem Munch spazieren ging, als er die visuelle Epiphanie hatte, die „Der Schrei“ inspirierte."
Der Expressionismus: Munch und Der Schrei,Institution,Nationalgalerie Oslo,"Norwegisches Museum, das die berühmteste Version (1893) des Gemäldes „Der Schrei“ bewahrt."
Der Expressionismus: Munch und Der Schrei,Bewegung,Surrealismus,"Künstlerische Bewegung, die die Mechanismen des Unterbewussten und des Traums erforscht und teilweise von der Ausdrucksfreiheit des Expressionismus beeinflusst wurde."
Die abstrakte Kunst: Kandinsky und Mondrian,Konzept,Mimesis,"Griechischer Begriff, der die Nachahmung der Natur oder der realen Welt in der Kunst bezeichnet. Die Abstraktion ist der erste totale Bruch mit diesem Jahrtausende alten Prinzip."
Die abstrakte Kunst: Kandinsky und Mondrian,Andere,Dekantierung,"Metaphorischer Prozess, durch den ein Künstler wie Mondrian seine Vision der Realität schrittweise reinigt, um nur noch die wesentlichen Kraftlinien beizubehalten."
Die abstrakte Kunst: Kandinsky und Mondrian,Bewegung,lyrische Abstraktion,"Strömung der abstrakten Kunst, initiiert durch Kandinsky, die den direkten Ausdruck von Emotionen und Innerlichkeit durch organische Formen und freie Farbspiele bevorzugt."
Die abstrakte Kunst: Kandinsky und Mondrian,Personage,Walter Gropius,"Deutscher Architekt (1883-1969), Gründer des Bauhauses. Er vertrat eine rationalistische Architektur und die Verbindung zwischen Handwerk und industriellen Methoden."
Die Pop Art: Warhol und Lichtenstein,Bewegung,Independent Group,"Kollektiv aus britischen Künstlern, Architekten und Kritikern, das 1952 in London gegründet wurde und aufgrund seines Interesses an der amerikanischen Populärkultur als Vorläufer der Pop Art gilt."
Die Pop Art: Warhol und Lichtenstein,Konzept,Siebdruck,"Drucktechnik, bei der ein Seidensieb als Schablone verwendet wird. Andy Warhol nutzte sie, um Kunstwerke in Serie zu produzieren, wodurch er die Einzigartigkeit der Malerei infrage stellte."
Die Pop Art: Warhol und Lichtenstein,Konzept,Ben-Day,"Industrielles Druckverfahren, das 1879 von Benjamin Day entwickelt wurde und aus kleinen farbigen Punkten besteht. Lichtenstein reproduzierte sie von Hand, um die Ästhetik von Comics zu imitieren."
Die Geburt der elektronischen Musik,Andere,Charts,Wöchentliche Ranglisten der meistverkauften oder meistgehörten Tonträger.
Die Geburt der elektronischen Musik,Konzept,Sampling,"Verfahren zur Entnahme eines Klangausschnitts (Sample), um ihn in eine neue Komposition zu integrieren."
Die Geburt der elektronischen Musik,Konzept,DAW-Software,"Computergestützte Musikproduktion. Eine Reihe digitaler Werkzeuge zum Komponieren, Aufnehmen und Abmischen von Musik auf einem Computer."
Bob Dylan und der Protest-Folk,Bewegung,Beat Generation,"Literarische und künstlerische Bewegung, die in den 1950er Jahren entstand (Kerouac, Ginsberg) und die sexuelle Befreiung, spirituelle Suche sowie spontanes Schreiben propagierte. Sie beeinflusste Dylans Schreibweise stark."
Bob Dylan und der Protest-Folk,Institution,Columbia Records,"Eines der ältesten und mächtigsten US-amerikanischen Plattenlabels, das Bob Dylan 1961 unter Vertrag nahm."
Bob Dylan und der Protest-Folk,Andere,Fender Stratocaster,"Ikonisches E-Gitarrenmodell. Diejenige, die Dylan 1965 in Newport benutzte, wurde zu einem der berühmtesten Instrumente in der Geschichte des Rock."
Hip-Hop: Geburt einer Kultur,Ort,Cross-Bronx Expressway,"Eine Autobahn, die durch die Bronx führt und deren Bau zwischen 1948 und 1972 das Viertel physisch und sozial zerstörte."
Hip-Hop: Geburt einer Kultur,Personage,Robert Moses,"Stadtplaner aus New York, dessen massive Infrastrukturprojekte das Automobil bevorzugten und zum wirtschaftlichen Niedergang von Arbeitervierteln wie der Bronx führten."
Hip-Hop: Geburt einer Kultur,Konzept,Immobilienspekulation,"Finanzpraxis, die darauf abzielt, von Preisschwankungen bei Immobilien zu profitieren; in der Bronx der 70er Jahre führte dies zu Brandstiftungen, um Versicherungssummen zu kassieren."
Hip-Hop: Geburt einer Kultur,Konzept,Scratching,"Eine Technik für DJs, bei der eine Schallplatte von Hand manipuliert wird, um abgehackte und rhythmische Klänge zu erzeugen."
Hip-Hop: Geburt einer Kultur,Personage,The Notorious B.I.G.,"Ikonischer Rapper der Ostküste (New York) in den 1990er Jahren, bekannt für seine technische Virtuosität und seine autobiografischen Erzählungen."
Hip-Hop: Geburt einer Kultur,Personage,Tupac Shakur,"Zentralfigur des Westküsten-Rap, Dichter und Schauspieler, der nach seinem tragischen Tod im Jahr 1996 zu einer weltweiten Ikone wurde."
Verdis Oper,Bewegung,Belcanto,"Italienischer Gesangsstil, der die Schönheit des Klangs, die Fließfähigkeit der Melodielinien und die technische Virtuosität begünstigt, manchmal auf Kosten der dramatischen Wahrhaftigkeit."
Verdis Oper,Konzept,Rezitativ,"Form des deklamatorischen Gesangs, der dem Sprechen nahekommt und in der Oper verwendet wird, um die Handlung zwischen zwei melodischeren Arien voranzutreiben."
Verdis Oper,Bewegung,Verismus,"Strömung der italienischen Oper des späten 19. Jahrhunderts (Puccini, Mascagni), die versucht, die soziale Realität auf rohe und gewaltsame Weise darzustellen."
Verdis Oper,Personage,Cavour,"Camillo Benso, Graf von Cavour (1810-1861), piemontesischer Staatsmann und der politische Architekt der italienischen Einigung."
Mozart: Wunderkind und tragisches Leben,Bewegung,Romantik,"Künstlerische Bewegung des 19. Jahrhunderts, die den Ausdruck von Gefühlen und die Individualität in den Mittelpunkt stellt und für die Mozart aufgrund seiner Sensibilität als Vorläufer gilt."
Mozart: Wunderkind und tragisches Leben,Personage,Gregorio Allegri,"Italienischer Komponist des 17. Jahrhunderts, Schöpfer des berühmten 'Miserere', das Mozart im Alter von 14 Jahren aus dem Gedächtnis transkribierte."
Mozart: Wunderkind und tragisches Leben,Institution,die Freimaurerei,"Brüderliche Organisation mit Initiationsritalen, deren Ideale von Freiheit und Gleichheit die Philosophie und die letzten Werke von Mozart stark geprägt haben."
Mozart: Wunderkind und tragisches Leben,Bewegung,Klassik,"Periode der Geschichte der Musik (1750-1820), die sich durch Klarheit, formelle Ausgewogenheit und Maß auszeichnet, und deren vollendetster Vertreter Mozart ist."
Beethoven: Genie und Taubheit,Personage,Mozart,"Österreichischer Wunderkomponist (1756-1791), als dessen unmittelbaren Nachfolger Beethovens Vater seinen Sohn sehen wollte."
Beethoven: Genie und Taubheit,Personage,Brahms,"Deutscher Komponist (1833-1897), der mehr als zwanzig Jahre brauchte, um seine erste Sinfonie zu vollenden, erdrückt vom monumentalen Schatten Beethovens."
Beethoven: Genie und Taubheit,Personage,Mahler,"Komponist und Dirigent (1860-1911), der das Genre der Sinfonie nach Beethoven an seine expressiven und strukturellen Grenzen führte."
Beethoven: Genie und Taubheit,Konzept,absolute Musik,"Ästhetisches Konzept für Musik, die nicht von einer äußeren narrativen oder visuellen Stütze abhängt, sondern durch ihre eigenen Klangstrukturen existiert."
Die Geburtsstunde des Rock 'n' Roll,Bewegung,Gospel,"Christliche Vokalmusik afroamerikanischer Tradition, die durch reiche Harmonien und eine starke emotionale Intensität gekennzeichnet ist."
Die Geburtsstunde des Rock 'n' Roll,Personage,Sam Phillips,"Gründer des Sun Records Studios in Memphis; er war der Produzent, der Elvis Presley entdeckte und nach einem Weißen suchte, der den Blues singen konnte."
Die Geburtsstunde des Rock 'n' Roll,Konzept,Segregation,"Sozialer und politischer Prozess der physischen und institutionellen Trennung von Bevölkerungsgruppen nach ihrer rassischen Herkunft, der in den USA bis in die 1960er Jahre in Kraft war."
Die Geburtsstunde des Rock 'n' Roll,Institution,Jim-Crow-Gesetze,"Satz von Gesetzen auf Bundesstaats- und lokaler Ebene, die zwischen 1877 und 1964 die rassische Segregation im Süden der USA vorschrieben."
Die Geburtsstunde des Rock 'n' Roll,Konzept,Covers,"Die Praxis, ein Original-Lied durch einen anderen Künstler neu aufzunehmen, oft in den 50er Jahren genutzt, um Erfolge schwarzer Künstler durch Weiße interpretieren zu lassen."
Die Geburtsstunde des Rock 'n' Roll,Ereignis,Bürgerrechtsbewegung,"Politischer und sozialer Kampf in den Vereinigten Staaten (1954-1968), um die rassische Segregation zu beenden und das Wahlrecht für Afroamerikaner zu garantieren."
Bach und die Barockmusik,Institution,Kantor,"Titel des Musik- und Chorleiters einer Kirche oder einer Religionsschule in Deutschland, verantwortlich für die liturgische Musik."
Bach und die Barockmusik,Institution,Collegium Musicum,"In Leipzig von Telemann gegründetes und von Bach geleitetes Musikensemble, bestehend aus Studenten und Profis, das weltliche Konzerte in Cafés gab."
Bach und die Barockmusik,Bewegung,galanter Stil,"Musikästhetik der Mitte des 18. Jahrhunderts, die Einfachheit, melodische Klarheit und Eleganz bevorzugte und sich von Bachs barocker Komplexität abhob."
Bach und die Barockmusik,Konzept,Numerologie,"Praxis der Zuweisung von Zahlen zu Buchstaben oder Noten, um verborgene Bedeutungen oder Namen in eine Partitur einzufügen."
Bach und die Barockmusik,Andere,Golden Record,"Datenträger an Bord der Voyager-Sonden, der Geräusche und Bilder der Erde enthält, darunter das Präludium und die Fuge Nr. 1 von Bach."
Die Geburtsstunde des amerikanischen Jazz,Ort,New Orleans,"Stadt in Louisiana, ein bedeutender kultureller Knotenpunkt, an dem die Vermischung französischer, spanischer, afrikanischer und karibischer Einflüsse die Entstehung des Jazz ermöglichte."
Die Geburtsstunde des amerikanischen Jazz,Konzept,Blue Notes,"Charakteristische Noten des Blues und Jazz, deren Frequenz um einen Halbton gesenkt wird, was eine expressive und melancholische Spannung erzeugt."
Die Geburtsstunde des amerikanischen Jazz,Institution,Jim-Crow-Gesetze,"Eine Reihe von einzelstaatlichen und lokalen Gesetzen in den USA, die zwischen 1877 und 1964 die Segregation vorschrieben."
Die Geburtsstunde des amerikanischen Jazz,Bewegung,Modal Jazz,"Jazzstil, der auf der Verwendung von Modi (Tonleitern) anstatt auf schnellen Akkordwechseln basiert und eine freiere sowie melodischere Improvisation begünstigt."
Die Geburtsstunde des amerikanischen Jazz,Bewegung,Free Jazz,"In den 1960er Jahren entstandene Avantgarde-Strömung, die danach strebt, die konventionellen Strukturen des Jazz (festes Tempo, Akkorde) aufzubrechen."
Die Geburtsstunde des amerikanischen Jazz,Bewegung,Jazz Fusion,"Ein Stil, der Jazz-Improvisation mit den elektrischen Instrumenten des Rock und den Rhythmen des Funk kombiniert."
Die Geburtsstunde des amerikanischen Jazz,Konzept,Swing,"Ein schwingender rhythmischer Effekt, der durch die versetzte Akzentuierung der Taktschläge entsteht und das für den Jazz charakteristische Gefühl von Vorwärtsschub erzeugt."
Der Blues: Wurzeln aller modernen Musik,Ort,Deep South,"Soziokulturelle und geografische Region im Südosten der USA (Mississippi, Alabama, Georgia...), historisches Zentrum der Sklaverei und Wiege der afroamerikanischen Musik."
Der Blues: Wurzeln aller modernen Musik,Konzept,Field hollers,"Improvisierte A-cappella-Rufe oder -Gesänge schwarzer Plantagenarbeiter, vokale Vorläufer des Blues, die dem Ausdruck von Emotionen oder der Kommunikation dienten."
Der Blues: Wurzeln aller modernen Musik,Konzept,Work songs,"Kollektive Arbeitslieder, die durch einen regelmäßigen Rhythmus strukturiert sind und helfen, repetitive Bewegungen (Baumwollernte, Gleisbau) zu koordinieren und die Mühsal zu ertragen."
Der Blues: Wurzeln aller modernen Musik,Andere,Bottleneck,"Wörtlich „Flaschenhals“. Ein Objekt, das über einen Finger gleitet, um Gitarre zu spielen, und einen klagenden Gleitsound erzeugt, der typisch für den Delta Blues ist."
Der Blues: Wurzeln aller modernen Musik,Konzept,Spirituals,"Christliche religiöse Lieder, die von versklavten Afroamerikanern geschaffen wurden und spirituelle Inbrunst mit der Hoffnung auf irdische Befreiung verbinden."
Der Blues: Wurzeln aller modernen Musik,Andere,Fingerpicking,"Gitarren-Technik, bei der die Saiten direkt mit den Fingern statt mit einem Plektrum gezupft werden, was das gleichzeitige Spielen von Bass und Melodie ermöglicht."
Der Blues: Wurzeln aller modernen Musik,Ort,Crossroads,"Die „Kreuzung“, ein symbolischer Ort der afroamerikanischen Folklore, an dem sich physische und spirituelle Welten kreuzen, zentral im Mythos des Paktes von Robert Johnson."
Der Blues: Wurzeln aller modernen Musik,Konzept,Sampling,"Prozess des Isolierens eines Sound-Ausschnitts aus einer bereits existierenden Aufnahme, um ihn in einer neuen Komposition wiederzuverwenden; das ist die technische Basis des Hip-Hop."
Die Geburt der Fotografie,Konzept,Camera obscura,"Optische Vorrichtung (camera obscura), die aus einem geschlossenen Kasten mit einem kleinen Loch besteht, das Licht hereinlässt, um ein umgekehrtes Bild der äußeren Welt auf eine Wand zu projizieren."
Die Geburt der Fotografie,Andere,Judenpech,"Natürliche lichtempfindliche Substanz, die von Niépce für die erste Fotografie verwendet wurde; sie besitzt die Eigenschaft, unter Lichteinwirkung auszuhärten."
Die Geburt der Fotografie,Konzept,Carte-de-visite,"Fotografisches Porträtformat, das 1854 von Disdéri patentiert wurde und es ermöglichte, die Abzüge auf einer einzigen Platte zu vervielfachen und die Preise drastisch zu senken."
Die Geburt der Fotografie,Bewegung,Impressionismus,"Bildnerische Bewegung, die als Reaktion auf die Fotografie entstand und die Wiedergabe von Lichtempfindungen und des Augenblicks gegenüber der Präzision des Strichs bevorzugt."
Die Geburt der Fotografie,Bewegung,Kubismus,"Künstlerische Bewegung des frühen 20. Jahrhunderts, die Objekte in geometrische Formen dekonstruiert und endgültig mit der realistischen Perspektive bricht."
Die Geburt der Fotografie,Konzept,Visuelle Kultur,"Gesamtheit der Arten und Weisen, wie eine Gesellschaft Bilder wahrnimmt, interpretiert und konsumiert, die mit dem Aufkommen der Fotografie vorherrschend geworden sind."
Charlie Chaplin und der Stummfilm,Andere,Cinématographe,"Von den Brüdern Lumière erfundenes Gerät, das gleichzeitig als Aufnahmekamera und als Kinoprojektor dient."
Charlie Chaplin und der Stummfilm,Personage,Georges Méliès,"Französischer Filmemacher und Illusionist, Pionier der Spezialeffekte und Schöpfer des berühmten Films 'Die Reise zum Mond' (1902)."
Charlie Chaplin und der Stummfilm,Bewegung,Music Hall,"Varieté-Show (Gesang, Gags, Akrobatik), die im Vereinigten Königreich sehr beliebt war und in der Chaplin seine ersten Bühnenerfahrungen sammelte."
Charlie Chaplin und der Stummfilm,Institution,FBI,"Amerikanische Bundesermittlungsbehörde, die unter der Leitung von J. Edgar Hoover Chaplin wegen seiner als zu links geltenden politischen Ansichten verfolgte."
Charlie Chaplin und der Stummfilm,Ereignis,Kalter Krieg,"Periode geopolitischer Spannungen zwischen den USA und der UdSSR (1947-1991), geprägt von einer antikommunistischen Paranoia in Amerika."
Charlie Chaplin und der Stummfilm,Institution,United Artists,"Filmstudio, das 1919 von Chaplin und anderen Künstlern gegründet wurde, um die volle Kontrolle über ihre Werke und Einkünfte zu behalten."
Orson Welles und Citizen Kane,Konzept,Final Cut,"Souveränes Recht, das einem Regisseur gewährt wird, die Montage und die endgültige Fassung seines Films ohne Eingreifen des Produktionsstudios zu validieren."
Orson Welles und Citizen Kane,Institution,RKO Pictures,"Eines der großen Studios des Goldenen Zeitalters Hollywoods, das das Risiko einging, Citizen Kane zu produzieren, indem es Orson Welles völlige Freiheit bot."
Orson Welles und Citizen Kane,Bewegung,Nouvelle Vague,"Französische Bewegung des Kinos der 1950er und 60er Jahre, die Citizen Kane rehabilitierte und die Rolle des Regisseurs als einzigen Autor seines Werk theoretisierte."
Orson Welles und Citizen Kane,Ort,Xanadu,"Riesiges und melancholisches fiktives Anwesen, das von Kane erbaut wurde, inspiriert vom Hearst Castle, und das sowohl materiellen Erfolg als auch emotionale Isolation symbolisiert."
Nouvelle Vague,Personage,André Bazin,"Einflussreicher französischer Filmkritiker und Theoretiker, Mitbegründer der Cahiers du Cinéma und geistiger Mentor der Nouvelle Vague."
Nouvelle Vague,Konzept,vierte Wand,"Imaginäre Grenze, die die Schauspieler vom Publikum trennt. Der Blick oder die direkte Ansprache in die Kamera 'durchbricht' sie."
Nouvelle Vague,Andere,Éclair Caméflex,"Modell einer tragbaren und leichten Kamera, die nach dem Krieg aufkam und für die Außenaufnahmen der Nouvelle Vague von entscheidender Bedeutung war."
Nouvelle Vague,Bewegung,Cinema Novo,"Brasilianische Kinobewegung der 1960er Jahre, die von der Nouvelle Vague beeinflusst wurde und sich auf Sozialkritik und Realismus konzentrierte."
Nouvelle Vague,Bewegung,Dogma 95,"1995 von Lars von Trier ins Leben gerufene Bewegung, die eine Rückkehr zur Reinheit des Kinos fordert (keine Spezialeffekte, Handkameras)."
Nouvelle Vague,Personage,Jean-Paul Belmondo,"Französischer Schauspieler, der durch 'Außer Atem' bekannt wurde und zum Gesicht der Freiheit und Unverschämtheit der Nouvelle Vague wurde."
Nouvelle Vague,Personage,Jean-Pierre Léaud,Als Lieblingsschauspieler von François Truffaut verkörpert er Antoine Doinel in mehreren Filmen und wird so zum Alter Ego des Regisseurs.
Hitchcock und der Suspense,Technik,Plansequenz,"Filmsequenz, die aus einer einzigen Aufnahme besteht, ohne sichtbare Schnitte in der Montage."
Hitchcock und der Suspense,Technik,Dolly-Zoom,"Effekt der räumlichen Verzerrung, der durch die Kombination eines Vorwärts-Zooms mit einer Rückwärtsfahrt (oder umgekehrt) erzielt wird."
Gotische Architektur: Die Kathedralen,Konzept,Strebebogen,"Ein architektonisches Element außerhalb des Gebäudes, das die Wand des Kirchenschiffs stützt, indem es den Druck der Gewölbe auf einen Strebepfeiler ableitet."
Gotische Architektur: Die Kathedralen,Personage,Abt Suger,"Abt von Saint-Denis und Berater der französischen Könige, der durch seine Reconstruction der Kathedrale von Saint-Denis als Vater der gotischen Kunst gilt."
Das Bauhaus,Personage,Wassily Kandinsky,Russischer Maler und einer der Pioniere der abstrakten Kunst. Als Meister am Bauhaus lehrte er dort die Theorie der Form und der Farbe und verband künstlerische Spiritualität mit geometrischer Strenge.
Das Bauhaus,Bewegung,De Stijl,"Niederländische Kunst-Bewegung (der auch Mondrian angehörte), die die Verwendung von geraden Linien und Primärfarben propagierte. Ihre Ästhetik beeinflusste die modernistische Wende von Das Bauhaus zutiefst."
Das Bauhaus,Ort,Weiße Stadt von Tel Aviv,"Architektonisches Ensemble in Israel, das zwischen 1930 und 1948 nach den Prinzipien von Das Bauhaus erbaut und an das mediterrane Klima angepasst wurde. Es ist das weltweit größte Ensemble dieses Stils in der Welt."
Das Bauhaus,Konzept,serifenlos,Kategorie von Schriftarten ohne Seriffen (die kleinen Verlängerungen am Ende der Buchstaben). Das Bauhaus hat diese schlichte Typografie aufgrund ihrer modernen Lesbarkeit populär gemacht.
Mona Lisa,Personage,Lisa Gherardini,Wahrscheinlichste Identität des Modells von Mona Lisa; sie war die Ehegattin des Seidenhändlers Francesco del Giocondo.
Mona Lisa,Konzept,atmosphärische Perspektive,"Malerei-Technik, die darin besteht, eine Illusion von Tiefe zu erzeugen, indem ferne Objekte verschwommener, heller und bläulicher dargestellt werden, um die Dichte der Luft zu simulieren."
Mona Lisa,Konzept,peripheres Sehen,"Teil des Sehens außerhalb des zentralen Fixationspunktes, der in der Lage ist, Formen und Bewegungen wahrzunehmen, aber weniger präzise bei Farben und scharfen Details ist."
Mona Lisa,Personage,Guillaume Apollinaire,"Berühmter französischer Dichter, der 1911 im Rahmen der Ermittlungen zum Diebstahl von Mona Lisa verhaftet und eine Woche lang inhaftiert wurde."
Mona Lisa,Personage,Pablo Picasso,"Bedeutender Maler des 20. Jahrhunderts, der 1911 von der Polizei vernommen wurde, da er Statuetten gekauft hatte, die von einem Vertrauten von Apollinaire aus dem Louvre gestohlen worden waren."
Mona Lisa,Objekt,schusssicheres Glas,"Hochwiderstandsfähige Sicherheitsvorrichtung, die das Werk seit den 1950er Jahren vor physischen Angriffen und Klimaschwankungen schützt."
"Sternennacht, Van Gogh",Ort,Niederlande,"Geburtsland von Van Gogh, dessen Architektur (insbesondere die Glockentürme) unbewusst seine provenzalischen Landschaften beeinflusst."
"Sternennacht, Van Gogh",Werk,Die große Welle vor Kanagawa,"Berühmter japanischer Holzschnitt von Hokusai, dessen krummlinige Dynamik die Struktur von Van Goghs Wirbeln zutiefst geprägt hat."
"Sternennacht, Van Gogh",Bewegung,Fauves,"Künstlerische Bewegung des frühen 20. Jahrhunderts (Matisse, Derain), die reine und heftige Farben verwendet und ein direkter Erbe von Van Goghs Forschungen ist."
"Guernica, Picasso",Institution,Zweite Spanische Republik,"Demokratisches Regime in Spanien von 1931 bis 1939, das durch den Militärputsch und den von Franco geführten Bürgerkrieg gestürzt wurde."
