# História
34,Mitologia,Outras mitologias,O Mahabharata,Qual é o comprimento aproximado d'O Mahabharata?,"1,8 milhão de palavras, ou cerca de 10 vezes a Ilíada e a Odisseia reunidas","500 000 palavras, o que o torna comparável à Obra completa de Victor Hugo","100 000 palavras, o que é a média de um romance moderno clássico","10 milhões de palavras, estendendo-se por quase 50 volumes encadernados","O Mahabharata é o poema épico mais longo da História humana, com 1,8 milhão de palavras, superando de longe as epopeias gregas clássicas.",Qual dilema moral paralisa Arjuna antes da batalha?,O fato de ter que matar os seus familiares e os seus mestres pelo poder,O medo de morrer em combate sem ter tido um herdeiro homem,A ausência de certeza sobre a existência real dos deuses no campo de batalha,A dúvida sobre a superioridade numérica do seu exército perante os Kaurava,"Arjuna está paralisado porque vê no exército inimigo membros da sua família e os seus antigos preceitos, o que cria um conflito entre os seus laços afetivos e o seu dever de guerreiro.",O que é o « Karma Yoga » ensinado por Krishna?,O cumprimento do dever sem apego aos resultados,A renúncia total a qualquer forma de ação para meditar na floresta,A busca sistemática de recompensas materiais para cada ação,A acumulação de riquezas para distribuí-las aos pobres do reino,O Karma Yoga defende a ação desinteressada: deve-se agir de acordo com o seu Dharma (dever) sem se preocupar se o resultado será positivo ou negativo para si.,Qual físico citou a Bhagavad-Gita durante o primeiro ensaio nuclear?,Robert Oppenheimer,Albert Einstein,Richard Feynman,Niels Bohr,Robert Oppenheimer citou um verso de A Bhagavad-Gita (« Tornei-me a Morte... ») para expressar o choque sentido perante a potência destruidora da bomba atómica.,Qual figura política utilizou A Bhagavad-Gita como guia para a resistência não violenta ?,Mahatma Gandhi,Jawaharlal Nehru,Rabindranath Tagore,Nelson Mandela,"Gandhi considerava A Bhagavad-Gita como o seu guia espiritual quotidiano, vendo nela uma alegoria da luta contra o mal através do autodomínio."
35,Mitologia,Outras mitologias,"Lancelot, Genebra e a Távola Redonda",Que particularidade da Távola Redonda faz dela um símbolo política para a época medieval ?,Instaura uma igualdade simbólica de cargo entre todos os cavaleiros presentes,Permitia esconder armas sob o seu tampo circular,Servia de altar religioso durante as celebrações da busca do Graal,"Permitia ao Merlin, o Encantador vigiar os traidores por magia","A forma redonda é escolhida especificamente para que nenhum cavaleiro ocupe o lugar de honra (na ponta da mesa), impondo uma fraternidade e uma igualdade entre pares.",Porque é que Lancelot falha na sua busca do Santo Graal ?,A sua paixão adúltera por Genebra priva-o do estado de graça e de pureza exigido,É ferido por Mordred antes de poder entrar no castelo do Graal,Recusa trair a sua amizade por Artur para servir a Deus,Perde os seus poderes mágicos após o seu encontro com a Dama do Lago,"O relato medieval cristianizado exige uma pureza absoluta (castidade e fé) para se aproximar do Graal. Lancelot, embora valente, é considerado pecador devido à sua ligação com a rainha.",Qual Evento precipita o fim definitivo da utopia de Camelot ?,A revelação da ligação entre Lancelot e Genebra por Mordred,O roubo de Excalibur pelos invasores saxões,"O desaparecimento de Merlin, o Encantador na floresta de Brocéliande",O fracasso global de todos os cavaleiros em trazer o Graal para a corte,"Esta revelação força Artur a condenar a sua mulher, provocando a intervenção violenta de Lancelot e o início de uma guerra civil destruidora para a unidade da Távola Redonda.",O que significa o mito do « Rei Adormecido » associado à ilha de Avalon ?,"Que Artur não morreu, mas espera num sono mágico o dia em que o seu país precisará dele",Que ele legou sua coroa a Lancelot antes de partir em exílio definitivo,Que apenas os ancestrais dos reis da Bretanha podem avistar sua ilha,Que ele se tornou o guardião eterno do Graal em uma caverna submarina,O mito descreve Arthur (o Rei de outrora e do futuro) como um messias de uma **política** que voltará durante uma crise maior para restaurar a grandeza da Bretanha.,Qual é a origem na **Literatura** do **Personagem** de Lancelot do Lago?,Ele é uma invenção tardia da **Literatura** cortês do século XII,Ele já figura nas crônicas antigas dos chefes de guerra saxões,É um **Personagem** histórico que realmente protegeu a rainha da Bretanha,Ele é o herói central dos primeiros fragmentos da **Mitologia** céltica,Lancelot não existe nos relatos originais galeses; ele foi criado por Chrétien de Troyes para integrar os valores do amor cortês no ciclo arthuriano.
36,Mitologia,Outras mitologias,"Merlin, o Encantador",Qual é a origem paradoxal de Merlin na tradição medieval?,Ele é o filho de um **demônio íncubo** e de uma virgem piedosa com **batismo**,Ele é uma criatura silvestre nascida de um carvalho sagrado,Ele é o filho oculto de **Uther Pendragon** e de uma fada,Ele é um bardo romano exilado na Bretanha no século VI,Sua dupla natureza vem de um pai demoníaco que lhe dá seus poderes e de uma mãe virtuosa cujo **batismo** da criança consagra esses dons ao bem.,"Como **Merlin, o Encantador** permite o nascimento do rei Arthur?",Ele transforma Uther para que ele tome a aparência do duque da Cornualha,Ele utiliza uma profecia para forçar o casamento de Igraine,Ele invoca os espíritos da floresta para proteger o quarto do rei,Ele cria Arthur a partir de um encantamento da Távola Redonda,"**Merlin, o Encantador** utiliza seus dons de metamorfose para que Uther possa seduzir Igraine ao se passar por seu marido, o duque da Cornualha.",Qual **Objeto** simbólico Merlin concebeu para reunir os cavaleiros?,A Távola Redonda,A espada **Excalibur**,O Santo Graal,A fortaleza de Camelot,"Merlin é o arquiteto da Távola Redonda, concebida para instaurar a igualdade entre os cavaleiros e simbolizar a busca espiritual do reino.",Qual é a causa do desaparecimento final de Merlin?,"O amor por Viviane, que utiliza os seus próprios feitiços contra ele",Um duelo mágico perdido contra a fada Morgana,A retirada dos seus poderes pela Igreja cristã,A sua morte heróica durante a batalha de Camlann,"Por amor, Merlin ensina os seus segredos a Viviane, que acaba por encerrá-lo eternamente numa prisão invisível na floresta de Brocéliande.",Qual bardo histórico é considerado uma das fontes do mito de Merlin?,Myrddin Wyllt,Taliesin o Jovem,Lancelot do Lago,Nennius de Gales,"Myrddin Wyllt é um bardo galês do século VI que enlouqueceu na floresta, cuja figura serviu de base histórica a Geoffroy de Monmouth para criar Merlin."
37,Mitologia,Outras mitologias,As Mil e Uma Noites (Sherazade),Qual é a origem geográfica e cultural complexa de As Mil e Uma Noites (Sherazade)?,"Uma compilação de relatos indianos, persas, mesopotâmicos, árabes e egípcios",Uma criação original de um autor anónimo de Bagdad,Uma tradução de relatos gregos perdidos,Uma coletânea de contos de marinheiros árabes,A coletânea é um 'texto-mundo' que estratificou tradições orais e escritas de todo o Oriente medieval ao longo de vários séculos.,Qual é o mecanismo narrativo brilhante que estrutura As Mil e Uma Noites (Sherazade)?,"Sherazade começa uma história todas as noites, interrompendo-a no momento mais cativante",O rei conta histórias para esquecer a sua crueldade para com as mulheres,Sherazade intercede por cada condenada fazendo-a falar,Todas as histórias se encaixam como bonecas russas sem fim,Trata-se da narrativa em moldura: Sherazade utiliza o suspense para adiar a sua execução noite após noite.,"Como se chamam os contes como Aladim, adicionados por Galland?",Os contos órfãos,Os contos apócrifos,Os contos persas,Os relatos do vizir,São chamados de 'órfãos' porque não apareciam em nenhum manuscrito árabe antigo antes da tradução de Galland.,Qual tradutor desencadeou a moda do **orientalismo** na Europa em 1704?,Antoine Galland,Richard Burton,Jean de La Fontaine,Jorge Luis Borges,"A tradução francesa de Galland foi o primeiro contato massivo da Europa com a **Obra**, lançando um fascínio duradouro pelo Oriente.","Para Borges, o que representam as Mil e Uma Noites no plano literário?",O modelo de toda narração labiríntica e infinita,Uma simples curiosidade folclórica sem valor **Técnica**,Uma prova da superioridade do relato oral sobre o escrito,Um manual de **História** sobre o califado de Bagdá,"Borges admirava a estrutura circular da **Obra**, vendo nela uma metáfora do infinito e do próprio espaço literário."
38,Mitologia,Outras mitologias,"Sindbad, o Marujo","Qual estrutura narrativa caracteriza as sete viagens de **Sindbad, o Marujo**?","Um ciclo repetitivo alternando o cansaço da estabilidade, naufrágio e enriquecimento",Uma progressão linear onde Sindbad se torna um soberano ao fim de cada relato,Um sistema de buscas iniciáticas encomendadas pelo **Califa** de Bagdá,Uma série de confrontos militares contra frotas inimigas,"O relato ilustra a instabilidade humana (a roda da fortuna): cada viagem segue o mesmo esquema de partida voluntária, catástrofe, sobrevivência e retorno mais rico.",Qual criatura real é frequentemente citada como a inspiração histórica do pássaro Roca?,"O Aepyornis, um pássaro gigante extinto de Madagascar",O condor dos Andes trazido pelos espanhóis,O albatroz-errante descrito pelos marinheiros do Atlântico,A avestruz da Arábia treinada para a guerra,"O Aepyornis vivia em Madagáscar, uma escala dos mercadores árabes. O seu tamanho (3m) e os seus ovos volumosos alimentaram o mito da ave gigante de Sindbad.",Que realidade histórica se esconde por trás das aventuras de Sindbad?,O domínio dos mercadores árabes sobre as redes do Oceano Índico,As grandes invasões nómadas do deserto da Arábia,A conquista militar da Espanha pelos Mouros,A exploração científica do Polo Norte pelo Califado,"As viagens de Sindbad refletem o extremo dinamismo do comércio marítimo árabe durante a Idade de Ouro, unindo Baçorá à África e à China.",Que diferença fundamental existe entre o Sindbad literário e as suas adaptações modernas?,"O Sindbad original é um mercador burguês, não um guerreiro ou um pirata",O Sindbad original só viaja no Mediterrâneo,O Sindbad original é um escravo que procura ganhar a sua liberdade,O Sindbad original recusa sistematicamente regressar a Bagdade,"Nas Mil e Uma Noites, Sindbad é um comerciante urbano de Bagdade motivado pelo lucro, ao contrário das versões de Hollywood que o retratam como um herói de ação.","Porque é que o Sindbad, o carregador, está presente no início do relato?",Para servir de contraste social e justificar a 'mise en abyme' da narrativa,"Para substituir o Sindbad, o Marujo durante a sua oitava viagem",Para servir de guia geográfico através da cidade de Bagdade,Para trair o marujo e roubar-lhe a fortuna no final do conto,O encontro dos dois Sindbad (o rico e o pobre) permite introduzir o relato das viagens através de uma narração oral justificada (a mise en abyme).
39,Mitologia,Outras mitologias,Os Titãs vs os Deuses: a Titanomaquia completa,Qual é a duração simbólica da Titanomaquia nos relatos hesíodicos?,Dez anos,Apenas um dia,Cem anos,Três dias,O número dez é recorrente na mitologia para designar um Período de transição crucial (como a Guerra de Troia) que conduz a uma nova ordem.,Porque é que Prometeu não foi aprisionado no Tártaro com os outros Titãs?,Ele permaneceu neutro após ter previsto a vitória de Zeus,Ele foi poupado por Posídon porque era o seu filho,Ele tinha-se escondido numa gruta durante toda a guerra,Ele foi o primeiro a combater fisicamente Cronos ao lado de Zeus,"Graças ao seu dom de profecia, Prometeu compreendeu que a força bruta dos Titãs iria perder para a estratégia dos Olimpianos, o que lhe valeu a sua liberdade inicial.",Que condição era necessária para que os Olimpianos triunfassem durante a Gigantomaquia?,A ajuda de um herói mortal,A libertação de Ares do ventre de Cronos,A utilização do raio por um Titã renegado,A destruição total do monte Olimpo,Uma profecia estipulava que os Gigantes não poderiam ser mortos apenas pela força dos deuses; um mortal (Héracles) devia desferir o golpe final.,Que castigo específico Zeus infligiu ao geral Titã Atlas?,Carregar o céu sobre os seus ombros pela eternidade,Ser devorado vivo por uma águia no Cáucaso,Empurrar uma rocha até ao topo de uma montanha sem fim,Ficar acorrentado no fundo do Tártaro para sempre,"Atlas, tendo liderado os exércitos titãs, recebeu uma pena estrutural: manter a separação física entre o céu e a terra.","Que grupo de criaturas forneceu as armas mágicas (raio, tridente) aos Olimpianos?",Os Ciclopes,Os Hecatônquiros,Os Centauros,Os Titãs aliados a Zeus,"Libertados do Tártaro por Zeus, os Ciclopes colocaram o seu génio de ferreiros ao serviço dos novos deuses para fabricar os seus atributos de poder."
40,Mitologia,Outras mitologias,Rá e a criação do mundo (Egito),O que é o «Noun» na cosmogonia egípcia heliopolitana?,"As águas primordiais do caos, infinitas e imóveis",O deus da noite primordial,O vazio absoluto precedendo a criação,O espaço entre o céu e a terra,O Num é o estado inicial do universo: um oceano primordial escuro e inerte de onde emerge o criador Atum-Rá.,Como Atum-Rá cria o primeiro casal divino (Chu e Tefnut)?,Através de um ato solitário de autogeração,Moldando argila numa roda de oleiro,Através de uma união com a deusa Nut,Utilizando as águas do Nilo celeste,"Estando Atum sozinho no Mundo, ele gera Chu e Tefnut por si mesmo (mastigação ou sêmen, segundo os textos) para iniciar a linhagem dos deuses.",Qual é o maior desafio da travessia noturna de Rá na Duat?,Vencer Apopis para assegurar o nascer do sol no dia seguinte,Julgar apenas as almas dos faraós falecidos,Recuperar a coroa perdida de Osíris,Apagar os fogos do inferno egípcio,"O objetivo vital da viagem noturna é derrotar a serpente Apopis, que tenta parar a barca e trazer o Mundo de volta ao caos (Isfet).",Por que estratagema Rá consegue parar o massacre da humanidade por Sekhmet?,Inundando o solo com cerveja vermelha para a embriagar,Banindo-a para o deserto da Núbia,Oferecendo-lhe o trono do Egito,Casando-a com o deus do ar Chu,"Rá utiliza a embriaguez: Sekhmet, acreditando beber sangue, consome cerveja tingida de vermelho, o que acalma a sua fúria e a transforma na doce Hathor.","Qual Conceito egípcio designa a ordem cósmica, a verdade e a justiça mantidas por Rá?",A Maat,O Isfet,O Ba,O Ankh,A Maat é o princípio fundamental de equilíbrio de todo o universo que o deus solar garante através do seu curso diário e da sua vitória sobre as trevas.
,Mitologia,Grécia: os heróis,B,Sob que forma Zeus aparece a Dânae para conceber Perseu?,Uma chuva de ouro,Um cisne branco,Um touro poderoso,Uma águia real,"Para se infiltrar no quarto fechado de Danaé, Zeus metamorfoseia-se em chuva de ouro, um símbolo de fertilidade e de natureza divina.",Qual Objeto permite a Perseu aproximar-se de Medusa sem ser transformado em pedra?,Um escudo de bronze polido utilizado como espelho,O capacete de invisibilidade de Hades,Um par de óculos mágicos oferecidos por Atena,Uma venda nos olhos para avançar às cegas,"O escudo-espelho permite observar o reflexo da Gorgona, o que neutraliza o poder petrificante ligado ao contacto visual direto.",Que criaturas nascem do sangue de Medusa após a sua decapitação?,Pégaso e Crisaor,A Hidra de Lerna e a Quimera,Cérbero e a Esfinge,A Águia do Cáucaso e o Leão de Nemeia,"Aquando da sua morte, Medusa dá à luz o cavalo alado Pégaso e o gigante Crisaor, fruto da sua união com Posídon.",Como é que Perseu cumpre acidentalmente a profecia do oráculo?,Ao atingir o seu avô com um disco durante jogos desportivos,Ao petrificar por erro o seu avô no palácio de Sérifos,Ao afundar acidentalmente o barco do seu avô,Ao envenenar involuntariamente a taça do seu avô,"A fatalidade trágica do mito faz com que Perseu mate o seu avô Acrísio com um golpe de disco desastrado, apesar da sua vontade de reconciliação.",Onde vai parar a cabeça de Medusa no fim do périplo de Perseu?,Na égide (escudo) da deusa Atena,No fundo do mar Egeu para proteger os navios,No templo de Hades nos Infernos,Enterrada sob as fundações da cidade de Micenas,"Perseu entrega o troféu a Atena, que o integra na sua égide para o utilizar como arma defensiva e símbolo de potência."

# Compreender o mundo atual
"ID",Matière,Sous-catégorie,Titre,QCM1 — Question,QCM1 — ✅ Bonne réponse,QCM1 — ❌ Mauvaise 1,QCM1 — ❌ Mauvaise 2,QCM1 — ❌ Mauvaise 3,QCM1 — Explication,QCM2 — Question,QCM2 — ✅ Bonne réponse,QCM2 — ❌ Mauvaise 1,QCM2 — ❌ Mauvaise 2,QCM2 — ❌ Mauvaise 3,QCM2 — Explication,QCM3 — Question,QCM3 — ✅ Bonne réponse,QCM3 — ❌ Mauvaise 1,QCM3 — ❌ Mauvaise 2,QCM3 — ❌ Mauvaise 3,QCM3 — Explication,QCM4 — Question,QCM4 — ✅ Bonne réponse,QCM4 — ❌ Mauvaise 1,QCM4 — ❌ Mauvaise 2,QCM4 — ❌ Mauvaise 3,QCM4 — Explication,QCM5 — Question,QCM5 — ✅ Bonne réponse,QCM5 — ❌ Mauvaise 1,QCM5 — ❌ Mauvaise 2,QCM5 — ❌ Mauvaise 3,QCM5 — Explication
1,Compreender o mundo atual,Conflitos & geopolítica,O nascimento do conflito israelense-palestino,Quem funda o sionismo política durante o congresso de Basileia em 1897?,Theodor Herzl,David Ben Gurion,Chaim Weizmann,Vladimir Jabotinsky,"Theodor Herzl é o principal teórico do sionismo política moderno, cujo objetivo era responder ao antissemitismo europeu através da criação de um Estado judeu.",Que contradição principal está presente na Declaração Balfour de 1917 ?,Ela apoia um lar nacional judeu ao mesmo tempo que promete proteger os direitos das comunidades não judias,Ela promete a independência imediata ao império otomano ao mesmo tempo que o desmantela,Ela propõe instalar o Estado judeu em Uganda contra a vontade de Theodor Herzl,Ela proíbe a imigração judaica ao mesmo tempo que favorece a compra de terras pela Agência Judaica,"A declaração promete um lar nacional judeu, mas especifica que isso não deve prejudicar os direitos dos habitantes árabes já presentes no local.",Qual percentagem do território foi atribuída ao Estado judeu pelo Plano de Partilha da ONU em 1947 ?,Cerca de 56%,Cerca de 80%,Cerca de 43%,A totalidade do território,"O Plano de Partilha da ONU de 1947 atribuía 56% do território ao Estado judeu e 43% ao Estado árabe, com um estatuto internacional para Jerusalém.",Como é que os palestinianos designam os eventos de 1948 ?,A Nakba,A Shoah,A Aliyah,A Intifada,O termo 'Nakba' significa 'catástrofe' em árabe e designa o êxodo e a perda da sua terra pelos palestinianos após a guerra de 1948.,Qual organismo da ONU faz a gestão dos refugiados palestinianos desde 1949 ?,A UNRWA,O ACNUR,A OMS,A UNESCO,"A UNRWA é a agência específica criada após a guerra de 1948 para fornecer educação, saúde e ajuda humanitária aos refugiados palestinianos."
2,Compreender o mundo atual,Conflitos & geopolítica,A rivalidade China–Estados Unidos,Que política Deng Xiaoping lança em 1978 para transformar a economia chinesa sem democratização ?,As «Quatro Modernizações» e as Zonas Económicas Especiais,O «Grande Salto Adiante» versão melhorada,A «Reforma socialista de mercado» planeada,A «Abertura controlada» das fronteiras,"Deng Xiaoping lançou as Quatro Modernizações para abrir a China à economia de mercado, mantendo simultaneamente o monopólio político do Partido Comunista através de zonas francas como Shenzhen.",Qual é a questão principal da rivalidade tecnológica atual relativa aos semicondutores ?,O controlo dos chips de ponta necessários à inteligência artificial,O domínio do mercado mundial de telemóveis de gama baixa,O monopólio sobre os metais preciosos utilizados nas baterias,A venda massiva de software operativo americano na China,"Os Estados Unidos procuram travar a ascensão militar e tecnológica da China, restringindo o seu acesso aos semicondutores de última geração.",O que significa o Conceito de «desacoplamento» tecnológico ?,A separação das cadeias de abastecimento entre os EUA e a China,A proibição de qualquer viagem de cientistas chineses para os EUA,A paragem total das exportações agrícolas americanas para a China,O encerramento das embaixadas para limitar a espionagem industrial,"O desacoplamento é uma estratégia que visa reduzir a dependência tecnológica mútua, particularmente em setores sensíveis como as telecomunicações ou os chips eletrónicos.",Qual é a grande diferença ideológica que sustenta a rivalidade sino-americana ?,Democracia liberal e mercado (EUA) contra capitalismo de Estado autoritário e partido único (China),Imperialismo militar (EUA) contra Isolacionismo total (China),Individualismo ocidental (EUA) contra nomadismo económico (China),Democracia eleitoral (EUA) contra monarquia constitucional (China),A rivalidade é sistémica porque opõe dois modelos de governação: o pluralismo democrático ocidental face ao autoritarismo de um Estado-partido centralizado.,Como é que a China procura aumentar a sua influência mundial face à ordem americana ?,Através do programa massivo de investimentos das Novas Rotas da Seda,Ao aderir à OTAN para reformar a organização por dentro,Ao forçar os países africanos a adotar o mandarim como língua nacional,Ao proibir todo o comércio com os países europeus aliados dos EUA,"A Belt and Road Initiative permite à China construir uma vasta rede de infraestruturas e alianças económicas no Mundo, oferecendo uma alternativa ao modelo de ajuda ocidental."
3,Compreender o mundo atual,Conflitos & geopolítica,As tensões em torno de Taiwan,Qual é a origem histórica da situação particular de Taiwan?,O fim da guerra civil chinesa em 1949,A Segunda Guerra Mundial,O Tratado de Versalhes,A queda da dinastia Qing,"Em 1949, após a vitória dos comunistas de Mao no continente, os nacionalistas do Kuomintang refugiaram-se em Taiwan, criando assim dois governos rivais.",Por que razão uma invasão de Taiwan paralisaria a economia digital mundial?,A ilha produz mais de 90% dos chips mais avançados via TSMC,Possui as únicas minas de lítio do mundo,Detém 50% dos servidores da Google e da Amazon,Controla todos os satélites de comunicação do Pacífico,A dominação tecnológica da TSMC torna o mundo inteiro dependente de Taiwan para os semicondutores de ponta necessários aos smartphones e servidores.,Em que consiste a « política de ambiguidade estratégica » dos Estados Unidos?,Vender armas a Taiwan sem prometer explicitamente uma intervenção militar,Reconhecer Taiwan como um Estado-membro da OTAN,Pretender que Taiwan não existe para agradar à China,Ter bases nucleares secretas na ilha,"Esta política visa dissuadir ambas as partes: a China por medo de uma resposta, e Taiwan por medo de ser abandonado em caso de provocação unilateral.",Que Evento político major ocorre em Taiwan em 1996?,A primeira eleição presidencial por sufrágio universal direto,O regresso da ilha sob soberania chinesa,A proclamação da independência constitucional,A assinatura de um tratado de paz definitivo com Pequim,"Em 1996, Taiwan conclui a sua transição democrática através da eleição direta do seu presidente, apesar dos disparos de mísseis de intimidação da China.",Que órgão internacional Taiwan teve de abandonar em 1971?,"A ONU, em benefício da República Popular da China",A Organização Mundial do Comércio (OMC),O Comité Olímpico Internacional,A Organização Mundial da Saúde (OMS),"A resolução 2758 da ONU reconheceu Pequim como único representante da China, resultando na expulsão de Taipé de todas as instâncias da ONU."
4,Compreender o mundo atual,Conflitos & geopolítica,O conceito de mundo «multipolar»,O que designa o «momento unipolar» teorizado por Charles Krauthammer ?,O Período de dominação sem rival dos Estados Unidos após a queda da URSS,O breve instante de unidade mundial em torno da ONU durante a guerra do Golfo,O fim anunciado dos conflitos após a derrota definitiva do comunismo,A unificação da Alemanha como pivô de uma nova ordem europeia,"O «momento unipolar» designa a estrutura das relações internacionais entre 1991 e cerca de 2008, onde os Estados Unidos eram a única superpotência (hémon) mundial.",Qual destes elementos é um motor principal da transição para a multipolaridade ?,A emergência económica e militar da China e a afirmação de Os BRICS,O reforço da influência da União Europeia na cena mundial,A dissolução da OTAN após o colapso do bloco soviético,O retorno sistemático dos Estados Unidos a uma Política de Isolacionismo,A ascensão de poder da China e a coordenação de países como Os BRICS oferecem alternativas políticas e económicas ao modelo dominado pelo Ocidente.,O que designa o Conceito de «Sul Global» na retórica multipolar contemporânea ?,Os países emergentes que reivindicam uma autonomia face à ordem ocidental,O conjunto de países situados estritamente no hemisfério sul,Os países mais pobres do planeta que não têm influência diplomática,Uma aliança militar formal rival da OTAN liderada pelo Brasil,"O Sul Global não é uma entidade geográfica estrita, mas um bloco político informal que contesta a predominância das normas e Instituição ocidentais.",Que consequência tem a multipolaridade sobre as Instituição internacionais como a ONU ?,Ela provoca uma paralisia frequente do Conselho de Segurança devido aos vetos cruzados,Ela reforça a autoridade do Secretário-Geral face às grandes potências,Ela simplifica a tomada de decisão graças à multiplicação de parceiros,Ela conduz ao desaparecimento completo do direito internacional e dos tratados,"Num mundo multipolar, os interesses divergentes dos membros permanentes (Estados Unidos, Rússia, China) levam frequentemente a bloqueios de Instituição majoritários.","Segundo John Mearsheimer (A Tragédia das Grandes Potências), por que razão a multipolaridade é arriscada?",Porque empurra as potências para a competição pela hegemonia regional,Porque impede o desenvolvimento das trocas comerciais internacionais,Porque favorece a criação de um governo mundial tirânico,Porque torna as guerras nucleares tecnicamente impossíveis,"O realismo ofensivo de John Mearsheimer defende que a ausência de um regulador único (unipolo) encoraja cada potência a maximizar a sua força, aumentando os riscos de guerra."
5,Compreender o mundo atual,Conflitos & geopolítica,O petróleo como fonte de conflitos,Em que ano e por quem foi lançada a exploração petrolífera industrial moderna?,Em 1859 por Edwin Drake na Pensilvânia,Em 1870 por John D. Rockefeller em Cleveland,Em 1908 pela BP no Irão,Em 1938 pela Standard Oil na Arábia Saudita,"Foi em 1859 que a perfuração de Titusville por Edwin Drake provou que se pode extrair o petróleo de forma mecânica e industrial, lançando a corrida ao ouro negro.",Qual foi a consequência imediata do embargo petrolífero árabe de 1973 nas economias ocidentais?,Uma estagflação (inflação elevada e crescimento nulo),Um crescimento acelerado graças aos investimentos no nuclear,Uma descida maciça do preço do barril por superprodução,O fim imediato da dependência do petróleo do Golfo,O choque de 1973 criou a estagflação: os preços aumentavam (inflação) enquanto a atividade económica abrandava por falta de energia barata.,Como se chama o cartel de companhias ocidentais que dominava o petróleo antes da ascensão da OPEP?,O Cartel das Sete Irmãs,O Grupo de Bagdad,A Standard Oil Alliance,O Consórcio de Majors,"As ""Sete Irmãs"" eram as sete multinacionais anglo-saxónicas que controlavam o essencial da produção, do refino e dos preços mundiais até aos anos 1960.",Que transformação política importante foi induzida pela revolução americana do petróleo de xisto nos anos 2010?,Os Estados Unidos tornaram-se o primeiro produtor mundial,A OPEP deixou de existir por falta de influência,O preço do petróleo tornou-se definitivamente estável,O Médio Oriente parou de exportar o seu petróleo para a Ásia,"Graças ao xisto, os EUA ultrapassaram a Rússia e a Arábia Saudita, modificando os equilíbrios da oferta e reduzindo a sua dependência geopolítica direta do Médio Oriente.",O que significa o Conceito de 'maldição dos recursos' aplicado aos países petrolíferos?,A riqueza petrolífera trava frequentemente o desenvolvimento democrático e a diversificação económica,O petróleo evapora-se mais depressa nos países quentes,Os países petrolíferos são tecnicamente incapazes de refinar o seu próprio recurso,O consumo de petróleo provoca catástrofes climáticas locais sistemáticas,Este paradoxo económico mostra que a 'renda' fácil desencoraja o desenvolvimento de Outro tipo de indústrias e permite aos regimes manterem-se sem o aval democrático da sua população.
6,Compreender o mundo atual,Conflitos & geopolítica,O Canal de Suez: por que é estratégico,Por quem é que o Canal de Suez foi escavado entre 1859 e 1869?,Sob a direção do diplomata e engenheiro francês Ferdinand de Lesseps,Por engenheiros soviéticos no âmbito da barragem de Assuão,Por uma companhia exclusivamente britânica dirigida por Ismaïl Pacha,Pelos Estados Unidos após a recompra das ações de Ferdinand de Lesseps,"O canal é a Obra de Ferdinand de Lesseps e da Companhia Universal do Canal Marítimo de Suez, financiada principalmente por capitais franceses.",Que Evento desencadeia a nacionalização do canal por Nasser em 1956?,A necessidade de financiar a barragem de Assuão após a retirada da ajuda ocidental,O encalhe de um navio britânico bloqueando o comércio,O bombardeamento do Cairo pelas forças franco-israelitas,A venda forçada das ações egípcias à Grã-Bretanha em 1875,Nasser nacionalizou o canal para recuperar os rendimentos da sua exploração a fim de financiar grandes trabalhos hidroelétricos.,Porque é que a crise de Suez de 1956 é considerada como o fim de uma época para a França e o Reino Unido?,Eles foram forçados a retirar pela pressão conjunta dos Estados Unidos e da URSS,Os seus exércitos foram totalmente destruídos pelo exército egípcio,Eles perderam a propriedade do Ever Given durante os combates,A ONU dissolveu os seus respetivos governos após a agressão,A humilhação diplomática sofrida sob a pressão das duas superpotências (EUA/URSS) mostrou que as potências coloniais europeias não eram mais os senhores do mundo.,Qual é a importância económica do canal hoje?,Assegura a passagem de 12% do comércio mundial anual,Representa 50% do PIB da União Europeia,É a única rota marítima que liga a Ásia à América,Substituiu totalmente a passagem pelo Cabo da Boa Esperança,"O canal é um ponto de passagem estratégico para 12% do comércio mundial, tornando qualquer paralisia extremamente dispendiosa.",Qual Evento de 2021 ilustrou a vulnerabilidade física do canal de Suez?,O encalhe do porta-contentores Ever Given bloqueando o tráfego durante 6 dias,A nacionalização do canal pelos rebeldes Houthis do Iémen,Um ataque de mísseis que afundou um navio de 400 metros,A retirada massiva de capitais chineses da zona económica do canal,O incidente do Ever Given mostrou que um simples acidente Técnica num navio gigante podia paralisar a economia mundial.
