Nom du cours,Classification,Terme,Explication
O Big Bang,Outro,supernovas,"Explosões titânicas que marcam a morte de certas estrelas, utilizadas como 'velas padrão' para medir as distâncias cósmicas e a expansão."
Porque é que os vulcões entram em erupção?,Lugar,dorsais,"Cadeias de montanhas submarinas situadas no limite de duas placas tectónicas que se afastam, permitindo ao magma subir e criar nova crosta oceânica."
Porque é que os vulcões entram em erupção?,Conceito,nuvens ardentes,"Mistura de gases ardentes, cinzas e blocos rochosos que desce pelas encostas de um vulcão a velocidades superiores a 100 km/h durante erupções explosivas."
Porque é que os vulcões entram em erupção?,Conceito,supervulcão,"Estrutura vulcânica capaz de produzir erupções com um volume superior a 1 000 km3, frequentemente caracterizada por uma imensa caldeira em vez de um cone clássico."
Porque é que os vulcões entram em erupção?,Lugar,fontes hidrotermais,Chaminés hidrotermais situadas nos fundos marinhos que libertam fluidos ricos em minerais e metais a temperaturas muito elevadas.
Como se formam os sismos?,Conceito,A subdução,Processo geodinâmico em que uma placa tectónica oceânica se afunda sob outra placa (oceânica ou continental) antes de mergulhar no manto terrestre.
Como se formam os sismos?,Lugar,A astenosfera,"Parte dúctil do manto superior terrestre situada sob a litosfera rígida, permitindo o deslocamento das placas tectónicas."
Como se formam os sismos?,Conceito,A engenharia sismo-resistente,Domínio da engenharia civil que estuda a conceção e a construção de edifícios capazes de resistir a abalos sísmicos sem colapsar.
A catástrofe de Chernobil (1986),Conceito,INES,"Escala internacional de eventos nucleares, variando de 1 (anomalia) a 7 (acidente grave). Chernobil e Fukushima são os dois únicos eventos de nível 7."
A catástrofe de Chernobil (1986),Outro,liquidadores,Nome dado ao pessoal civil e militar enviado para o local após a explosão para descontaminar a zona e construir o primeiro sarcófago.
A catástrofe de Chernobil (1986),Personagem,Mikhail Gorbachev,"Último dirigente da URSS (1985-1991), admitiu que Chernobil foi um dos fatores que desencadeou o colapso da União Soviética."
A catástrofe de Chernobil (1986),Instituição,WANO,"World Association of Nuclear Operators, organização criada em 1989 para promover a segurança nuclear mundial através da troca de informações entre operadores."
Porque é que a Lua não cai na Terra?,Conceito,Velocidade de orbitagem,Velocidade mínima que um corpo deve atingir para permanecer em órbita em redor de um astro sem se despenhar nem escapar.
Porque é que a Lua não cai na Terra?,Conceito,Inércia,"Propriedade de um corpo de conservar a sua velocidade e a sua direção na ausência de força exterior, levando-o a avançar em linha reta no espaço."
Porque é que a Lua não cai na Terra?,Conceito,Velocidade de equilíbrio,Velocidade precisa para a qual a força centrífuga compensa exatamente a força de atração gravítica.
Haverá vida noutros locais do Universo?,Conceito,Exobiologia,"Disciplina científica que estuda as condições e os processos que permitem o aparecimento da vida no Universo, bem como a sua deteção."
Haverá vida noutros locais do Universo?,Conceito,Forças de maré,"Efeitos gravitacionais exercidos por um corpo celeste massivo sobre um Outro, provocando deformações e um aquecimento interno por fricção."
Haverá vida noutros locais do Universo?,Conceito,Bioassinaturas,"Substâncias, estruturas ou fenómenos que fornecem uma prova científica de uma vida passada ou presente (ex: oxigénio e metano simultâneos numa atmosfera)."
Haverá vida noutros locais do Universo?,Conceito,Grande Filtro,"Hipótese segundo a qual existe uma barreira evolutiva extremamente difícil de ultrapassar, explicando a raridade de civilizações avançadas."
Haverá vida noutros locais do Universo?,Conceito,Hipótese do zoológico,"Teoria que sugere que civilizações avançadas nos observam à distância sem interferir, para nos deixar evoluir naturalmente."
Haverá vida noutros locais do Universo?,Conceito,Espectroscopia,Estudo do espetro luminoso para determinar a composição química e física da matéria emissora ou atravessada.
O que é um buraco negro ?,Conceito,Disco de acreção,"Estrutura de gás e de poeira em rotação em torno de um Objeto massivo (como um buraco negro), aquecida pela fricção e brilhando intensamente."
O que é um buraco negro ?,Outro,Interferometria,Técnica que consiste em combinar os sinais de vários telescópios distantes para obter uma resolução equivalente à de um telescópio gigante.
O que é um buraco negro ?,Conceito,Radiação Hawking,"Radiação térmica teórica emitida pelos buracos negros devido a efeitos quânticos, levando à sua evaporação muito lenta."
A teoria da relatividade para todos,Personagem,Newton,"Físico inglês (1643-1727) que formulou a lei da gravitação universal, vendo a gravidade como uma força de atração entre as massas."
A teoria da relatividade para todos,Conceito,física nuclear,"Ramo da física que estuda o núcleo dos átomos e as reações que dele decorrem, baseando-se na equivalência massa-energia (E=mc²)."
A teoria da relatividade para todos,Conceito,buracos negros,Objetos celestes tão densos que o seu campo gravitacional impede qualquer forma de matéria ou de radiação de sair.
A teoria da relatividade para todos,Outro,radioastronomia,Ramo da astronomia que estuda os astros através da observação das ondas de rádio que eles emitem.
A teoria da relatividade para todos,Teoria,Big Bang,Modelo cosmológico que descreve a origem e a evolução do Universo a partir de uma fase de densidade e de temperatura extremas.
Como se formam os raios ?,Conceito,cumulonimbus,"Nuvem de grande desenvolvimento vertical, em forma de bigorna, responsável por fenómenos de tempestade, granizo e relâmpagos."
Como se formam os raios ?,Conceito,granizo,"Partícula de gelo menor e mais densa que o granizo, formada pelo congelamento de gotas de chuva, desempenhando um papel fundamental na eletrização das nuvens."
Como se formam os raios ?,Conceito,efeito triboelétrico,Fenómeno de tensão eletrostática criada pela fricção ou colisão entre dois materiais de naturezas diferentes.
Como se formam os raios ?,Conceito,Sprites,"Raios de cor vermelha que ocorrem acima das trovoadas na mesosfera, muito breves e difíceis de observar a olho nu."
Como se formam os raios ?,Conceito,Elves,"Discos luminosos em expansão rápida que aparecem na alta atmosfera durante raios potentes, devido a impulsos eletromagnéticos."
Como funciona uma vacina ?,Conceito,Os linfócitos B,"Glóbulos brancos que produzem anticorpos - proteínas capazes de reconhecer e neutralizar um patógeno específico. Após uma vacinação, uma parte torna-se «células de memória» que persistem, por vezes, a vida inteira."
Como funciona uma vacina ?,Conceito,Os linfócitos T,Tipo de glóbulos brancos capazes de destruir diretamente as células do corpo infetadas por vírus ou que se tornaram cancerosas.
Como funciona uma vacina ?,Conceito,Adjuvantes,"Substâncias adicionadas a certas vacinas para estimular e prolongar a resposta imunitária do corpo, tornando a vacina mais eficaz."
Como funciona uma vacina ?,Personagem,Edward Jenner,Médico britânico (1749-1823) considerado o pai da imunologia por ter criado a primeira vacina contra a varíola.
O que é o efeito estufa (de verdade) ?,Instituição,IPCC,"Painel Intergovernamental sobre Mudanças Climáticas, criado em 1988 para avaliar as informações científicas relacionadas às mudanças climáticas."
O que é o efeito estufa (de verdade) ?,Conceito,pergelissolo,"Parte de um solo congelada permanentemente por pelo menos dois anos consecutivos, armazenando enormes quantidades de carbono orgânico."
O que é o efeito estufa (de verdade) ?,Data,Plioceno,"Época geológica que se estende de aproximadamente 5,3 a 2,5 milhões de anos antes do presente, frequentemente usada como ponto de comparação para os níveis atuais de CO2."
O que é o efeito estufa (de verdade) ?,Conceito,efeito de estufa,"Processo natural de aquecimento de um planeta pela sua atmosfera, onde certos gases adsorvem e reemitem a radiação térmica da superfície."
Por que dormimos ?,Conceito,Microssonhos,"Episódios de sono involuntários com duração de algumas frações de segundo a 30 segundos, ocorrendo durante uma privação severa de sono."
Por que dormimos ?,Lugar,Neocórtex,"Zona externa do cérebro envolvida nas funções superiores (perceção, raciocínio, linguagem) onde são armazenadas as memórias de longo prazo."
Por que dormimos ?,Conceito,Citocinas,Substâncias de sinalização celular produzidas nomeadamente durante o sono para regular a resposta imunitária face às infeções.
Por que dormimos ?,Conceito,Sono REM,"Fase do sono caracterizada por uma atividade cerebral intensa, movimentos oculares rápidos e uma paralisia muscular, associada aos sonhos."
Por que dormimos ?,Conceito,Sinaptogênese,"Processo de formação das sinapses (conexões) entre os neurónios, particularmente intenso durante o sono nos recém-nascidos."
Como o cérebro armazena as memórias ?,Lugar,lobo temporal,"Região do cérebro situada atrás das têmporas, abrigando o hippocampe e envolvida no processamento das memórias e das informações auditivas."
Por que algumas espécies são imortais ?,Conceito,mTOR,"Acrónimo de 'mammalian Target of Rapamycin', uma proteína que regula o crescimento celular em resposta aos nutrientes. A sua sobreatividade está ligada ao envelhecimento precoce."
Por que algumas espécies são imortais ?,Conceito,células-tronco,Células indiferenciadas capazes de se dividir indefinidamente e de se especializar em diferentes tipos de células para reparar os tecidos.
Por que algumas espécies são imortais ?,Conceito,epigenética,"Estudo das modificações que influenciam a expressão dos genes sem alterar a sequência de ADN, frequentemente comparada a uma 'camada de software' que se altera com a idade."
Por que as folhas mudam de cor?,Conceito,fitocromos,"Fotorrecetores proteicos das plantas que permitem detetar as variações de luz e ajustar o seu ciclo biológico (floração, queda das folhas)."
Por que as folhas mudam de cor?,Conceito,taninos,Substâncias fenólicas castanhas e amargas que permanecem nas folhas mortas uma vez que todos os outros pigmentos se degradaram.
Por que as folhas mudam de cor?,Outro,pulgões,"Insetos parasitas das plantas; segundo a Teoria do sinal honesto, as cores de outono dissuadem-nos de se instalarem na árvore."
Por que as folhas mudam de cor?,Outro,nitrogênio,Nutriente essencial que a árvore procura recuperar das suas folhas antes do inverno para assegurar o seu crescimento na primavera seguinte.
O que é a matéria escura?,Conceito,Modelo padrão,"Teoria física que descreve as partículas elementares (quarks, eletrões, etc.) e três das quatro forças fundamentais, mas que não consegue explicar a matéria escura."
O que é a matéria escura?,Conceito,Halo,"Estrutura esférica invisível que rodeia uma galáxia, composta maioritariamente por matéria escura e que explica a sua estabilidade rotacional."
O que é a matéria escura?,Conceito,Lentes gravitacionais,Efeito de deformação da luz proveniente de um Objeto distante quando esta passa na proximidade de um Objeto maciço (como um aglomerado de matéria escura) que curva o espaço-tempo.
O que é a matéria escura?,Conceito,Bariônica,"Diz-se da matéria comum composta por protões e neutrões, em oposição à matéria escura cuja natureza é não-bariónica."
A fotossíntese explicada de forma simples,Outro,estômatos,"Pequenas aberturas ajustáveis na epiderme das folhas que permitem as trocas gasosas (CO2, O2) e a transpiração da planta."
A fotossíntese explicada de forma simples,Conceito,ATP,Trifosfato de adenosina. Molécula universal que serve como principal vetor de energia no interior das células vivas.
A fotossíntese explicada de forma simples,Conceito,NADPH,Molécula transportadora de eletrões de alta energia utilizada nas reações químicas de síntese da glicose.
Como funciona a eletricidade no nosso corpo?,Conceito,bombas de sódio-potássio,Proteínas membranares que utilizam a energia celular (ATP) para manter os gradientes de concentração iónica necessários ao potencial de repouso.
Como funciona a eletricidade no nosso corpo?,Conceito,glutamato,"Principal neurotransmissor excitatório do sistema nervoso central, desempenhando um papel crucial na plasticidade neuronal e na memória."
Como funciona a eletricidade no nosso corpo?,Conceito,potencial de repouso,Estado estável da tensão elétrica da membrana de um neurónio quando este não está a transmitir um sinal (cerca de -70 milivolts).
Por que certos sons nos dão arrepios?,Personagem,Matthew Sachs,"Investigador em neurociências, autor de estudos pioneiros (2016-2017) sobre as diferenças estruturais do cérebro em pessoas que sentem arrepios musicais."
Por que certos sons nos dão arrepios?,Conceito,Subcortical,"Designa as regiões profundas do cérebro (como o estriado ou a amígdala) situadas sob o córtex, responsáveis pelas funções instintivas e emocionais."
Por que certos sons nos dão arrepios?,Conceito,Resolução harmônica,A passagem de um acorde instável (tensão) para um acorde estável (repouso) na Teoria musical clássica.
Por que as estações existem em outros planetas?,Conceito,Obliquidade,Ângulo entre o eixo de rotação de um planeta e a perpendicular ao seu plano orbital; é a causa maior das estações.
Por que as estações existem em outros planetas?,Conceito,<periélio>,Ponto da órbita de um corpo celeste onde a distância deste corpo ao Sol é mínima.
Por que as estações existem em outros planetas?,Lugar,<anéis de Saturno>,"Sistema de anéis planetários composto de gelo e poeira que circunda Saturno, cujo aspeto varia segundo as estações do planeta."
Por que as estações existem em outros planetas?,Lugar,<exoplanetas>,"Planetas situados fora do sistema solar, orbitando em torno de uma outra estrela que não o Sol."
Por que as estações existem em outros planetas?,Conceito,Rotação retrógrada,"Sentido de rotação de um planeta que gira de Este para Oeste, ao contrário da maioria dos planetas do sistema solar."
"A Odisseia, Homero",Outro,aedos,Poetas cantores da Grécia antiga que improvisavam ou recitavam epopeias acompanhando-se tradicionalmente de uma lira (a phorminx).
"A Odisseia, Homero",Movimento,homéridas,Fraternidade ou corporação de cantores e poetas que se pretendiam descendentes de Homero e asseguravam a transmissão das suas obras.
"A Odisseia, Homero",Personagem,Milman Parry,"Filólogo americano que provou, através do estudo dos bardos balcânicos, que as obras de Homero repousavam sobre uma técnica de composição oral improvisada."
"A Odisseia, Homero",Conceito,tradição oral,"Modo de transmissão da cultura pela palavra, sem suporte escrito, apoiando-se em técnicas de memorização específicas."
"A Odisseia, Homero",Outro,grego homérico,"Língua literária arcaica e artificial utilizada por Homero, misturando diferentes dialetos gregos por razões de métrica e de ritmo."
"A Odisseia, Homero",Conceito,dáctilo,"Unidade de medida do verso grego (o hexâmetro dactílico) composto por uma sílaba longa seguida de duas breves, imitando o ritmo do galope."
"A Odisseia, Homero",Conceito,in media res,"Locução latina significando 'no meio das coisas', designando um processo narrativo onde o relato começa no cerne da intriga."
"A Odisseia, Homero",Conceito,analepse,Termo técnico designando um recuo no tempo dentro de um relato (flashback).
"A Odisseia, Homero",Conceito,nékya,Episódio ritual durante o qual o herói invoca os mortos para interrogar a sua sombra sobre o futuro.
"A Odisseia, Homero",Personagem,James Joyce,"Escritor irlandês de grande importância do século XX, autor do romance experimental 'Ulisses' (1922)."
"A Ilíada, Homero",Conceito,timé,"Na Grécia Antiga, a honra ou o reconhecimento público concedido a um herói em função dos seus feitos. É a falta de timè infligida por Agamenon que provoca a retirada de Aquiles."
"A Ilíada, Homero",Evento,cavalo de Troia,"Estratagema célebre de Ulisses que consistiu em introduzir soldados gregos em Troia através de um imenso cavalo de madeira. Este episódio não é narrado na Ilíada, mas sim na Odisseia e na Eneida."
"Édipo Rei, Sófocles",Obra,Poética,"Tratado de Aristóteles que analisa as regras da tragédia e da epopeia, fazendo de Édipo Rei o modelo do género."
"Édipo Rei, Sófocles",Obra,Antígona,"Tragédia de Sófocles que narra o destino da filha de Édipo, confrontada com o conflito entre as leis divinas e as leis humanas."
"Édipo Rei, Sófocles",Obra,Édipo em Colono,"Última peça de Sófocles que descreve a morte de Édipo no exílio, tornando-se uma figura sagrada após os seus sofrimentos."
"Édipo Rei, Sófocles",Conceito,tritagonista,"Terceiro ator introduzido por Sófocles, permitindo enriquecer o jogo dramático para além do simples frente a frente."
"Édipo Rei, Sófocles",Outro,loimos,Termo grego que designa a peste ou uma impureza religiosa que atinge uma cidade em punição por uma falta.
"Édipo Rei, Sófocles",Personagem,Tirésias,Adivinho cego de Tebas que possui o duplo conhecimento (passado e futuro) e revela a sua falta a Édipo.
"Édipo Rei, Sófocles",Conceito,anagnorisis,Momento da tragédia em que uma personagem passa da ignorância ao conhecimento (o reconhecimento).
"Édipo Rei, Sófocles",Conceito,peripeteia,"A inversão brutal da situação de uma personagem, passando da felicidade à infelicidade extrema."
"Édipo Rei, Sófocles",Conceito,pharmakos,"Bode expiatório na Grécia antiga, purgando a cidade do seu mal através da sua expulsão ou do seu sacrifício."
"Édipo Rei, Sófocles",Outro,ainigma,"Palavra grega que significa enigma, designando o jogo do espírito mas também a palavra obscura dos oráculos."
"Antígona, Sófocles",Evento,Sete contra Tebas,Expedição militar liderada por Polinice e seis outros chefes contra a sua própria cidade de Tebas para retomar o trono a Etéocles.
"Antígona, Sófocles",Lugar,Hades,"A morada dos mortos na mitologia grega, onde as almas residem após terem recebido os ritos funerários."
"Antígona, Sófocles",Conceito,peripécia,Mudança súbita de situação numa peça de teatro que leva a ação para o seu desfecho.
"O Banquete, Platão",Conceito,andróginos,"Seres míticos que possuem ao mesmo tempo os caracteres masculinos e femininos. No relato de Aristófanes, representam uma das três formas originais da humanidade antes de serem cindidos pelos deuses."
"O Banquete, Platão",Conceito,daimôn,"Na mitologia grega e em Platão, ser intermediário entre os deuses e os mortais, servindo de mensageiro ou de mediador. Eros é descrito como um daimôn porque liga o desejo humano à perfeição divina."
"O Banquete, Platão",Conceito,Eros,"Divindade grega do Amor e do desejo. Em Platão, simboliza a força de atração que empurra a alma em direção ao belo e ao saber."
"O Banquete, Platão",Personagem,Alcibíades,"Homem política e general ateniense célebre pelo seu carisma, pela sua beleza e pela sua instabilidade. A sua entrada estrondosa no fim de O Banquete oferece um retrato vivo de Sócrates."
"A República, Platão",Conceito,Epithumia,"Na psicologia de Platão, a parte desejante da alma ligada às necessidades biológicas e aos apetites materiais."
"A República, Platão",Conceito,Thumos,"A parte 'irascível' ou 'espirituosa' da alma, sede da coragem, da cólera nobre e da força de caráter."
"A República, Platão",Conceito,Logos,"A parte racional da alma, capaz de aceder à verdade e de dirigir as outras partes para a harmonia."
"A República, Platão",Lugar,Kallipolis,"Nome que significa 'bela cidade', designando a cidade ideal construída por Sócrates e os seus interlocutores em A República, Platão."
"A República, Platão",Personagem,Karl Popper,"Filósofo do século XX autor de 'A Sociedade Aberta e os Seus Inimigos', crítico radical do modelo platónico que considera precursor dos totalitarismos."
"A República, Platão",Personagem,Alfred North Whitehead,Filósofo e matemático britânico célebre pela sua fórmula que sublinha a influência hegemónica de Platão sobre a história do pensamento.
"A Apologia de Sócrates, Platão",Conceito,apologia,"Termo grego que significa « defesa ». No contexto antigo, trata-se de um discurso destinado a justificar os seus atos num processo, e não de expressar arrependimento."
"A Apologia de Sócrates, Platão",Movimento,sofistas,"Mestres de retórica e de eloquência na Grécia Antiga que ensinavam a arte de persuadir mediante remuneração, frequentemente criticados por Sócrates pela sua falta de preocupação com a verdade absoluta."
"A Apologia de Sócrates, Platão",Lugar,Pritaneu,"Edifício público de Atenas onde residiam os magistrados e onde eram alimentados, a expensas da cidade, os cidadãos merecedores e os atletas vitoriosos."
"Os Trabalhos e os Dias, Hesíodo",Lugar,Beócia,"Região da Grécia central, ao norte da Ática, cuja capital era Tebas. Percebida pelos atenienses como uma terra de camponeses rudes, é a pátria de Hesíodo."
"Os Trabalhos e os Dias, Hesíodo",Conceito,Hybris,"Noção grega que designa a desmesura, o orgulho insensato que leva o homem a acreditar ser igual aos deuses. É o crime supremo que acarreta o castigo divino (Nêmesis)."
"Os Trabalhos e os Dias, Hesíodo",Personagem,Erasmo,"Humanista do Renascimento que, ao traduzir Hesíodo para o latim, substituiu o termo grego 'pithos' (jarro) por 'pyxis' (caixa), criando assim a expressão errônea mas célebre de 'caixa de Pandora'."
"Os Trabalhos e os Dias, Hesíodo",Obra,Geórgicas,"Poema didático latim de Virgílio que trata da agricultura, diretamente inspirado pela obra de Hesíodo."
"Medreia, Eurípides",Personagem,Ésquilo,"O mais antigo dos três grandes autores de tragédias gregas, conhecido pela dimensão religiosa e coletiva de suas peças."
"Medreia, Eurípides",Personagem,Sófocles,"Tragediógrafo grego, autor de Édipo Rei, que introduziu o terceiro ator e se concentrou na solidão heroica."
"Medreia, Eurípides",Conceito,Bárbaro,"Para os gregos, designa qualquer pessoa que não fale grego e seja estrangeira à sua cultura. O termo não é inicialmente insultuoso, mas marca uma alteridade radical."
"Medreia, Eurípides",Instituição,Argonautas,"Grupo de heróis que, segundo a Mitologia, acompanharam Jasão no navio Argo para buscar o Velo de Ouro."
"Medreia, Eurípides",Conceito,Thumos,"Conceito grego que designa a alma irascível, sede da cólera, da coragem e do sentimento de honra."
"Medreia, Eurípides",Conceito,Deus ex machina,Procedimento teatral que consiste na intervenção de um deus ou de uma força divina no final de uma peça para resolver uma situação inextricável.
"Os Miseráveis, Victor Hugo",Conceito,Digressões,"Interrupção da narrativa principal pelo autor para tratar de um tema histórico, filosófico ou sociológico (ex: Waterloo em Os Miseráveis)."
"Os Miseráveis, Victor Hugo",Lugar,Esgotos de Paris,Subsolo da capital utilizado por Hugo como metáfora do inconsciente social e lugar da fuga heroica de Jean Valjean.
"Os Miseráveis, Victor Hugo",Movimento,ABC,"Nome da sociedade secreta fictícia de estudantes republicanos liderada por Enjolras, cujo nome é um jogo de palavras com 'les abaissés' (os humilhados/o povo)."
"Os Miseráveis, Victor Hugo",Conceito,Literatura engajada,"Tipo de obra onde o autor coloca a sua arte ao serviço de uma causa política, social ou ética para transformar a sociedade."
"Madame Bovary, Flaubert",Movimento,realismo,"Movimento literário do século XIX que visa representar a realidade social e humana da maneira mais fiel possível, sem a idealizar."
"Madame Bovary, Flaubert",Personagem,Homais,"Farmacêutico de Yonville, figura da burguesia triunfante, pedante e medíocre, que se opõe ao desespero de Emma através do seu sucesso social."
"O Vermelho e o Negro, Stendhal",Referência histórica,Vulgata,"Tradução latina da Bíblia, utilizada pela Igreja Católica. Dominar este texto de cor era um sinal de erudição bíblica imensa, utilizado por Julien Sorel para impressionar o clero e os nobres."
"O Vermelho e o Negro, Stendhal",Outro,Crônica de 1830,Título alternativo e subtítulo do romance que sublinha a vontade de Stendhal de ancorar o seu relato na atualidade política e social fervorosa do seu tempo.
"O Vermelho e o Negro, Stendhal",Conceito,Beylismo,"Filosofia de vida e de escrita de Stendhal que alia a análise lúcida do mundo, a busca pela felicidade individual e a rejeição da ênfase romântica."
"Cândido, Voltaire",Evento,Guerra dos Sete Anos,Conflito maior (1756-1763) opondo principalmente a França à Grã-Bretanha. Voltaire utiliza-o para denunciar a «carnificina heroica» das batalhas.
"Cândido, Voltaire",Instituição,Inquisição,"Tribunal eclesiástico encarregado de perseguir a heresia. Em Cândido, ilustra o fanatismo religioso que Voltaire combate."
"Cândido, Voltaire",Conceito,Autodafé,Cerimónia de penitência pública onde por vezes se queimam heréticos. Voltaire faz dela uma demonstração de absurdo supersticioso.
"Cândido, Voltaire",Personagem,Leibniz,"Gottfried Wilhelm Leibniz (1646-1716), filósofo alemão cuja Teodiceia defende a ideia de que Deus criou o 'melhor dos mundos possíveis'."
"As Confissões, Rousseau",Conceito,pacto autobiográfico,"Conceito teorizado por Philippe Lejeune que designa o compromisso do autor em dizer a verdade sobre si mesmo, criando uma identidade entre o autor, o narrador e o personagem."
"As Confissões, Rousseau",Movimento,romantismo,"Movimento cultural europeu que privilegia a expressão dos sentimentos, a imaginação e a exaltação da natureza, do qual Rousseau é considerado um dos pais espirituais."
"O Estrangeiro, Camus",Instituição,Gallimard,"Prestigiada editora francesa que publicou O Estrangeiro em 1942 e da qual Camus se tornaria, mais tarde, um dos leitores influentes."
"O Estrangeiro, Camus",Movimento,Nouveau Roman,"Movimento literário dos anos 1950 que rejeitou as convenções do romance tradicional (enredo, psicologia das personagens), encontrando no estilo neutro de Camus um precursor."
"O Estrangeiro, Camus",Personagem,Kamel Daoud,"Escritor argelino contemporâneo, autor de 'Meursault, contra-enquête', que dá uma identidade e uma voz ao irmão do Árabe morto por Meursault."
"O Estrangeiro, Camus",Conceito,pós-coloniais,"Estudos críticos que analisam as consequências culturais, políticas e sociais da colonização, interessando-se particularmente pela representação do Outro na arte."
"O Mito de Sísifo, Camus",Movimento,Teatro do absurdo,"Corrente teatral dos anos 1950 (Beckett, Ionesco) que rompe com o naturalismo para encenar o sem-sentido da condição humana e o fracasso da linguagem."
"Em Busca do Tempo Perdido, Proust",Outro,Salões mundanos,"Lugares de sociabilidade da alta sociedade onde as pessoas se reúnem para discutir política, arte e literatura, decisivos na aprendizagem social do narrador."
"Em Busca do Tempo Perdido, Proust",Personagem,André Gide,Escritor francês e figura central da NRF que inicialmente recusou o manuscrito de Proust antes de se tornar um de seus maiores admiradores.
"Em Busca do Tempo Perdido, Proust",Personagem,Monsieur de Charlus,"Personagem central e complexo da Recherche, aristocrata culto cujo destino Proust utiliza para explorar a homossexualidade e o declínio social."
"1984, George Orwell",Instituição,POUM,Partido Operário de Unificação Marxista. Organização revolucionária antiestalinista na Espanha na qual Orwell combateu.
"1984, George Orwell",Conceito,Censura,"Ação de limitar ou proibir a difusão de ideias, informações ou obras por uma autoridade pública ou religiosa."
"1984, George Orwell",Conceito,Duplipensamento,"Capacidade de aceitar duas crenças contraditórias como verdadeiras ao mesmo tempo, permitindo ignorar a realidade física em favor da doutrina do Partido."
"A Revolução dos Bichos, George Orwell",Data,Segunda Guerra Mundial,Conflito mundial (1939-1945) durante o qual a URSS foi a aliada da Grã-Bretanha e dos Estados Unidos contra a Alemanha nazista.
"A Revolução dos Bichos, George Orwell",Conceito,proletariado,Classe social composta pelos trabalhadores que não possuem meios de produção e vendem sua força de trabalho para subsistir.
"A Revolução dos Bichos, George Orwell",Personagem,Czar Nicolau II,"Último imperador da Rússia, derrubado durante a Revolução de 1917, representado pelo fazendeiro Jones no romance."
"A Revolução dos Bichos, George Orwell",Conceito,novilíngua,Conceito de Orwell que designa uma linguagem simplificada e manipulada a fim de impedir qualquer pensamento crítico ou oposicionista.
"A Revolução dos Bichos, George Orwell",Evento,Revolução Russa,Eventos de 1917 que levaram à derrubada do regime tsarista e à tomada de poder pelos bolcheviques liderados por Lênin.
"Romeu e Julieta, Shakespeare",Obra,Romeu e Julieta,"Tragédia de William Shakespeare escrita por volta de 1595, relatando a paixão de dois amantes cujas famílias inimigas impedem a união."
"Romeu e Julieta, Shakespeare",Personagem,Matteo Bandello,Escritor italiano do século XVI cuja novela serviu de fonte principal a Shakespeare para a sua intriga.
"Romeu e Julieta, Shakespeare",Conceito,Vendetta,"Ódio ou vingança hereditária entre duas famílias ou clãs, motor da tragédia na peça."
"Romeu e Julieta, Shakespeare",Conceito,Cínico,"Aqui, atitude que consiste em zombar dos valores ideais e dos sentimentos por espírito crítico ou desilusão, como faz Mercutio."
"Romeu e Julieta, Shakespeare",Conceito,Peripatetismo,"No sentido lato no teatro, a arte de desenvolver um pensamento através da ação e do movimento das personagens."
"Romeu e Julieta, Shakespeare",Obra,West Side Story,Célebre comédia musical de 1957 que adapta o enredo de Shakespeare ao conflito entre dois bandos de Nova York.
"Admirável Mundo Novo, Aldous Huxley",Obra,1984,"Romance de George Orwell publicado em 1949 descrevendo uma distopia totalitária baseada na vigilância constante, na repressão e na manipulação da linguagem (a Novilíngua)."
"Admirável Mundo Novo, Aldous Huxley",Conceito,processo Bokanovsky,"No romance, técnica que consiste em provocar, por choques térmicos ou químicos, múltiplas brotações a partir de um único ovo, permitindo criar até 96 gémeos idênticos."
"Admirável Mundo Novo, Aldous Huxley",Obra,Regresso ao Admirável Mundo Novo,"Ensaio publicado por Aldous Huxley em 1958 onde ele analisa, 27 anos mais tarde, a evolução da sociedade em relação às suas próprias previsões romanescas."
"Frankenstein, Mary Shelley",Conceito,Galvanismo,"Teoria física de Luigi Galvani no século XVIII sugerindo que os músculos dos animais são ativados por um fluido elétrico, abrindo o imaginário sobre a reanimação dos mortos."
"Frankenstein, Mary Shelley",Movimento,Romantismo,"Movimento literário e artístico do século XIX privilegiando a expressão dos sentimentos, o imaginário, a natureza selvagem e os tormentos da alma."
"Frankenstein, Mary Shelley",Conceito,Hubris,"Termo grego que designa o orgulho desmedido de um humano que procura igualar os deuses, levando inevitavelmente à sua queda."
"Frankenstein, Mary Shelley",Conceito,Tabula rasa,"Conceito filosófico segundo o qual a mente humana nasce virgem de qualquer conhecimento ou inclinação moral, e se constrói apenas através da experiência e da educação."
"Frankenstein, Mary Shelley",Conceito,Pós-humanismo,Corrente de pensamento que explora a ideia de uma humanidade transformada ou superada pelos avanços tecnológicos e biológicos.
"Frankenstein, Mary Shelley",Conceito,Determinismo social,Princípio segundo o qual as condições sociais e o ambiente de um indivíduo determinam o seu comportamento e o seu destino.
"Frankenstein, Mary Shelley",Obra,O Paraíso Perdido,"Poema épico de John Milton que trata da queda do homem e da revolta de Satanás contra Deus, livro fundamental que a criatura lê para compreender a sua própria condição."
"Crime e Castigo, Dostoiévski",Obra,Crime e Castigo,"Romance de Fiódor Dostoiévski publicado em 1866, pilar da literatura russa que explora os temas da culpa, da moral e da redenção."
"Crime e Castigo, Dostoiévski",Movimento,Círculo de Petrashevski,"Grupo de discussão intelectual russa de inspiração socialista ao qual Dostoiévski pertencia, o que lhe valeu uma condenação à morte."
"Crime e Castigo, Dostoiévski",Lugar,Prisão de Omsk,"Local de detenção na Sibéria onde Dostoiévski passou quatro anos de trabalhos forçados, experiência que forjou a sua visão do sofrimento humano."
