Nom du cours,Classification,Terme,Explication
"La Odisea, Homero",Personaje,Milman Parry,"Filólogo estadounidense que demostró, mediante el estudio de los bardos balcánicos, que las obras de Homero se basaban en una técnica de composición oral improvisada."
"La Odisea, Homero",Concepto,tradición oral,"Modo de transmisión de la cultura a través de la palabra, sin soporte escrito, apoyándose en técnicas de memorización específicas."
"La Odisea, Homero",Otro,griego homérico,"Lengua literaria arcaica y artificial utilizada por Homero, mezclando diferentes dialectos griegos por razones de métrica y de ritmo."
"La Odisea, Homero",Concepto,dáctilo,"Unidad de medida del verso griego (el hexámetro dactílico) compuesto por una sílaba larga seguida de dos breves, imitando el ritmo del galope."
"La Odisea, Homero",Concepto,in media res,"Locución latina que significa 'en medio de las cosas', que designa un procedimiento narrativo donde el relato comienza en el corazón de la trama."
"La Odisea, Homero",Concepto,analepsis,Término técnico que designa una vuelta atrás en un relato (flashback).
"La Odisea, Homero",Concepto,nekya,Episodio ritual durante el cual el héroe invoca a los muertos para interrogar a sus sombras sobre el futuro.
"La Odisea, Homero",Personaje,James Joyce,"Escritor irlandés fundamental del siglo XX, autor de la novela experimental 'Ulises' (1922)."
"La Ilíada, Homero",Concepto,timé,"En la Antigua Grecia, el honor o el reconocimiento público otorgado a un héroe en función de sus hazañas. Es la falta de timé infligida por Agamenón lo que provoca la retirada de Aquiles."
"La Ilíada, Homero",Evento,caballo de Troya,"Estratagema célebre de Ulises que consiste en introducir soldados griegos en Troya a través de un inmenso caballo de madera. Este episodio no se relata en la Ilíada, sino en la Odisea y la Eneida."
"Edipo Rey, Sófocles",Obra,Poética,"Tratado de Aristóteles que analiza las reglas de la tragedia y de la epopeya, convirtiendo a Edipo Rey en el modelo del género."
"Edipo Rey, Sófocles",Obra,Antígona,"Tragedia de Sófocles que narra el destino de la hija de Edipo, enfrentada al conflicto entre leyes divinas y leyes humanas."
"Edipo Rey, Sófocles",Obra,Edipo en Colono,"Última pieza de Sófocles que describe la muerte de Edipo exiliado, convertido en una figura sagrada tras sus sufrimientos."
"Edipo Rey, Sófocles",Concepto,tritagonista,"Tercer actor introducido por Sófocles, que permite enriquecer el juego dramático más allá del simple cara a cara."
"Edipo Rey, Sófocles",Otro,loimos,Término griego que designa la peste o una mancha religiosa que golpea a una ciudad como castigo por una falta.
"Edipo Rey, Sófocles",Personaje,Tiresias,Adivino ciego de Tebas que posee el doble conocimiento (pasado y futuro) y revela su falta a Edipo.
"Edipo Rey, Sófocles",Concepto,anagnórisis,Momento de la tragedia en el que un personaje pasa de la ignorancia al conocimiento (el reconocimiento).
"Edipo Rey, Sófocles",Concepto,peripeteia,"El cambio brusco de la situación de un personaje, pasando de la felicidad a la desgracia extrema."
"Edipo Rey, Sófocles",Concepto,pharmakos,"Chivo expiatorio en la Antigua Grecia, que purga a la ciudad de su mal mediante su expulsión o su sacrificio."
"Edipo Rey, Sófocles",Otro,ainigma,"Palabra griega que significa enigma, designando el juego del ingenio pero también la palabra oscura de los oráculos."
"Antígona, Sófocles",Evento,Los siete contra Tebas,Expedición militar liderada por Polinices y otros seis jefes contra su propia ciudad de Tebas para arrebatarle el trono a Eteocles.
"Antígona, Sófocles",Lugar,Hades,"La morada de los muertos en la mitología griega, donde las almas residen después de recibir los ritos funerarios."
"Antígona, Sófocles",Concepto,peripecia,Cambio repentino de situación en una obra de teatro que lleva la acción hacia su desenlace.
"El Banquete, Platón",Concepto,andróginos,"Seres míticos que poseen a la vez los caracteres masculinos y femeninos. En el relato de Aristófanes, representan una de las tres formas originales de la humanidad antes de ser divididos por los dioses."
"El Banquete, Platón",Concepto,daimôn,"En la mitología griega y en Platón, ser intermediario entre los dioses y los mortales, que sirve de mensajero o mediador. Eros es descrito como un daimón porque conecta el deseo humano con la perfección divina."
"El Banquete, Platón",Concepto,Eros,"Divinidad griega del Amor y del deseo. En Platón, simboliza la fuerza de atracción que empuja al alma hacia lo bello y el saber."
"El Banquete, Platón",Personaje,Alcibíades,"Hombre política y general ateniense famoso por su carisma, su belleza y su inestabilidad. Su entrada estrepitosa al final de El Banquete ofrece un retrato vivo de Sócrates."
"La República, Platón",Concepto,Epithumia,"En la psicología de Platón, la parte deseante del alma ligada a las necesidades biológicas y a los apetitos materiales."
"La República, Platón",Concepto,Thumos,"La parte 'irascible' o 'espiritosa' del alma, sede del valor, de la cólera noble y de la fuerza de carácter."
"La República, Platón",Concepto,Logos,"La parte racional del alma, capaz de acceder a la verdad y de dirigir a las otras partes hacia la armonía."
"La República, Platón",Lugar,Calípolis,"Nombre que significa 'bella ciudad', que designa la ciudad ideal construida por Sócrates y sus interlocutores en La República."
"La República, Platón",Personaje,Karl Popper,"Filósofo del siglo XX autor de 'La sociedad abierta y sus enemigos', crítico radical del modelo platónico al que considera precursor de los totalitarismos."
"La República, Platón",Personaje,Alfred North Whitehead,Filósofo y matemático británico célebre por su fórmula que subraya la influencia hegemónica de Platón en la historia del pensamiento.
"La Apología de Sócrates, Platón",Concepto,apología,"Término griego que significa «defensa». En el contexto antiguo, se trata de un discurso destinado a justificar los propios actos durante un juicio, y no a expresar arrepentimiento."
"La Apología de Sócrates, Platón",Movimiento,sofistas,"Maestros de retórica y elocuencia en la antigua Grecia que enseñaban el arte de persuadir a cambio de una remuneración, a menudo criticados por Sócrates por su falta de preocupación por la verdad absoluta."
"La Apología de Sócrates, Platón",Lugar,Pritaneo,"Edificio público de Atenas donde residían los magistrados y donde eran alimentados, a expensas de la ciudad, los ciudadanos meritorios y los atletas victoriosos."
"Los trabajos y los días, Hesíodo",Lugar,Beocia,"Región de la Grecia central, al norte del Ática, cuya capital era Tebas. Percibida por los atenienses como una tierra de campesinos torpes, es la patria de Hesíodo."
"Los trabajos y los días, Hesíodo",Concepto,Hybris,"Noción griega que designa la desmesura, el orgullo insensato que empuja al hombre a creerse igual a los dioses. Es el crimen supremo que conlleva el castigo divino (Némesis)."
"Los trabajos y los días, Hesíodo",Personaje,Erasmo,"Humanista del Renacimiento que, al traducir a Hesíodo al latín, reemplazó el término griego 'pithos' (tinaja) por 'pyxis' (caja), creando así la expresión errónea pero célebre de 'caja de Pandora'."
"Los trabajos y los días, Hesíodo",Obra,Geórgicas,"Poema didáctico latino de Virgilio que trata sobre la agricultura, directamente inspirado por la obra de Hesíodo."
"Medea, Eurípides",Personaje,Esquilo,"El más antiguo de los tres grandes autores de tragedias griegas, conocido por la dimensión religiosa y colectiva de sus piezas."
"Medea, Eurípides",Personaje,Sófocles,"Tragediógrafo griego, autor de Edipo Rey, que introdujo al tercer actor y se concentró en la soledad heroica."
"Medea, Eurípides",Concepto,Bárbaro,"Para los griegos, designa a cualquier persona que no hable griego y sea ajena a su cultura. El término no es inicialmente insultante pero marca una alteridad radical."
"Medea, Eurípides",Institución,Argonautas,"Grupo de héroes que, según la Mitología, acompañaron a Jasón en el navío Argo para buscar el Vellocino de oro."
"Medea, Eurípides",Concepto,Thumos,"Concepto griego que designa el alma irascible, sede de la cólera, del valor y del sentimiento del honor."
"Medea, Eurípides",Concepto,Deus ex machina,Procedimiento teatral que consiste en hacer intervenir a un dios o una fuerza divina al final de una obra para resolver una situación inextricable.
"Los Miserables, Victor Hugo",Concepto,Digresiones,"Interrupción del relato principal por parte del autor para tratar un tema histórico, filosófico o sociológico (ej: Waterloo en Los miserables)."
"Los Miserables, Victor Hugo",Lugar,Alcantarillas de París,Subsuelo de la capital utilizado por Hugo como metáfora del inconsciente social y lugar de la huida heroica de Jean Valjean.
"Los Miserables, Victor Hugo",Movimiento,ABC,"Nombre de la sociedad secreta ficticia de estudiantes republicanos liderada por Enjolras, cuyo nombre es un juego de palabras sobre 'les abaissés' (los oprimidos)."
"Los Miserables, Victor Hugo",Concepto,Literatura comprometida,"Tipo de obra donde el autor pone su arte al servicio de una causa política, social o ética para transformar la sociedad."
"Madame Bovary, Flaubert",Movimiento,realismo,"Movimiento literario del siglo XIX que busca representar la realidad social y humana de la manera más fiel posible, sin idealizarla."
"Madame Bovary, Flaubert",Personaje,Homais,"Farmacéutico de Yonville, figura de la burguesía triunfante, pedante y mediocre, que se opone a la angustia de Emma a través de su éxito social."
"Rojo y negro, Stendhal",Referencia histórica,Vulgata,"Traducción latina de la Biblia, utilizada por la Iglesia católica. Dominar este texto de memoria era un signo de inmensa erudición bíblica, utilizado por Julien Sorel para impresionar al clero y a los nobles."
"Rojo y negro, Stendhal",Otro,Crónica de 1830,Título alternativo y subtítulo de la novela que subraya la voluntad de Stendhal de anclar su relato en la actualidad política y social candente de su tiempo.
"Rojo y negro, Stendhal",Concepto,Beylismo,"Filosofía de vida y de escritura de Stendhal que combina el análisis lúcido del mundo, la búsqueda de la felicidad individual y el rechazo del énfasis romántico."
"Cándido, Voltaire",Evento,Guerra de los Siete Años,Conflicto mayor (1756-1763) que enfrentó principalmente a Francia contra Gran Bretaña. Voltaire lo utiliza para denunciar la «carnicería heroica» de las batallas.
"Cándido, Voltaire",Institución,Inquisición,"Tribunal eclesiástico encargado de perseguir la herejía. En Cándido, ilustra el fanatismo religioso que Voltaire combate."
"Cándido, Voltaire",Concepto,Autodafe,Ceremonia de penitencia pública donde a veces se quema a los herejes. Voltaire hace de ello una demostración de absurdo supersticioso.
"Cándido, Voltaire",Personaje,Leibniz,"Gottfried Wilhelm Leibniz (1646-1716), filósofo alemán cuya Teodicea defiende la idea de que Dios creó el 'mejor de los mundos posibles'."
"Las Confesiones, Rousseau",Concepto,pacto autobiográfico,"Concepto teorizado por Philippe Lejeune que designa el compromiso del autor de decir la verdad sobre sí mismo, creando una identidad entre el autor, el narrador y el personaje."
"Las Confesiones, Rousseau",Movimiento,romanticismo,"Movimiento cultural europeo que privilegia la expresión de los sentimientos, la imaginación y la exaltación de la naturaleza, del cual Rousseau es considerado uno de los padres espirituales."
"El extranjero, Camus",Institución,Gallimard,Prestigiosa editorial francesa que publicó El extranjero en 1942 y de la cual Camus se convertiría más tarde en uno de los lectores influyentes.
"El extranjero, Camus",Movimiento,Nouveau Roman,"Movimiento literario de los años 50 que rechazó las convenciones de la novela tradicional (trama, psicología de los personajes), encontrando en el estilo neutro de Camus un precursor."
"El extranjero, Camus",Personaje,Kamel Daoud,"Escritor argelino contemporáneo, autor de 'Meursault, contra-investigación', que da una identidad y una voz al hermano del árabe asesinado por Meursault."
"El extranjero, Camus",Concepto,poscoloniales,"Estudios críticos que analizan las consecuencias culturales, políticas y sociales de la colonización, interesándose particularmente en la representación del Otro en el arte."
"El mito de Sísifo, Camus",Movimiento,Teatro del absurdo,"Corriente teatral de los años 50 (Beckett, Ionesco) que rompe con el naturalismo para poner en escena el sinsentido de la condición humana y el fracaso del lenguaje."
"En busca del tiempo perdido, Proust",Otro,Salones mundanos,"Lugares de sociabilidad de la alta sociedad donde uno se reúne para discutir sobre política, arte y literatura, decisivos en el aprendizaje social del narrador."
"En busca del tiempo perdido, Proust",Personaje,André Gide,Escritor francés y figura principal de la NRF que rechazó inicialmente el manuscrito de Proust antes de convertirse en uno de sus más grandes admiradores.
"En busca del tiempo perdido, Proust",Personaje,Monsieur de Charlus,"Personaje central y complejo de la Recherche, aristócrata cultivado cuyo destino utiliza Proust para explorar la homosexualidad y el declive social."
"1984, George Orwell",Institución,POUM,Partido Obrero de Unificación Marxista. Organización revolucionaria antiestalinista en España en la que Orwell combatió.
"1984, George Orwell",Concepto,Censura,"Acción de limitar o prohibir la difusión de ideas, de informaciones o de obras por una autoridad pública o religiosa."
"1984, George Orwell",Concepto,Doublepensée,"Capacidad de aceptar dos creencias contradictorias como verdaderas al mismo tiempo, permitiendo ignorar la realidad física en favor de la doctrina del Partido."
"Rebelión en la granja, George Orwell",Fecha,Segunda Guerra Mundial,Conflicto mundial (1939-1945) durante el cual la URSS fue la aliada de Gran Bretaña y de los Estados Unidos contra la Alemania nazi.
"Rebelión en la granja, George Orwell",Concepto,proletariado,Clase social compuesta por los trabajadores que no poseen medios de producción y venden su fuerza de trabajo para subsistir.
"Rebelión en la granja, George Orwell",Personaje,Zar Nicolás II,"Último emperador de Rusia, derrocado durante la Revolución de 1917, representado por el granjero Jones en la novela."
"Rebelión en la granja, George Orwell",Concepto,neolengua,Concepto de Orwell que designa un lenguaje simplificado y manipulado para impedir cualquier pensamiento crítico o de oposición.
"Rebelión en la granja, George Orwell",Evento,Revolución rusa,Eventos de 1917 que condujeron al derrocamiento del régimen zarista y a la toma del poder de los bolcheviques liderados por Lenin.
"Romeo y Julieta, Shakespeare",Obra,Romeo y Julieta,"Tragedia de William Shakespeare escrita hacia 1595, que relata la pasión de dos amantes cuyas familias enemigas impiden su unión."
"Romeo y Julieta, Shakespeare",Personaje,Matteo Bandello,Escritor italiano del siglo XVI cuya novela sirvió de fuente principal para Shakespeare para su trama.
"Romeo y Julieta, Shakespeare",Concepto,Vendetta,"Odio o venganza hereditaria entre dos familias o clanes, motor de la tragedia en la obra."
"Romeo y Julieta, Shakespeare",Concepto,Cínico,"Aquí, actitud que consiste en burlarse de los valores ideales y de los sentimientos por espíritu crítico o desengaño, como lo hace Mercutio."
"Romeo y Julieta, Shakespeare",Concepto,Peripatetismo,"En un sentido amplio en el teatro, el arte de desarrollar un pensamiento a través de la acción y del movimiento de los personajes."
"Romeo y Julieta, Shakespeare",Obra,West Side Story,Célebre musical de 1957 que adapta la trama de Shakespeare al conflicto entre dos bandas de Nueva York.
"Un mundo feliz, Aldous Huxley",Obra,1984,"Novela de George Orwell publicada en 1949 que describe una distopía totalitaria basada en la vigilancia constante, la represión y la manipulación del lenguaje (la Neolengua)."
"Un mundo feliz, Aldous Huxley",Concepto,método Bokanovsky,"En la novela, técnica que consiste en provocar, mediante choques térmicos o químicos, múltiples brotes a partir de un solo óvulo, permitiendo crear hasta 96 gemelos idénticos."
"Un mundo feliz, Aldous Huxley",Obra,Nueva visita a un mundo feliz,"Ensayo publicado por Aldous Huxley en 1958 donde analiza, 27 años después, la evolución de la sociedad en relación con sus propias predicciones novelescas."
"Frankenstein, Mary Shelley",Concepto,Galvanismo,"Teoría física de Luigi Galvani en el siglo XVIII que sugiere que los músculos de los animales son activados por un fluido eléctrico, abriendo el imaginario sobre la reanimación de los muertos."
"Frankenstein, Mary Shelley",Movimiento,Romanticismo,"Movimiento literario y artístico del siglo XIX que privilegia la expresión de los sentimientos, el imaginario, la naturaleza salvaje y los tormentos del alma."
"Frankenstein, Mary Shelley",Concepto,Hubris,"Término griego que designa el orgullo desmedido de un humano que busca igualar a los dioses, llevándolo inevitablemente a su caída."
"Frankenstein, Mary Shelley",Concepto,Tabula rasa,"Concepto filosófico según el cual la mente humana nace virgen de todo conocimiento o inclinación moral, y solo se construye mediante la experiencia y la educación."
"Frankenstein, Mary Shelley",Concepto,Posthumanismo,Corriente de pensamiento que explora la idea de una humanidad transformada o superada por los avances tecnológicos y biológicos.
"Frankenstein, Mary Shelley",Concepto,Determinismo social,Principio según el cual las condiciones sociales y el entorno de un individuo determinan su comportamiento y su destino.
"Frankenstein, Mary Shelley",Obra,El paraíso perdido,"Poema épico de John Milton que trata sobre la caída del hombre y la revuelta de Satán contra Dios, libro clave que la criatura lee para comprender su propia condición."
"Crimen y castigo, Dostoievski",Obra,Crimen y castigo,"Novela de Fiodor Dostoievski publicada en 1866, pilar de la literatura rusa que explora los temas de la culpabilidad, la moral y la redención."
"Crimen y castigo, Dostoievski",Movimiento,Círculo de Petrashevski,"Grupo de discusión intelectual rusa de inspiración socialista al que pertenecía Dostoievski, lo que le valió una condena a muerte."
"Crimen y castigo, Dostoievski",Lugar,Presidio de Omsk,"Lugar de detención en Siberia donde Dostoievski pasó cuatro años de trabajos forzados, experiencia que forjó su visión del sufrimiento humano."
"Crimen y castigo, Dostoievski",Concepto,Psicología judicial,"Método de investigación utilizado por el personaje de Porfiri Petrovitch, que consiste en analizar las reacciones nerviosas y mentales del sospechoso en lugar de las pruebas materiales."
"Crimen y castigo, Dostoievski",Otro,Resurrección de Lázaro,"Episodio del Evangelio según Juan donde Jesús devuelve la vida a Lázaro, símbolo central de la renovación espiritual de Raskolnikov en la novela."
"El proceso, Kafka",Lugar,Imperio austrohúngaro,Entidad política multicultural de Europa central dirigida por los Habsburgo desde 1867 hasta su disolución en 1918 tras la Primera Guerra Mundial.
"El proceso, Kafka",Obra,Parábola de la ley,"Episodio clave situado al final de El proceso, narrado por un sacerdote a Josef K., que ilustra la impenetrabilidad de la Ley y la impotencia humana."
"Don Quijote de la Mancha, Cervantes",Personaje,James Joyce,"Escritor irlandés fundamental del siglo XX, autor de Ulises, cuya estructura narrativa compleja y exploración de la psicología humana son herederas directas de las innovaciones estructurales instauradas por Cervantes."
"Las uvas de la ira, Steinbeck",Lugar,Hoovervilles,"Nombre dado a los asentamientos informales construidos por los personas sin hogar en los Estados Unidos durante la Gran Depresión, en referencia irónica al presidente Herbert Hoover, considerado responsable de la crisis."
"Matar a un ruiseñor, Harper Lee",Concepto,salvador blanco,"Tropo narrativo donde un personaje blanco acude al rescate de individuos no blancos en una situación desesperada, a menudo utilizado para criticar el punto de vista centrado en los blancos en los relatos de lucha racial."
"Matar a un ruiseñor, Harper Lee",Obra,Ve y pon un centinela,"Segunda novela de Harper Lee publicada en 2015. Escrita antes de 'Matar a un ruiseñor', presenta una versión de mayor edad y más ambigua de Atticus Finch."
"Matar a un ruiseñor, Harper Lee",Personaje,Gregory Peck,Actor estadounidense que ganó el Óscar al mejor actor en 1963 por su interpretación emblemática de Atticus Finch en el cine.
"El gran Gatsby, Fitzgerald",Concepto,Dios ausente,"Tema recurrente en la novela relacionado con la valla publicitaria de T.J. Eckleburg, que sugiere un mundo moderno donde la espiritualidad ha sido reemplazada por el comercio y donde la moral solo subsiste en forma de simulacros."
"El Señor de los Anillos, Tolkien",Movimiento,Alta fantasía,"Subgénero de la fantasía que se desarrolla en un mundo totalmente imaginario, implicando desafíos épicos de lucha entre el bien y el mal y una fuerte coherencia mitológica."
"El Señor de los Anillos, Tolkien",Otro,inglés antiguo,"También llamado anglosajón, se trata de la forma antigua de la lengua inglesa hablada entre los siglos V y XI, de la cual Tolkien era un experto mundial."
"El Señor de los Anillos, Tolkien",Concepto,Maia,"En la mitología de Tolkien, espíritus divinos de rango inferior a los Valar (los dioses). Sauron y Gandalf son Maiar."
"El Señor de los Anillos, Tolkien",Lugar,Gondor,"El principal reino de los Hombres al sur de la Tierra Media, bastión de la resistencia contra Sauron."
"El Señor de los Anillos, Tolkien",Institución,Inklings,"Círculo literario informal reunido en Oxford en torno a Tolkien y C.S. Lewis, donde los miembros leían sus obras en curso de redacción."
"Fahrenheit 451, Bradbury",Obra,1984,Novela de George Orwell (1949) que describe una dictadura totalitaria basada en la vigilancia y la represión directa del pensamiento por parte del Estado.
"Fahrenheit 451, Bradbury",Concepto,consumo de masas,Modelo económico y social surgido en el siglo XX caracterizado por una estandarización de los productos y una estimulación permanente del deseo de compra entre los ciudadanos.
"Cien años de soledad, García Márquez",Obra,Cien años de soledad,"Novela de Gabriel García Márquez publicada en 1967, considerada como una de las cumbres de la literatura mundial del siglo XX."
"Cien años de soledad, García Márquez",Otro,Sánscrito,Lengua clásica de la India antigua utilizada por Melquíades en la novela para codificar las profecías sobre la familia Buendía.
"Cien años de soledad, García Márquez",Personaje,Mario Vargas Llosa,"Escritor peruano, figura clave del Boom de la literatura latinoamericana y amigo (luego rival) de García Márquez."
"La metamorfosis, Kafka",Obra,La metamorfosis,Relato fundamental de la literatura mundial (1915) que narra la transformación repentina de Gregor Samsa en insecto.
"La metamorfosis, Kafka",Personaje,Max Brod,"Amigo cercano y albacea de Kafka que, contrariamente a sus deseos, publicó sus manuscritos de manera póstuma."
"La metamorfosis, Kafka",Concepto,kafkiana,"Adjetivo que designa una situación absurda, opresiva e ilógica, típica del universo burocrático y angustiante descrito por el autor."
"La metamorfosis, Kafka",Otro,pensionistas,Individuos que alquilan una habitación y toman sus comidas en una casa privada; su presencia en el hogar de los Samsa acelera la exclusión de Gregor.
"Moby Dick, Melville",Movimiento,Literatura estadounidense,"Conjunto de las obras literarias producidas en los Estados Unidos, marcada en el siglo XIX por el surgimiento de una voz nacional distinta de la de Europa."
"Moby Dick, Melville",Lugar,Marquesas,"Archipiélago de la Polinesia Francesa donde Melville permaneció en 1842 tras haber desertado de su ballenero, experiencia que inspiró sus primeras novelas."
"Moby Dick, Melville",Obra,Typee,"Primera novela de Melville (1846), relato semiautobiográfico de sus aventuras entre una tribu caníbal, que fue su mayor éxito en vida."
"Moby Dick, Melville",Concepto,Canon literario,"Conjunto de obras consideradas como fundamentales, ejemplares y dignas de ser enseñadas en una cultura determinada."
"Moby Dick, Melville",Lugar,New Bedford,Ciudad costera de Massachusetts que fue la capital mundial de la industria ballenera a mediados del siglo XIX.
"Moby Dick, Melville",Personaje,Queequeg,"Arponero polinesio tatuado del Pequod, amigo fiel de Ismael, que representa la nobleza salvaje y la sabiduría precristiana."
"Moby Dick, Melville",Personaje,Starbuck,"Primer oficial del Pequod, un cuáquero pragmático y valiente que se opone a la locura vengativa de Ahab en nombre del sentido común."
"Moby Dick, Melville",Personaje,Stubb,"Segundo oficial del Pequod, caracterizado por su flemática jovialidad y su pipa, enfrentando los peligros del mar con indiferencia."
"Moby Dick, Melville",Personaje,Flask,"Tercer oficial del Pequod, apodado 'King-Post', que ve en la ballena una simple presa a abatir sin sentimiento alguno."
"Moby Dick, Melville",Otro,Cetología,"Rama de la zoología que estudia los cetáceos (ballenas, cachalotes, delfines)."
"Moby Dick, Melville",Otro,Cachalote,"Gran mamífero marino dentado, cazado en el siglo XIX por su aceite y el espermaceti alojado en su cabeza."
"Moby Dick, Melville",Otro,Espermaceti,"O espermaceti, sustancia cerosa alojada en la cabeza del cachalote, utilizada para fabricar velas de alta calidad."
"Moby Dick, Melville",Concepto,Leviatán,"Monstruo marino de la Mitología bíblica, a menudo utilizado para designar a una criatura o estructura de una potencia colosal y aterradora."
"Moby Dick, Melville",Concepto,Malignidad,"Propensión a hacer el mal, maldad deliberada. En la novela, Ahab proyecta esta intención sobre el animal."
"El Principito, Saint-Exupéry",Lugar,Nueva York,"Ciudad de exilio de Saint-Exupéry entre 1940 y 1943, donde escribió El Principito."
"El Principito, Saint-Exupéry",Lugar,Long Island,Isla cercana a Nueva York donde residía Saint-Exupéry durante la redacción del cuento.
"El Principito, Saint-Exupéry",Institución,Reynal & Hitchcock,Editorial estadounidense que publicó la primerísima edición de El Principito en 1943.
"El Principito, Saint-Exupéry",Otro,Lockheed P-38 Lightning,Modelo de avión de reconocimiento bimotor pilotado por Saint-Exupéry durante su última misión.
"El Principito, Saint-Exupéry",Otro,baobabs,"Árboles gigantes que, en el cuento, simbolizan los peligros o los malos pensamientos que hay que extirpar desde su aparición."
"El Principito, Saint-Exupéry",Lugar,Bésixdouze,Nombre dado a un asteroide real en homenaje al asteroide B-612 de El Principito.
"El Principito, Saint-Exupéry",Institución,Aéropostale,Compañía aérea francesa de transporte de correo donde trabajó Saint-Exupéry.
"El Alquimista, Paulo Coelho",Obra,El Alquimista,"Novela de Paulo Coelho publicada en 1988, que narra la búsqueda iniciática de un pastor llamado Santiago."
"El Alquimista, Paulo Coelho",Personaje,Raul Seixas,Famoso rockero brasileño de los años 70 con quien Paulo Coelho colaboró como letrista.
"El Alquimista, Paulo Coelho",Lugar,Santiago de Compostela,"Famoso peregrinaje católico que Coelho recorrió, inspirando su renovación espiritual y su escritura."
"El Alquimista, Paulo Coelho",Institución,Rocco,Importante editorial brasileña que retomó la publicación de El Alquimista y lo convirtió en un éxito.
"El Alquimista, Paulo Coelho",Concepto,cultura mainstream,Corriente cultural dominante que se dirige al mayor número de personas y cuenta con una difusión masiva.
"El Alquimista, Paulo Coelho",Lugar,Tánger,Ciudad portuaria de Marruecos donde Santiago desembarca al principio de su periplo africano.
"El Alquimista, Paulo Coelho",Lugar,Sáhara,"El desierto cálido más extenso del Mundo, que Santiago debe atravesar para llegar a Egipto."
"El Alquimista, Paulo Coelho",Concepto,Maktub,"Expresión árabe que significa 'estaba escrito', subrayando la convicción de que ciertos eventos están predestinados."
"El Alquimista, Paulo Coelho",Movimiento,desarrollo personal,Corriente de pensamiento y de literatura orientada a la mejora de la calidad de vida y a la realización del propio potencial.
"La Poética, Aristóteles",Personaje,Abū Bis̲hr Mattā,Filósofo cristiano y traductor del siglo X que permitió la transmisión de la Poética en el mundo árabe.
"La Poética, Aristóteles",Personaje,Averroes,Filósofo y teólogo andalusí del siglo XII cuyos comentarios sobre Aristóteles influyeron fuertemente en la Europa medieval.
"La Poética, Aristóteles",Lugar,teatro de Epidauro,"Uno de los teatros mejor conservados de la antigua Grecia, famoso por su acústica excepcional."
"El tío Goriot, Balzac",Concepto,Mundo,"Término balzaciano que designa a la alta sociedad, la élite parisina (aristocracia y gran burguesía) con sus códigos implacables, sus salones y su preocupación permanente por las apariencias."
"El maestro y Margarita, Bulgákov",Institución,NKVD,"Policía política de la URSS bajo Stalin, antecesora del KGB, responsable de la represión y de la vigilancia de los ciudadanos."
"El maestro y Margarita, Bulgákov",Movimiento,Samizdat,"Sistema de difusión clandestina de escritos prohibidos por el poder soviético, reproducidos a mano o a máquina de escribir."
"El maestro y Margarita, Bulgákov",Movimiento,Realismo socialista,Doctrina artística oficial de la URSS que exige que el arte esté al servicio del partido y represente la realidad bajo una luz heroica y procomunista.
"Hamlet, Shakespeare",Obra,"Hamlet, príncipe de Dinamarca","Tragedia de William Shakespeare publicada hacia 1603, considerada como una de las cumbres de la literatura mundial por su profundidad psicológica."
"Hamlet, Shakespeare",Lugar,Wittenberg,"Ciudad alemana famosa por su universidad donde se supone que Hamlet estudió, lugar altamente simbólico por ser la cuna de la Reforma protestante."
"Hamlet, Shakespeare",Concepto,ley del talión,"Principio de justicia punitiva que consiste en infligir al culpable el mismo daño que ha causado (ojo por ojo, diente por diente)."
"Hamlet, Shakespeare",Concepto,complejo de Edipo,"Concepto psicoanalítico teorizado por Freud, a menudo aplicado a Hamlet para explicar su relación turbulenta con Gertrudis y su vacilación al matar a Claudio."
"Las flores del mal, Baudelaire",Movimiento,Romanticismo,"Movimiento literario y artístico de principios del siglo XIX que privilegia la expresión de los sentimientos, el lirismo y la relación con la naturaleza, del cual Baudelaire se distanció por su rechazo a la idealización."
"Las flores del mal, Baudelaire",Obra,Madame Bovary,"Novela de Gustave Flaubert publicada en 1857, famosa por su realismo y que sufrió, al igual que Las flores del mal, un juicio por inmoralidad el mismo año."
"Las flores del mal, Baudelaire",Concepto,Modernidad,"Concepto baudelairiano que consiste en encontrar lo bello y lo eterno dentro de lo efímero y de la vida urbana contemporánea, en lugar de en los modelos antiguos."
"Las flores del mal, Baudelaire",Personaje,Barón Haussmann,"Prefecto del Sena bajo Napoleón III, responsable de las grandes obras de transformación de París que inspiraron los 'Tableaux parisiens' de Baudelaire."
"Las flores del mal, Baudelaire",Concepto,Poema en prosa,"Forma poética sin rimas ni versos medidos, de la cual Baudelaire fue el pionero con 'El Spleen de París', buscando una prosa musical adaptada a los choques de la vida urbana."
"Las flores del mal, Baudelaire",Obra,El Spleen de París,Colección póstuma de pequeños poemas en prosa donde Baudelaire continúa su exploración de la modernidad y del vagabundeo urbano.
El Renacimiento italiano,Concepto,Mecenazgo,"Apoyo financiero y político brindado por un personaje poderoso (el mecenas) a artistas o escritores, a menudo a cambio de la producción de obras para su gloria."
El Renacimiento italiano,Personaje,Pico della Mirandola,"Filósofo humanista italiano, autor del 'Discurso sobre la dignidad del hombre', texto fundador que sitúa la libertad humana en el corazón de la creación."
El Renacimiento italiano,Otro,Tempera,"Técnica de pintura medieval que utiliza la yema de huevo para ligar los pigmentos, reemplazada durante el Renacimiento por la pintura al óleo, más flexible y luminosa."
El nacimiento del impresionismo,Concepto,vanguardia,Movimiento artístico o intelectual que rompe con las convenciones del pasado para explorar nuevas vías estéticas.
